iterations,maxEnergyThresh,minEnergyThresh,foragingMean,numSuccess,numAllFail,numParentFail,numEggTimeFail,numEggColdFail,hatchDays,totNeglect,maxNeglect,endEnergy_M,meanEnergy_M,varEnergy_M,endEnergy_F,meanEnergy_F,varEnergy_F
20000,0,200,142,4826,6318,8852,4,0,50.3978,10.0643,2.90495,493.973,599.11,19348.4,36.0668,250.632,45964.9
20000,0,200,145,6982,3624,9393,1,0,47.6315,7.28255,2.03825,528.124,625.243,16789.7,68.4302,289.206,41923.7
20000,0,200,148,9314,1827,8859,0,0,45.1277,5.1001,1.4156,555.868,647.717,14815.3,102.626,324.658,37832.1
20000,0,200,151,11551,801,7648,0,0,43.1262,3.52505,0.98845,586.614,669.296,12971,140.182,359.856,33729.2
20000,0,200,154,13652,256,6092,0,0,41.4813,2.31335,0.6841,619.708,691.707,11248,184.935,394.359,29333.7
20000,0,200,157,15606,73,4321,0,0,40.2488,1.46075,0.46765,647.834,710.402,10127.3,235.526,430.71,24875.9
20000,0,200,160,17076,10,2914,0,0,39.4076,0.8962,0.32285,679.027,729.646,9045.71,288.112,464.522,21024.9
20000,0,250,130,476,17560,1963,1,0,59.2749,24.7525,10.205,348.515,485.57,31733,-84.4468,126.273,61347.2
20000,0,250,133,1027,15566,3406,1,0,57.8702,20.9433,7.5861,391.576,515.433,27959.6,-50.3923,156.038,56859.8
20000,0,250,136,1911,12621,5465,3,0,55.7856,17.0051,5.5687,427.77,544.443,24499.8,-19.4492,188.094,53082.6
20000,0,250,139,3319,9442,7236,3,0,53.3329,13.4391,4.0328,461.708,572.674,21854.4,10.7127,221.275,48817
20000,0,250,142,5027,6303,8664,6,0,50.5703,10.1593,2.86575,494.831,599.25,19186.2,37.8917,255.59,45243.8
20000,0,250,145,7295,3621,9080,4,0,47.8314,7.40775,1.9856,527.481,626.035,16942.4,72.0299,292.864,40856
20000,0,250,148,9662,1886,8446,6,0,45.4308,5.3149,1.3922,557.872,647.822,14886.6,107.377,327.414,36807.1
20000,0,250,151,12159,729,7109,3,0,43.2743,3.6102,0.9581,588.965,669.35,12922.9,149.625,366.314,32452
20000,0,250,154,14138,222,5638,2,0,41.6556,2.4227,0.67895,617.502,691.161,11519.5,191.581,399.387,28256.4
20000,0,250,157,15948,73,3978,1,0,40.4819,1.61325,0.4903,648.194,709.97,10111.9,242.351,433.879,24066.8
20000,0,250,160,17362,13,2625,0,0,39.627,1.037,0.3498,680.557,729.287,9017.65,294.818,466.812,20284
20000,0,300,130,445,17674,1881,0,0,59.3881,24.9159,10.0383,348.113,486.085,31664.9,-84.1127,130.649,61354.3
20000,0,300,133,1063,15575,3359,3,0,57.9068,20.9851,7.45885,388.981,514.524,28103.2,-50.1227,160.565,56780
20000,0,300,136,2008,12620,5358,14,0,55.8724,17.0963,5.43625,426.748,543.672,24570.4,-17.9146,193.206,52476.2
20000,0,300,139,3341,9478,7170,11,0,53.5344,13.6077,3.9615,465.771,575.419,21599.5,10.3818,224.781,48710.5
20000,0,300,142,5314,6285,8383,18,0,50.7141,10.2447,2.74695,498.99,601.507,18965.2,41.2983,261.954,44459.7
20000,0,300,145,7529,3692,8761,18,0,48.1758,7.66275,1.93835,531.465,627.262,16691.1,74.2318,296.63,40122.2
20000,0,300,148,10073,1768,8152,7,0,45.5358,5.36365,1.33865,558.927,648.691,14755.5,113.439,335.381,35581.1
20000,0,300,151,12400,756,6840,4,0,43.5208,3.7774,0.96055,589.368,670.543,13018.5,152.399,369.375,31570.6
20000,0,300,154,14518,249,5230,3,0,41.9766,2.63915,0.6929,620.405,690.829,11382.8,199.177,402.689,27110.6
20000,0,300,157,16291,70,3639,0,0,40.782,1.80545,0.5176,649.558,710.74,10180.3,246.821,435.937,23202.4
20000,0,300,160,17781,13,2206,0,0,39.8193,1.15975,0.37055,682.034,729.537,9082.23,304.787,472.7,19180.4
20000,0,350,130,457,17600,1937,6,0,59.3276,24.7856,9.7777,345.131,486.053,31636.5,-83.4091,135.947,61317.1
20000,0,350,133,1037,15573,3380,10,0,57.9834,21.1176,7.3285,391.763,517.002,27674.7,-48.8557,165.153,56489.1
20000,0,350,136,2084,12740,5158,18,0,56.028,17.2351,5.3441,430.938,546.673,24341.4,-16.8664,197.939,52134.5
20000,0,350,139,3425,9622,6930,23,0,53.6608,13.6997,3.8551,464.893,574.903,21549.7,11.7202,229.96,48223.3
20000,0,350,142,5452,6221,8298,29,0,50.8984,10.3607,2.6773,495.491,599.916,19017.6,44.107,267.664,43934.1
20000,0,350,145,7686,3628,8664,22,0,48.3282,7.7507,1.87725,532.011,627.56,16806.1,76.8666,302.471,39599.2
20000,0,350,148,10359,1825,7794,22,0,45.8629,5.594,1.3078,560.753,649.476,14701.9,118.629,340.474,34879.9
20000,0,350,151,12834,731,6428,7,0,43.84,3.98555,0.9456,593.355,672.224,12946.5,159.848,374.492,30321.5
20000,0,350,154,14970,246,4777,7,0,42.2291,2.8045,0.7002,618.613,689.82,11509.7,207.638,409.7,25963.8
