Min_Energy_Thresh_F,Max_Energy_Thresh_F,Min_Energy_Thresh_M,Max_Energy_Thresh_M,Foraging_Condition_Mean,Foraging_Condition_SD,Foraging_Condition_Kick,Success,Fail_Dead_Parent,Fail_Egg_Neglect_Max,Fail_Egg_Neglect_Cumulative
200,700,400,800,130,47,1,0,0.684,0.316,0
200,700,400,800,140,47,0,0.066,0.049,0.878,0.007
200,700,400,800,140,47,1,0.006,0.328,0.666,0
200,700,400,800,150,47,0,0.455,0.008,0.53,0.007
200,700,400,800,150,47,1,0.11,0.112,0.774,0.004
200,700,400,800,160,47,0,0.884,0.001,0.115,0
200,700,400,800,160,47,1,0.502,0.027,0.471,0
200,700,400,800,170,47,0,0.994,0,0.006,0
200,700,400,800,170,47,1,0.867,0.005,0.128,0
200,700,400,900,130,47,0,0.003,0.242,0.755,0
200,700,400,900,130,47,1,0,0.738,0.262,0
200,700,400,900,140,47,0,0.055,0.046,0.897,0.002
200,700,400,900,140,47,1,0.003,0.411,0.586,0
200,700,400,900,150,47,0,0.364,0.005,0.626,0.005
200,700,400,900,150,47,1,0.066,0.173,0.761,0
200,700,400,900,160,47,0,0.839,0.002,0.159,0
200,700,400,900,160,47,1,0.453,0.028,0.519,0
200,700,400,900,170,47,0,0.981,0,0.019,0
200,700,400,900,170,47,1,0.845,0.003,0.152,0
200,700,400,1000,130,47,0,0,0.224,0.776,0
200,700,400,1000,130,47,1,0,0.757,0.243,0
200,700,400,1000,140,47,0,0.032,0.049,0.919,0
200,700,400,1000,140,47,1,0.004,0.467,0.529,0
200,700,400,1000,150,47,0,0.279,0.011,0.707,0.003
200,700,400,1000,150,47,1,0.084,0.203,0.711,0.002
200,700,400,1000,160,47,0,0.761,0.002,0.237,0
200,700,400,1000,160,47,1,0.356,0.055,0.589,0
200,700,400,1000,170,47,0,0.981,0,0.019,0
200,700,400,1000,170,47,1,0.804,0.007,0.189,0
200,700,500,600,130,47,0,0.001,0.159,0.823,0.017
200,700,500,600,130,47,1,0,0.455,0.541,0.004
200,700,500,600,140,47,0,0.1,0.038,0.714,0.148
200,700,500,600,140,47,1,0.021,0.153,0.797,0.029
200,700,500,600,150,47,0,0.607,0.001,0.274,0.118
200,700,500,600,150,47,1,0.246,0.042,0.603,0.109
200,700,500,600,160,47,0,0.965,0,0.03,0.005
200,700,500,600,160,47,1,0.71,0.009,0.262,0.019
200,700,500,600,170,47,0,0.999,0,0.001,0
200,700,500,600,170,47,1,0.96,0.001,0.038,0.001
200,700,500,700,130,47,0,0.001,0.172,0.824,0.003
200,700,500,700,130,47,1,0,0.547,0.453,0
200,700,500,700,140,47,0,0.068,0.026,0.881,0.025
200,700,500,700,140,47,1,0.005,0.236,0.748,0.011
200,700,500,700,150,47,0,0.511,0.002,0.448,0.039
200,700,500,700,150,47,1,0.171,0.075,0.727,0.027
200,700,500,700,160,47,0,0.906,0,0.092,0.002
200,700,500,700,160,47,1,0.59,0.019,0.383,0.008
200,700,500,700,170,47,0,0.997,0,0.003,0
200,700,500,700,170,47,1,0.92,0.003,0.077,0
200,700,500,800,130,47,0,0,0.21,0.789,0.001
200,700,500,800,130,47,1,0,0.6,0.4,0
200,700,500,800,140,47,0,0.053,0.041,0.895,0.011
200,700,500,800,140,47,1,0.004,0.287,0.705,0.004
200,700,500,800,150,47,0,0.41,0.004,0.572,0.014
200,700,500,800,150,47,1,0.093,0.091,0.805,0.011
200,700,500,800,160,47,0,0.846,0,0.152,0.002
200,700,500,800,160,47,1,0.484,0.024,0.489,0.003
200,700,500,800,170,47,0,0.986,0,0.014,0
200,700,500,800,170,47,1,0.874,0.006,0.12,0
200,700,500,900,130,47,0,0.001,0.224,0.775,0
200,700,500,900,130,47,1,0,0.696,0.304,0
200,700,500,900,140,47,0,0.043,0.031,0.918,0.008
200,700,500,900,140,47,1,0.002,0.396,0.602,0
200,700,500,900,150,47,0,0.33,0.007,0.656,0.007
200,700,500,900,150,47,1,0.059,0.159,0.779,0.003
200,700,500,900,160,47,0,0.811,0.001,0.187,0.001
200,700,500,900,160,47,1,0.383,0.032,0.584,0.001
200,700,500,900,170,47,0,0.986,0,0.014,0
200,700,500,900,170,47,1,0.813,0.002,0.185,0
200,700,500,1000,130,47,0,0,0.241,0.759,0
200,700,500,1000,130,47,1,0,0.75,0.25,0
200,700,500,1000,140,47,0,0.028,0.06,0.91,0.002
200,700,500,1000,140,47,1,0.002,0.457,0.541,0
200,700,500,1000,150,47,0,0.336,0.009,0.651,0.004
200,700,500,1000,150,47,1,0.06,0.198,0.742,0
200,700,500,1000,160,47,0,0.782,0.001,0.217,0
200,700,500,1000,160,47,1,0.323,0.046,0.631,0
200,700,500,1000,170,47,0,0.982,0,0.018,0
200,700,500,1000,170,47,1,0.734,0.006,0.26,0
200,700,600,700,130,47,0,0.002,0.179,0.809,0.01
200,700,600,700,130,47,1,0,0.495,0.504,0.001
200,700,600,700,140,47,0,0.069,0.032,0.771,0.128
200,700,600,700,140,47,1,0.011,0.19,0.759,0.04
200,700,600,700,150,47,0,0.557,0.001,0.27,0.172
200,700,600,700,150,47,1,0.177,0.046,0.643,0.134
200,700,600,700,160,47,0,0.955,0,0.038,0.007
200,700,600,700,160,47,1,0.662,0.007,0.296,0.035
200,700,600,700,170,47,0,0.996,0,0.004,0
200,700,600,700,170,47,1,0.933,0,0.064,0.003
200,700,600,800,130,47,0,0.001,0.181,0.817,0.001
200,700,600,800,130,47,1,0,0.621,0.379,0
200,700,600,800,140,47,0,0.048,0.038,0.875,0.039
200,700,600,800,140,47,1,0.007,0.263,0.722,0.008
200,700,600,800,150,47,0,0.405,0,0.528,0.067
200,700,600,800,150,47,1,0.122,0.084,0.751,0.043
200,700,600,800,160,47,0,0.874,0,0.12,0.006
200,700,600,800,160,47,1,0.536,0.015,0.434,0.015
200,700,600,800,170,47,0,0.99,0,0.01,0
200,700,600,800,170,47,1,0.876,0.005,0.119,0
200,700,600,900,130,47,0,0,0.22,0.78,0
200,700,600,900,130,47,1,0,0.647,0.353,0
200,700,600,900,140,47,0,0.027,0.057,0.908,0.008
200,700,600,900,140,47,1,0.002,0.385,0.611,0.002
200,700,600,900,150,47,0,0.328,0.007,0.646,0.019
200,700,600,900,150,47,1,0.065,0.136,0.792,0.007
200,700,600,900,160,47,0,0.784,0,0.211,0.005
200,700,600,900,160,47,1,0.397,0.029,0.57,0.004
200,700,600,900,170,47,0,0.977,0,0.023,0
200,700,600,900,170,47,1,0.794,0.001,0.205,0
200,700,600,1000,130,47,0,0,0.248,0.752,0
200,700,600,1000,130,47,1,0,0.737,0.263,0
200,700,600,1000,140,47,0,0.025,0.045,0.926,0.004
200,700,600,1000,140,47,1,0.001,0.459,0.54,0
200,700,600,1000,150,47,0,0.287,0.006,0.695,0.012
200,700,600,1000,150,47,1,0.026,0.226,0.745,0.003
200,700,600,1000,160,47,0,0.763,0.001,0.234,0.002
200,700,600,1000,160,47,1,0.303,0.058,0.635,0.004
200,700,600,1000,170,47,0,0.973,0,0.027,0
200,700,600,1000,170,47,1,0.687,0.006,0.307,0
200,700,700,800,130,47,0,0,0.196,0.793,0.011
200,700,700,800,130,47,1,0,0.541,0.458,0.001
200,700,700,800,140,47,0,0.056,0.034,0.762,0.148
200,700,700,800,140,47,1,0.007,0.261,0.692,0.04
200,700,700,800,150,47,0,0.459,0.003,0.317,0.221
200,700,700,800,150,47,1,0.13,0.067,0.642,0.161
200,700,700,800,160,47,0,0.938,0,0.046,0.016
200,700,700,800,160,47,1,0.605,0.016,0.307,0.072
200,700,700,800,170,47,0,0.998,0,0.002,0
200,700,700,800,170,47,1,0.905,0.001,0.091,0.003
200,700,700,900,130,47,0,0,0.211,0.788,0.001
200,700,700,900,130,47,1,0,0.654,0.346,0
200,700,700,900,140,47,0,0.026,0.026,0.903,0.045
200,700,700,900,140,47,1,0.003,0.308,0.686,0.003
200,700,700,900,150,47,0,0.315,0.002,0.612,0.071
200,700,700,900,150,47,1,0.086,0.107,0.771,0.036
200,700,700,900,160,47,0,0.816,0.001,0.17,0.013
200,700,700,900,160,47,1,0.457,0.018,0.49,0.035
200,700,700,900,170,47,0,0.986,0,0.014,0
200,700,700,900,170,47,1,0.816,0.007,0.177,0
200,700,700,1000,130,47,0,0,0.19,0.809,0.001
200,700,700,1000,130,47,1,0.001,0.707,0.292,0
200,700,700,1000,140,47,0,0.019,0.051,0.919,0.011
200,700,700,1000,140,47,1,0.001,0.443,0.555,0.001
200,700,700,1000,150,47,0,0.248,0.009,0.714,0.029
200,700,700,1000,150,47,1,0.031,0.163,0.794,0.012
200,700,700,1000,160,47,0,0.756,0,0.242,0.002
200,700,700,1000,160,47,1,0.316,0.043,0.632,0.009
200,700,700,1000,170,47,0,0.979,0,0.021,0
200,700,700,1000,170,47,1,0.68,0.008,0.312,0
200,700,800,900,130,47,0,0,0.213,0.777,0.01
200,700,800,900,130,47,1,0,0.569,0.43,0.001
200,700,800,900,140,47,0,0.018,0.024,0.816,0.142
200,700,800,900,140,47,1,0.001,0.251,0.716,0.032
200,700,800,900,150,47,0,0.363,0.004,0.329,0.304
200,700,800,900,150,47,1,0.076,0.069,0.681,0.174
200,700,800,900,160,47,0,0.908,0,0.05,0.042
200,700,800,900,160,47,1,0.518,0.017,0.345,0.12
200,700,800,900,170,47,0,0.992,0,0.006,0.002
200,700,800,900,170,47,1,0.897,0.002,0.094,0.007
200,700,800,1000,130,47,0,0,0.192,0.806,0.002
200,700,800,1000,130,47,1,0,0.657,0.343,0
200,700,800,1000,140,47,0,0.016,0.045,0.899,0.04
200,700,800,1000,140,47,1,0.001,0.376,0.616,0.007
200,700,800,1000,150,47,0,0.264,0.005,0.624,0.107
200,700,800,1000,150,47,1,0.077,0.12,0.743,0.06
200,700,800,1000,160,47,0,0.817,0,0.153,0.03
200,700,800,1000,160,47,1,0.416,0.03,0.52,0.034
200,700,800,1000,170,47,0,0.983,0,0.017,0
200,700,800,1000,170,47,1,0.817,0.006,0.174,0.003
200,700,900,1000,130,47,0,0,0.21,0.785,0.005
200,700,900,1000,130,47,1,0,0.655,0.344,0.001
200,700,900,1000,140,47,0,0.008,0.036,0.853,0.103
200,700,900,1000,140,47,1,0.001,0.388,0.592,0.019
200,700,900,1000,150,47,0,0.264,0.002,0.418,0.316
200,700,900,1000,150,47,1,0.069,0.107,0.657,0.167
200,700,900,1000,160,47,0,0.858,0,0.087,0.055
200,700,900,1000,160,47,1,0.46,0.026,0.396,0.118
200,700,900,1000,170,47,0,0.993,0,0.006,0.001
200,700,900,1000,170,47,1,0.866,0,0.126,0.008
200,800,200,300,130,47,0,0.017,0.486,0.474,0.023
200,800,200,300,130,47,1,0.001,0.885,0.114,0
200,800,200,300,140,47,0,0.245,0.141,0.534,0.08
200,800,200,300,140,47,1,0.033,0.65,0.281,0.036
200,800,200,300,150,47,0,0.789,0.021,0.148,0.042
200,800,200,300,150,47,1,0.352,0.356,0.231,0.061
200,800,200,300,160,47,0,0.987,0.002,0.011,0
200,800,200,300,160,47,1,0.799,0.146,0.05,0.005
200,800,200,300,170,47,0,1,0,0,0
200,800,200,300,170,47,1,0.964,0.03,0.006,0
200,800,200,400,130,47,0,0.013,0.396,0.588,0.003
200,800,200,400,130,47,1,0,0.809,0.191,0
200,800,200,400,140,47,0,0.172,0.09,0.715,0.023
200,800,200,400,140,47,1,0.029,0.493,0.472,0.006
200,800,200,400,150,47,0,0.68,0.008,0.298,0.014
200,800,200,400,150,47,1,0.301,0.249,0.434,0.016
200,800,200,400,160,47,0,0.967,0.002,0.03,0.001
200,800,200,400,160,47,1,0.745,0.105,0.149,0.001
200,800,200,400,170,47,0,0.998,0,0.002,0
200,800,200,400,170,47,1,0.968,0.013,0.019,0
200,800,200,500,130,47,0,0.007,0.366,0.627,0
200,800,200,500,130,47,1,0,0.747,0.253,0
200,800,200,500,140,47,0,0.14,0.081,0.772,0.007
200,800,200,500,140,47,1,0.021,0.429,0.548,0.002
200,800,200,500,150,47,0,0.596,0.015,0.387,0.002
200,800,200,500,150,47,1,0.223,0.176,0.597,0.004
200,800,200,500,160,47,0,0.946,0,0.054,0
200,800,200,500,160,47,1,0.696,0.069,0.235,0
200,800,200,500,170,47,0,0.999,0,0.001,0
200,800,200,500,170,47,1,0.959,0.012,0.029,0
200,800,200,600,130,47,0,0.008,0.33,0.662,0
200,800,200,600,130,47,1,0,0.732,0.268,0
200,800,200,600,140,47,0,0.121,0.072,0.803,0.004
200,800,200,600,140,47,1,0.011,0.415,0.57,0.004
200,800,200,600,150,47,0,0.567,0.007,0.423,0.003
200,800,200,600,150,47,1,0.196,0.173,0.63,0.001
200,800,200,600,160,47,0,0.907,0.001,0.092,0
200,800,200,600,160,47,1,0.635,0.055,0.31,0
200,800,200,600,170,47,0,0.999,0,0.001,0
200,800,200,600,170,47,1,0.948,0.003,0.049,0
200,800,200,700,130,47,0,0.005,0.323,0.672,0
200,800,200,700,130,47,1,0,0.763,0.237,0
200,800,200,700,140,47,0,0.111,0.072,0.812,0.005
200,800,200,700,140,47,1,0.013,0.429,0.558,0
200,800,200,700,150,47,0,0.488,0.007,0.504,0.001
200,800,200,700,150,47,1,0.153,0.203,0.644,0
200,800,200,700,160,47,0,0.892,0.003,0.105,0
200,800,200,700,160,47,1,0.592,0.066,0.342,0
200,800,200,700,170,47,0,0.997,0,0.003,0
200,800,200,700,170,47,1,0.92,0.014,0.066,0
200,800,200,800,130,47,0,0.01,0.296,0.694,0
200,800,200,800,130,47,1,0.001,0.77,0.229,0
200,800,200,800,140,47,0,0.096,0.058,0.843,0.003
200,800,200,800,140,47,1,0.005,0.502,0.493,0
200,800,200,800,150,47,0,0.508,0.003,0.487,0.002
200,800,200,800,150,47,1,0.122,0.201,0.677,0
200,800,200,800,160,47,0,0.905,0.001,0.094,0
200,800,200,800,160,47,1,0.507,0.072,0.421,0
200,800,200,800,170,47,0,0.99,0,0.01,0
200,800,200,800,170,47,1,0.9,0.01,0.09,0
200,800,200,900,130,47,0,0.002,0.303,0.695,0
200,800,200,900,130,47,1,0,0.782,0.218,0
200,800,200,900,140,47,0,0.087,0.059,0.852,0.002
200,800,200,900,140,47,1,0.003,0.488,0.509,0
200,800,200,900,150,47,0,0.435,0.009,0.555,0.001
200,800,200,900,150,47,1,0.086,0.305,0.608,0.001
200,800,200,900,160,47,0,0.879,0.001,0.12,0
200,800,200,900,160,47,1,0.45,0.085,0.465,0
200,800,200,900,170,47,0,0.992,0,0.008,0
200,800,200,900,170,47,1,0.865,0.034,0.101,0
200,800,200,1000,130,47,0,0.003,0.28,0.717,0
200,800,200,1000,130,47,1,0,0.76,0.24,0
200,800,200,1000,140,47,0,0.06,0.07,0.869,0.001
200,800,200,1000,140,47,1,0.004,0.587,0.409,0
200,800,200,1000,150,47,0,0.419,0.009,0.569,0.003
200,800,200,1000,150,47,1,0.081,0.346,0.573,0
200,800,200,1000,160,47,0,0.848,0.001,0.151,0
200,800,200,1000,160,47,1,0.428,0.165,0.407,0
200,800,200,1000,170,47,0,0.985,0,0.015,0
200,800,200,1000,170,47,1,0.811,0.055,0.134,0
200,800,300,400,130,47,0,0.011,0.242,0.729,0.018
200,800,300,400,130,47,1,0,0.693,0.306,0.001
200,800,300,400,140,47,0,0.143,0.027,0.697,0.133
200,800,300,400,140,47,1,0.025,0.326,0.605,0.044
200,800,300,400,150,47,0,0.691,0.002,0.232,0.075
200,800,300,400,150,47,1,0.331,0.118,0.464,0.087
200,800,300,400,160,47,0,0.98,0,0.018,0.002
200,800,300,400,160,47,1,0.802,0.027,0.155,0.016
200,800,300,400,170,47,0,0.999,0,0.001,0
200,800,300,400,170,47,1,0.978,0.007,0.015,0
200,800,300,500,130,47,0,0.003,0.251,0.741,0.005
200,800,300,500,130,47,1,0,0.618,0.382,0
200,800,300,500,140,47,0,0.14,0.027,0.805,0.028
200,800,300,500,140,47,1,0.023,0.279,0.684,0.014
200,800,300,500,150,47,0,0.612,0.001,0.373,0.014
200,800,300,500,150,47,1,0.244,0.099,0.627,0.03
200,800,300,500,160,47,0,0.943,0,0.057,0
200,800,300,500,160,47,1,0.711,0.027,0.253,0.009
200,800,300,500,170,47,0,0.998,0,0.002,0
200,800,300,500,170,47,1,0.956,0.001,0.043,0
200,800,300,600,130,47,0,0.004,0.239,0.756,0.001
200,800,300,600,130,47,1,0,0.62,0.38,0
200,800,300,600,140,47,0,0.082,0.035,0.877,0.006
200,800,300,600,140,47,1,0.007,0.26,0.731,0.002
200,800,300,600,150,47,0,0.528,0.003,0.461,0.008
200,800,300,600,150,47,1,0.163,0.111,0.721,0.005
200,800,300,600,160,47,0,0.902,0,0.098,0
200,800,300,600,160,47,1,0.593,0.022,0.383,0.002
200,800,300,600,170,47,0,0.997,0,0.003,0
200,800,300,600,170,47,1,0.923,0.002,0.075,0
200,800,300,700,130,47,0,0,0.258,0.742,0
200,800,300,700,130,47,1,0,0.601,0.399,0
200,800,300,700,140,47,0,0.088,0.046,0.86,0.006
200,800,300,700,140,47,1,0.007,0.346,0.647,0
200,800,300,700,150,47,0,0.475,0.004,0.519,0.002
200,800,300,700,150,47,1,0.109,0.14,0.748,0.003
200,800,300,700,160,47,0,0.871,0,0.129,0
200,800,300,700,160,47,1,0.543,0.032,0.425,0
200,800,300,700,170,47,0,0.989,0,0.011,0
200,800,300,700,170,47,1,0.892,0.005,0.103,0
200,800,300,800,130,47,0,0.003,0.221,0.776,0
200,800,300,800,130,47,1,0.001,0.68,0.319,0
200,800,300,800,140,47,0,0.065,0.055,0.88,0
200,800,300,800,140,47,1,0.004,0.382,0.614,0
200,800,300,800,150,47,0,0.437,0.005,0.557,0.001
200,800,300,800,150,47,1,0.099,0.212,0.688,0.001
200,800,300,800,160,47,0,0.873,0,0.127,0
200,800,300,800,160,47,1,0.448,0.057,0.495,0
200,800,300,800,170,47,0,0.99,0,0.01,0
200,800,300,800,170,47,1,0.847,0.01,0.143,0
200,800,300,900,130,47,0,0.002,0.241,0.757,0
200,800,300,900,130,47,1,0,0.685,0.315,0
200,800,300,900,140,47,0,0.061,0.044,0.893,0.002
200,800,300,900,140,47,1,0.003,0.475,0.522,0
200,800,300,900,150,47,0,0.396,0.004,0.597,0.003
200,800,300,900,150,47,1,0.065,0.303,0.63,0.002
200,800,300,900,160,47,0,0.835,0.002,0.163,0
200,800,300,900,160,47,1,0.368,0.11,0.522,0
200,800,300,900,170,47,0,0.989,0,0.011,0
200,800,300,900,170,47,1,0.821,0.022,0.157,0
200,800,300,1000,130,47,0,0.006,0.232,0.761,0.001
200,800,300,1000,130,47,1,0,0.699,0.301,0
200,800,300,1000,140,47,0,0.059,0.046,0.894,0.001
200,800,300,1000,140,47,1,0.001,0.486,0.513,0
200,800,300,1000,150,47,0,0.358,0.007,0.631,0.004
200,800,300,1000,150,47,1,0.06,0.355,0.585,0
200,800,300,1000,160,47,0,0.814,0,0.186,0
200,800,300,1000,160,47,1,0.359,0.172,0.468,0.001
200,800,300,1000,170,47,0,0.986,0,0.014,0
200,800,300,1000,170,47,1,0.79,0.053,0.157,0
200,800,400,500,130,47,0,0.002,0.181,0.8,0.017
200,800,400,500,130,47,1,0.001,0.497,0.501,0.001
200,800,400,500,140,47,0,0.116,0.024,0.712,0.148
200,800,400,500,140,47,1,0.012,0.17,0.772,0.046
200,800,400,500,150,47,0,0.635,0,0.255,0.11
200,800,400,500,150,47,1,0.23,0.035,0.617,0.118
200,800,400,500,160,47,0,0.968,0,0.024,0.008
200,800,400,500,160,47,1,0.718,0.003,0.237,0.042
200,800,400,500,170,47,0,0.998,0,0.002,0
200,800,400,500,170,47,1,0.956,0,0.044,0
200,800,400,600,130,47,0,0.001,0.176,0.819,0.004
200,800,400,600,130,47,1,0,0.525,0.475,0
200,800,400,600,140,47,0,0.086,0.021,0.86,0.033
200,800,400,600,140,47,1,0.014,0.202,0.773,0.011
200,800,400,600,150,47,0,0.526,0.002,0.449,0.023
200,800,400,600,150,47,1,0.171,0.053,0.746,0.03
200,800,400,600,160,47,0,0.899,0,0.099,0.002
200,800,400,600,160,47,1,0.603,0.011,0.373,0.013
200,800,400,600,170,47,0,0.994,0,0.006,0
200,800,400,600,170,47,1,0.933,0,0.067,0
200,800,400,700,130,47,0,0.004,0.185,0.811,0
200,800,400,700,130,47,1,0,0.569,0.431,0
200,800,400,700,140,47,0,0.049,0.03,0.918,0.003
200,800,400,700,140,47,1,0.006,0.277,0.716,0.001
200,800,400,700,150,47,0,0.415,0.002,0.575,0.008
200,800,400,700,150,47,1,0.103,0.109,0.782,0.006
200,800,400,700,160,47,0,0.834,0,0.166,0
200,800,400,700,160,47,1,0.525,0.026,0.446,0.003
200,800,400,700,170,47,0,0.992,0,0.008,0
200,800,400,700,170,47,1,0.863,0.008,0.129,0
200,800,400,800,130,47,0,0.001,0.213,0.786,0
200,800,400,800,130,47,1,0,0.627,0.373,0
200,800,400,800,140,47,0,0.04,0.036,0.92,0.004
200,800,400,800,140,47,1,0.004,0.384,0.61,0.002
200,800,400,800,150,47,0,0.34,0.001,0.655,0.004
200,800,400,800,150,47,1,0.058,0.166,0.774,0.002
200,800,400,800,160,47,0,0.801,0.001,0.198,0
200,800,400,800,160,47,1,0.367,0.052,0.581,0
200,800,400,800,170,47,0,0.987,0,0.013,0
200,800,400,800,170,47,1,0.83,0.01,0.16,0
200,800,400,900,130,47,0,0,0.211,0.789,0
200,800,400,900,130,47,1,0,0.618,0.382,0
200,800,400,900,140,47,0,0.036,0.044,0.917,0.003
200,800,400,900,140,47,1,0.001,0.45,0.548,0.001
200,800,400,900,150,47,0,0.335,0.007,0.653,0.005
200,800,400,900,150,47,1,0.046,0.258,0.694,0.002
200,800,400,900,160,47,0,0.789,0,0.21,0.001
200,800,400,900,160,47,1,0.321,0.126,0.553,0
200,800,400,900,170,47,0,0.97,0,0.03,0
200,800,400,900,170,47,1,0.775,0.021,0.204,0
200,800,400,1000,130,47,0,0.001,0.21,0.789,0
200,800,400,1000,130,47,1,0,0.639,0.361,0
200,800,400,1000,140,47,0,0.043,0.04,0.917,0
200,800,400,1000,140,47,1,0.001,0.505,0.493,0.001
200,800,400,1000,150,47,0,0.278,0.005,0.712,0.005
200,800,400,1000,150,47,1,0.029,0.312,0.655,0.004
200,800,400,1000,160,47,0,0.748,0.002,0.249,0.001
200,800,400,1000,160,47,1,0.262,0.19,0.546,0.002
200,800,400,1000,170,47,0,0.986,0,0.014,0
200,800,400,1000,170,47,1,0.703,0.055,0.242,0
200,800,500,600,130,47,0,0,0.144,0.845,0.011
200,800,500,600,130,47,1,0,0.38,0.615,0.005
200,800,500,600,140,47,0,0.073,0.011,0.786,0.13
200,800,500,600,140,47,1,0.006,0.145,0.812,0.037
200,800,500,600,150,47,0,0.529,0.001,0.298,0.172
200,800,500,600,150,47,1,0.176,0.024,0.642,0.158
200,800,500,600,160,47,0,0.95,0,0.038,0.012
200,800,500,600,160,47,1,0.676,0.004,0.286,0.034
200,800,500,600,170,47,0,0.999,0,0.001,0
200,800,500,600,170,47,1,0.938,0.002,0.058,0.002
200,800,500,700,130,47,0,0.001,0.173,0.825,0.001
200,800,500,700,130,47,1,0,0.46,0.54,0
200,800,500,700,140,47,0,0.049,0.019,0.9,0.032
200,800,500,700,140,47,1,0.004,0.219,0.764,0.013
200,800,500,700,150,47,0,0.446,0.003,0.511,0.04
200,800,500,700,150,47,1,0.129,0.094,0.744,0.033
200,800,500,700,160,47,0,0.869,0,0.124,0.007
200,800,500,700,160,47,1,0.54,0.018,0.43,0.012
200,800,500,700,170,47,0,0.993,0,0.007,0
200,800,500,700,170,47,1,0.88,0.001,0.119,0
200,800,500,800,130,47,0,0,0.167,0.833,0
200,800,500,800,130,47,1,0,0.547,0.453,0
200,800,500,800,140,47,0,0.03,0.029,0.938,0.003
200,800,500,800,140,47,1,0.001,0.351,0.646,0.002
200,800,500,800,150,47,0,0.301,0.004,0.684,0.011
200,800,500,800,150,47,1,0.068,0.157,0.771,0.004
200,800,500,800,160,47,0,0.803,0,0.197,0
200,800,500,800,160,47,1,0.386,0.053,0.557,0.004
200,800,500,800,170,47,0,0.972,0,0.028,0
200,800,500,800,170,47,1,0.809,0.01,0.181,0
200,800,500,900,130,47,0,0.001,0.19,0.809,0
200,800,500,900,130,47,1,0,0.6,0.4,0
200,800,500,900,140,47,0,0.031,0.03,0.934,0.005
200,800,500,900,140,47,1,0,0.415,0.583,0.002
200,800,500,900,150,47,0,0.303,0.005,0.685,0.007
200,800,500,900,150,47,1,0.05,0.284,0.661,0.005
200,800,500,900,160,47,0,0.738,0.001,0.261,0
200,800,500,900,160,47,1,0.278,0.1,0.622,0
200,800,500,900,170,47,0,0.964,0,0.036,0
200,800,500,900,170,47,1,0.723,0.025,0.252,0
200,800,500,1000,130,47,0,0.003,0.202,0.795,0
200,800,500,1000,130,47,1,0,0.564,0.436,0
200,800,500,1000,140,47,0,0.02,0.036,0.941,0.003
200,800,500,1000,140,47,1,0,0.48,0.52,0
200,800,500,1000,150,47,0,0.232,0.006,0.752,0.01
200,800,500,1000,150,47,1,0.023,0.347,0.626,0.004
200,800,500,1000,160,47,0,0.738,0,0.262,0
200,800,500,1000,160,47,1,0.233,0.147,0.617,0.003
200,800,500,1000,170,47,0,0.961,0,0.039,0
200,800,500,1000,170,47,1,0.62,0.052,0.328,0
200,800,600,700,130,47,0,0,0.144,0.851,0.005
200,800,600,700,130,47,1,0,0.346,0.653,0.001
200,800,600,700,140,47,0,0.047,0.018,0.802,0.133
200,800,600,700,140,47,1,0.004,0.141,0.825,0.03
200,800,600,700,150,47,0,0.435,0.003,0.353,0.209
200,800,600,700,150,47,1,0.15,0.037,0.671,0.142
200,800,600,700,160,47,0,0.926,0,0.047,0.027
200,800,600,700,160,47,1,0.622,0.006,0.295,0.077
200,800,600,700,170,47,0,0.993,0,0.007,0
200,800,600,700,170,47,1,0.898,0,0.101,0.001
200,800,600,800,130,47,0,0,0.157,0.842,0.001
200,800,600,800,130,47,1,0,0.467,0.533,0
200,800,600,800,140,47,0,0.027,0.023,0.919,0.031
200,800,600,800,140,47,1,0.005,0.267,0.719,0.009
200,800,600,800,150,47,0,0.338,0.001,0.583,0.078
200,800,600,800,150,47,1,0.088,0.089,0.767,0.056
200,800,600,800,160,47,0,0.856,0,0.136,0.008
200,800,600,800,160,47,1,0.458,0.025,0.492,0.025
200,800,600,800,170,47,0,0.985,0,0.015,0
200,800,600,800,170,47,1,0.845,0.002,0.153,0
200,800,600,900,130,47,0,0,0.165,0.835,0
200,800,600,900,130,47,1,0,0.5,0.5,0
200,800,600,900,140,47,0,0.024,0.03,0.937,0.009
200,800,600,900,140,47,1,0,0.353,0.647,0
200,800,600,900,150,47,0,0.254,0.004,0.726,0.016
200,800,600,900,150,47,1,0.04,0.182,0.77,0.008
200,800,600,900,160,47,0,0.734,0,0.262,0.004
200,800,600,900,160,47,1,0.3,0.061,0.633,0.006
200,800,600,900,170,47,0,0.961,0,0.039,0
200,800,600,900,170,47,1,0.709,0.011,0.279,0.001
200,800,600,1000,130,47,0,0,0.185,0.815,0
200,800,600,1000,130,47,1,0,0.527,0.473,0
200,800,600,1000,140,47,0,0.012,0.036,0.946,0.006
200,800,600,1000,140,47,1,0,0.453,0.547,0
200,800,600,1000,150,47,0,0.239,0.006,0.74,0.015
200,800,600,1000,150,47,1,0.028,0.27,0.695,0.007
200,800,600,1000,160,47,0,0.697,0,0.299,0.004
200,800,600,1000,160,47,1,0.211,0.117,0.669,0.003
200,800,600,1000,170,47,0,0.938,0.001,0.061,0
200,800,600,1000,170,47,1,0.62,0.024,0.355,0.001
200,800,700,800,130,47,0,0,0.125,0.861,0.014
200,800,700,800,130,47,1,0,0.354,0.646,0
200,800,700,800,140,47,0,0.032,0.011,0.806,0.151
