Min_Energy_Thresh_F,Max_Energy_Thresh_F,Min_Energy_Thresh_M,Max_Energy_Thresh_M,Foraging_Condition_Mean,Foraging_Condition_SD,Foraging_Condition_Kick,Success,Fail_Dead_Parent,Fail_Egg_Neglect_Max,Fail_Egg_Neglect_Cumulative
200,300,500,1000,170,47,1,0.865,0.119,0.016,0
200,300,600,700,130,47,0,0.003,0.439,0.511,0.047
200,300,600,700,130,47,1,0,0.861,0.136,0.003
200,300,600,700,140,47,0,0.204,0.122,0.444,0.23
200,300,600,700,140,47,1,0.043,0.575,0.299,0.083
200,300,600,700,150,47,0,0.817,0.016,0.088,0.079
200,300,600,700,150,47,1,0.413,0.3,0.208,0.079
200,300,600,700,160,47,0,0.99,0.005,0.004,0.001
200,300,600,700,160,47,1,0.864,0.091,0.037,0.008
200,300,600,700,170,47,0,1,0,0,0
200,300,600,700,170,47,1,0.98,0.015,0.005,0
200,300,600,800,130,47,0,0.003,0.452,0.516,0.029
200,300,600,800,130,47,1,0.001,0.861,0.136,0.002
200,300,600,800,140,47,0,0.163,0.126,0.546,0.165
200,300,600,800,140,47,1,0.02,0.654,0.273,0.053
200,300,600,800,150,47,0,0.74,0.02,0.148,0.092
200,300,600,800,150,47,1,0.31,0.397,0.21,0.083
200,300,600,800,160,47,0,0.989,0.002,0.006,0.003
200,300,600,800,160,47,1,0.772,0.161,0.058,0.009
200,300,600,800,170,47,0,1,0,0,0
200,300,600,800,170,47,1,0.97,0.027,0.002,0.001
200,300,600,900,130,47,0,0.003,0.45,0.535,0.012
200,300,600,900,130,47,1,0,0.871,0.123,0.006
200,300,600,900,140,47,0,0.134,0.133,0.59,0.143
200,300,600,900,140,47,1,0.02,0.653,0.283,0.044
200,300,600,900,150,47,0,0.696,0.027,0.185,0.092
200,300,600,900,150,47,1,0.22,0.45,0.242,0.088
200,300,600,900,160,47,0,0.974,0,0.023,0.003
200,300,600,900,160,47,1,0.686,0.224,0.079,0.011
200,300,600,900,170,47,0,0.999,0,0.001,0
200,300,600,900,170,47,1,0.914,0.078,0.008,0
200,300,600,1000,130,47,0,0,0.442,0.545,0.013
200,300,600,1000,130,47,1,0,0.89,0.107,0.003
200,300,600,1000,140,47,0,0.102,0.141,0.626,0.131
200,300,600,1000,140,47,1,0.003,0.701,0.256,0.04
200,300,600,1000,150,47,0,0.595,0.033,0.258,0.114
200,300,600,1000,150,47,1,0.188,0.51,0.228,0.074
200,300,600,1000,160,47,0,0.97,0.004,0.021,0.005
200,300,600,1000,160,47,1,0.593,0.289,0.088,0.03
200,300,600,1000,170,47,0,0.999,0,0.001,0
200,300,600,1000,170,47,1,0.875,0.11,0.014,0.001
200,300,700,800,130,47,0,0,0.413,0.548,0.039
200,300,700,800,130,47,1,0,0.883,0.111,0.006
200,300,700,800,140,47,0,0.129,0.127,0.47,0.274
200,300,700,800,140,47,1,0.013,0.652,0.274,0.061
200,300,700,800,150,47,0,0.763,0.015,0.114,0.108
200,300,700,800,150,47,1,0.305,0.369,0.222,0.104
200,300,700,800,160,47,0,0.992,0,0.006,0.002
200,300,700,800,160,47,1,0.786,0.146,0.058,0.01
200,300,700,800,170,47,0,1,0,0,0
200,300,700,800,170,47,1,0.959,0.036,0.005,0
200,300,700,900,130,47,0,0.001,0.457,0.514,0.028
200,300,700,900,130,47,1,0,0.882,0.116,0.002
200,300,700,900,140,47,0,0.098,0.134,0.586,0.182
200,300,700,900,140,47,1,0.009,0.679,0.27,0.042
200,300,700,900,150,47,0,0.648,0.029,0.193,0.13
200,300,700,900,150,47,1,0.23,0.468,0.219,0.083
200,300,700,900,160,47,0,0.982,0.004,0.013,0.001
200,300,700,900,160,47,1,0.683,0.231,0.069,0.017
200,300,700,900,170,47,0,1,0,0,0
200,300,700,900,170,47,1,0.911,0.077,0.012,0
200,300,700,1000,130,47,0,0,0.436,0.544,0.02
200,300,700,1000,130,47,1,0,0.884,0.113,0.003
200,300,700,1000,140,47,0,0.079,0.14,0.625,0.156
200,300,700,1000,140,47,1,0.011,0.69,0.257,0.042
200,300,700,1000,150,47,0,0.593,0.039,0.236,0.132
200,300,700,1000,150,47,1,0.154,0.486,0.25,0.11
200,300,700,1000,160,47,0,0.965,0.002,0.031,0.002
200,300,700,1000,160,47,1,0.556,0.326,0.094,0.024
200,300,700,1000,170,47,0,0.999,0,0.001,0
200,300,700,1000,170,47,1,0.824,0.157,0.019,0
200,300,800,900,130,47,0,0.002,0.446,0.526,0.026
200,300,800,900,130,47,1,0,0.878,0.119,0.003
200,300,800,900,140,47,0,0.098,0.135,0.502,0.265
200,300,800,900,140,47,1,0.012,0.657,0.266,0.065
200,300,800,900,150,47,0,0.664,0.027,0.127,0.182
200,300,800,900,150,47,1,0.246,0.383,0.222,0.149
200,300,800,900,160,47,0,0.976,0.001,0.014,0.009
200,300,800,900,160,47,1,0.744,0.169,0.062,0.025
200,300,800,900,170,47,0,1,0,0,0
200,300,800,900,170,47,1,0.946,0.048,0.006,0
200,300,800,1000,130,47,0,0.003,0.471,0.508,0.018
200,300,800,1000,130,47,1,0,0.866,0.131,0.003
200,300,800,1000,140,47,0,0.061,0.129,0.595,0.215
200,300,800,1000,140,47,1,0.007,0.67,0.271,0.052
200,300,800,1000,150,47,0,0.58,0.025,0.207,0.188
200,300,800,1000,150,47,1,0.201,0.449,0.224,0.126
200,300,800,1000,160,47,0,0.967,0.002,0.019,0.012
200,300,800,1000,160,47,1,0.661,0.235,0.069,0.035
200,300,800,1000,170,47,0,0.998,0,0.002,0
200,300,800,1000,170,47,1,0.888,0.1,0.012,0
200,300,900,1000,130,47,0,0,0.434,0.541,0.025
200,300,900,1000,130,47,1,0,0.875,0.124,0.001
200,300,900,1000,140,47,0,0.053,0.121,0.526,0.3
200,300,900,1000,140,47,1,0.007,0.669,0.26,0.064
200,300,900,1000,150,47,0,0.583,0.027,0.152,0.238
200,300,900,1000,150,47,1,0.171,0.442,0.216,0.171
200,300,900,1000,160,47,0,0.965,0.003,0.014,0.018
200,300,900,1000,160,47,1,0.63,0.246,0.086,0.038
200,300,900,1000,170,47,0,1,0,0,0
200,300,900,1000,170,47,1,0.914,0.073,0.012,0.001
200,400,200,300,130,47,0,0.054,0.519,0.397,0.03
200,400,200,300,130,47,1,0.007,0.839,0.142,0.012
200,400,200,300,140,47,0,0.535,0.102,0.291,0.072
200,400,200,300,140,47,1,0.212,0.387,0.339,0.062
200,400,200,300,150,47,0,0.944,0.003,0.047,0.006
200,400,200,300,150,47,1,0.746,0.105,0.122,0.027
200,400,200,300,160,47,0,1,0,0,0
200,400,200,300,160,47,1,0.975,0.015,0.009,0.001
200,400,200,300,170,47,0,1,0,0,0
200,400,200,300,170,47,1,0.999,0.001,0,0
200,400,200,400,130,47,0,0.039,0.46,0.491,0.01
200,400,200,400,130,47,1,0.002,0.798,0.197,0.003
200,400,200,400,140,47,0,0.415,0.11,0.44,0.035
200,400,200,400,140,47,1,0.152,0.355,0.471,0.022
200,400,200,400,150,47,0,0.902,0.006,0.088,0.004
200,400,200,400,150,47,1,0.672,0.087,0.225,0.016
200,400,200,400,160,47,0,0.999,0,0.001,0
200,400,200,400,160,47,1,0.969,0.006,0.025,0
200,400,200,400,170,47,0,1,0,0,0
200,400,200,400,170,47,1,1,0,0,0
200,400,200,500,130,47,0,0.043,0.415,0.53,0.012
200,400,200,500,130,47,1,0.003,0.794,0.201,0.002
200,400,200,500,140,47,0,0.324,0.102,0.549,0.025
200,400,200,500,140,47,1,0.1,0.367,0.522,0.011
200,400,200,500,150,47,0,0.868,0.007,0.122,0.003
200,400,200,500,150,47,1,0.555,0.09,0.344,0.011
200,400,200,500,160,47,0,0.996,0,0.004,0
200,400,200,500,160,47,1,0.944,0.005,0.051,0
200,400,200,500,170,47,0,1,0,0,0
200,400,200,500,170,47,1,0.998,0,0.002,0
200,400,200,600,130,47,0,0.02,0.42,0.556,0.004
200,400,200,600,130,47,1,0.001,0.795,0.204,0
200,400,200,600,140,47,0,0.291,0.092,0.604,0.013
200,400,200,600,140,47,1,0.08,0.437,0.476,0.007
200,400,200,600,150,47,0,0.826,0.007,0.159,0.008
200,400,200,600,150,47,1,0.507,0.131,0.35,0.012
200,400,200,600,160,47,0,0.987,0,0.013,0
200,400,200,600,160,47,1,0.908,0.023,0.069,0
200,400,200,600,170,47,0,1,0,0,0
200,400,200,600,170,47,1,0.995,0.002,0.003,0
200,400,200,700,130,47,0,0.018,0.417,0.564,0.001
200,400,200,700,130,47,1,0,0.826,0.172,0.002
200,400,200,700,140,47,0,0.232,0.091,0.655,0.022
200,400,200,700,140,47,1,0.059,0.496,0.441,0.004
200,400,200,700,150,47,0,0.78,0.007,0.205,0.008
200,400,200,700,150,47,1,0.372,0.18,0.436,0.012
200,400,200,700,160,47,0,0.979,0,0.021,0
200,400,200,700,160,47,1,0.817,0.054,0.129,0
200,400,200,700,170,47,0,1,0,0,0
200,400,200,700,170,47,1,0.984,0.009,0.007,0
200,400,200,800,130,47,0,0.015,0.396,0.584,0.005
200,400,200,800,130,47,1,0.001,0.828,0.17,0.001
200,400,200,800,140,47,0,0.198,0.091,0.691,0.02
200,400,200,800,140,47,1,0.029,0.533,0.431,0.007
200,400,200,800,150,47,0,0.652,0.006,0.328,0.014
200,400,200,800,150,47,1,0.284,0.245,0.456,0.015
200,400,200,800,160,47,0,0.966,0.002,0.032,0
200,400,200,800,160,47,1,0.759,0.089,0.149,0.003
200,400,200,800,170,47,0,0.999,0,0.001,0
200,400,200,800,170,47,1,0.967,0.015,0.018,0
200,400,200,900,130,47,0,0.004,0.38,0.614,0.002
200,400,200,900,130,47,1,0.001,0.792,0.206,0.001
200,400,200,900,140,47,0,0.134,0.105,0.746,0.015
200,400,200,900,140,47,1,0.019,0.504,0.462,0.015
200,400,200,900,150,47,0,0.599,0.015,0.368,0.018
200,400,200,900,150,47,1,0.242,0.262,0.479,0.017
200,400,200,900,160,47,0,0.934,0.002,0.062,0.002
200,400,200,900,160,47,1,0.672,0.138,0.189,0.001
200,400,200,900,170,47,0,0.998,0,0.002,0
200,400,200,900,170,47,1,0.943,0.03,0.027,0
200,400,200,1000,130,47,0,0.004,0.381,0.611,0.004
200,400,200,1000,130,47,1,0.002,0.794,0.203,0.001
200,400,200,1000,140,47,0,0.097,0.112,0.773,0.018
200,400,200,1000,140,47,1,0.016,0.522,0.45,0.012
200,400,200,1000,150,47,0,0.548,0.016,0.408,0.028
200,400,200,1000,150,47,1,0.204,0.268,0.477,0.051
200,400,200,1000,160,47,0,0.918,0.001,0.077,0.004
200,400,200,1000,160,47,1,0.638,0.136,0.214,0.012
200,400,200,1000,170,47,0,0.993,0.001,0.006,0
200,400,200,1000,170,47,1,0.902,0.047,0.051,0
200,400,300,400,130,47,0,0.024,0.372,0.573,0.031
200,400,300,400,130,47,1,0.003,0.772,0.212,0.013
200,400,300,400,140,47,0,0.412,0.059,0.43,0.099
200,400,300,400,140,47,1,0.137,0.328,0.472,0.063
200,400,300,400,150,47,0,0.926,0.004,0.058,0.012
200,400,300,400,150,47,1,0.704,0.055,0.201,0.04
200,400,300,400,160,47,0,0.999,0,0.001,0
200,400,300,400,160,47,1,0.976,0.005,0.018,0.001
200,400,300,400,170,47,0,1,0,0,0
200,400,300,400,170,47,1,1,0,0,0
200,400,300,500,130,47,0,0.031,0.378,0.585,0.006
200,400,300,500,130,47,1,0,0.793,0.206,0.001
200,400,300,500,140,47,0,0.335,0.075,0.542,0.048
200,400,300,500,140,47,1,0.12,0.358,0.496,0.026
200,400,300,500,150,47,0,0.843,0.002,0.147,0.008
200,400,300,500,150,47,1,0.606,0.09,0.282,0.022
200,400,300,500,160,47,0,0.991,0,0.009,0
200,400,300,500,160,47,1,0.935,0.009,0.053,0.003
200,400,300,500,170,47,0,1,0,0,0
200,400,300,500,170,47,1,0.998,0,0.002,0
200,400,300,600,130,47,0,0.025,0.362,0.608,0.005
200,400,300,600,130,47,1,0,0.805,0.194,0.001
200,400,300,600,140,47,0,0.255,0.077,0.629,0.039
200,400,300,600,140,47,1,0.059,0.41,0.519,0.012
200,400,300,600,150,47,0,0.805,0.01,0.175,0.01
200,400,300,600,150,47,1,0.481,0.13,0.376,0.013
200,400,300,600,160,47,0,0.983,0.002,0.015,0
200,400,300,600,160,47,1,0.905,0.021,0.074,0
200,400,300,600,170,47,0,1,0,0,0
200,400,300,600,170,47,1,0.99,0.002,0.008,0
200,400,300,700,130,47,0,0.012,0.369,0.614,0.005
200,400,300,700,130,47,1,0,0.809,0.191,0
200,400,300,700,140,47,0,0.177,0.075,0.726,0.022
200,400,300,700,140,47,1,0.039,0.489,0.464,0.008
