Min_Energy_Thresh_F,Max_Energy_Thresh_F,Min_Energy_Thresh_M,Max_Energy_Thresh_M,Foraging_Condition_Mean,Foraging_Condition_SD,N_Total,N_Success,N_Fail_Egg_Time,N_Fail_Egg_Cold,N_Fail_Parent_Dead,Overall_Mean_Energy_F,Overall_Var_Energy_F,Overall_Mean_Energy_M,Overall_Total_Neglect,Overall_Max_Neglect,Overall_Prop_Neglect,Overall_Hatch_Date,Successful_Mean_Energy_F,Successful_Var_Energy_F,Successful_Mean_Energy_M,Successful_Var_Energy_M,Successful_Total_Neglect,Successful_Max_Neglect,Successful_Prop_Neglect,Successful_Hatch_Date,Successful_Attendance_F,Successful_Prop_F,Successful_Attendance_M,Successful_Prop_M,Rate_Success,Rate_Fail_Egg_Time,Rate_Fail_Egg_Cold,Rate_Fail_Parent_Dead
200,300,800,1000,162,47,1000,0,8,7,2,413.513998,9734.66379,944.545723,4.14,2.29,0.0882595474201586,43.414,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0.008,0.007,0.002
200,300,900,1000,130,47,1000,0,22,509,469,274.206013,10095.98441,789.714251,28.996,14.98,0.562146211344116,50.363,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0.022,0.509,0.469
200,300,900,1000,140,47,1000,0,284,518,137,290.051449,9086.75519,881.875677,23.909,9.004,0.412308740169034,57.673,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0.284,0.518,0.137
200,300,900,1000,150,47,1000,0,243,150,28,327.890758,8604.02265,922.226474,13.887,5.167,0.243990220381396,54.71,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0.243,0.15,0.028
200,300,900,1000,160,47,1000,0,15,10,1,395.465039,9249.74622,948.001885,5.664,2.656,0.114839867882036,45.578,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0.015,0.01,0.001
200,300,900,1000,170,47,1000,0,0,0,0,504.866608,11629.45754,979.944642,1.861,1.305,0.0442740092134181,40.201,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0
200,300,900,1000,162,47,1000,0,12,4,1,413.631245,9894.01422,956.015348,4.483,2.243,0.0943862249181905,43.907,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0.012,0.004,0.001
200,400,200,300,130,47,1000,0,26,382,530,376.67827,38739.56056,338.56121,18.066,11.13,0.343619787091746,49.317,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0.026,0.382,0.53
200,400,200,300,140,47,1000,0,69,334,95,426.774818,32362.11233,384.995971,11.548,6.427,0.204557553116641,50.552,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0.069,0.334,0.095
200,400,200,300,150,47,1000,0,13,38,3,514.391344,24592.38455,482.397507,2.811,1.839,0.0558110242761075,41.133,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0.013,0.038,0.003
200,400,200,300,160,47,1000,0,0,0,1,609.313094,15017.19712,579.986805,0.187,0.155,0.00435354523160636,37.29,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0.001
200,400,200,300,170,47,1000,0,0,0,0,693.802693,8700.33091,666.196145,0.007,0.007,0.000162393162393162,37.012,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0
200,400,200,300,162,47,1000,0,0,2,0,631.444261,13165.33426,596.120549,0.137,0.121,0.00310917248968311,37.217,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0.002,0
200,400,200,400,130,47,1000,0,14,475,469,357.524857,33799.6236,359.373516,20.422,13.701,0.379926717526619,51.281,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0.014,0.475,0.469
200,400,200,400,140,47,1000,0,22,484,85,412.682451,26711.3875,409.227382,12.661,7.871,0.221682845569243,51.673,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0.022,0.484,0.085
200,400,200,400,150,47,1000,0,4,86,3,509.694605,20551.41609,500.179895,3.138,2.233,0.06079241962138,41.518,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0.004,0.086,0.003
200,400,200,400,160,47,1000,0,0,3,0,601.927614,13146.58278,587.676218,0.34,0.287,0.00760963750388382,37.534,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0.003,0
200,400,200,400,170,47,1000,0,0,0,0,698.1026,8539.90853,670.345993,0.005,0.005,0.000125641025641026,37.008,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0
200,400,200,400,162,47,1000,0,0,2,0,623.782741,11470.51724,609.091596,0.182,0.167,0.00418756650206166,37.287,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0.002,0
200,400,200,500,130,47,1000,0,5,544,430,345.214935,30252.57329,393.756798,22.102,15.802,0.403889398503613,52.066,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0.005,0.544,0.43
200,400,200,500,140,47,1000,0,27,540,68,394.102052,22744.96249,447.443874,13.545,8.489,0.234886110244928,52.522,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0.027,0.54,0.068
200,400,200,500,150,47,1000,0,4,130,5,480.262539,16879.80914,520.56273,4.164,3.02,0.0802350543084627,43.036,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0.004,0.13,0.005
200,400,200,500,160,47,1000,0,0,10,0,589.313702,10587.25752,602.639674,0.54,0.466,0.011579395071452,37.837,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0.01,0
200,400,200,500,170,47,1000,0,0,0,0,692.880582,7514.31258,680.919855,0.027,0.027,0.000658390833972229,37.045,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0
200,400,200,500,162,47,1000,0,0,3,0,614.679806,9419.1083,619.537209,0.233,0.208,0.00521978450416944,37.367,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0.003,0
200,400,200,600,130,47,1000,0,7,580,389,332.289026,26393.15307,445.81376,22.844,16.046,0.414913766765331,52.478,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0.007,0.58,0.389
200,400,200,600,140,47,1000,0,25,624,83,377.796741,21685.28364,488.467328,15.525,10.057,0.267492564495058,54.198,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0.025,0.624,0.083
200,400,200,600,150,47,1000,0,7,152,9,456.945552,13913.38049,562.331769,4.998,3.58,0.0957236668921641,44.095,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0.007,0.152,0.009
200,400,200,600,160,47,1000,0,0,16,1,560.964428,7685.73497,631.700753,0.903,0.801,0.0197064661533487,38.387,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0.016,0.001
200,400,200,600,170,47,1000,0,0,0,0,674.973399,5820.15307,692.259942,0.055,0.05,0.00129729453784054,37.086,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0
200,400,200,600,162,47,1000,0,0,7,0,583.213174,7178.74133,640.007976,0.575,0.525,0.0128436481665626,37.906,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0.007,0
200,400,200,700,130,47,1000,0,3,600,381,318.003957,29054.04149,491.345217,23.901,16.81,0.43370931796177,52.237,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0.003,0.6,0.381
200,400,200,700,140,47,1000,0,20,636,106,358.565254,22787.91318,545.258008,16.544,10.728,0.285069454634316,54.393,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0.02,0.636,0.106
200,400,200,700,150,47,1000,0,10,211,4,425.952917,14073.40466,615.573025,6.288,4.468,0.118079082087326,45.845,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0.01,0.211,0.004
200,400,200,700,160,47,1000,0,0,24,2,521.057691,6913.74652,677.665064,1.388,1.2,0.0300236020123585,39.127,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0.024,0.002
200,400,200,700,170,47,1000,0,0,0,0,642.453875,5392.20625,731.778855,0.118,0.113,0.00279568487489367,37.195,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0
200,400,200,700,162,47,1000,0,0,16,0,539.149801,6169.99032,687.269505,0.97,0.838,0.0211479185826613,38.504,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0.016,0
200,400,200,800,130,47,1000,0,3,568,421,306.579955,29859.44458,555.288993,23.727,16.724,0.438663252787565,51.206,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0.003,0.568,0.421
200,400,200,800,140,47,1000,0,16,685,109,336.91917,27086.31599,597.500137,17.906,11.342,0.307891701573472,55.291,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0.016,0.685,0.109
200,400,200,800,150,47,1000,0,16,288,5,392.571617,15782.61498,679.296482,7.897,5.403,0.145627259968548,47.898,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0.016,0.288,0.005
200,400,200,800,160,47,1000,0,0,38,2,471.332971,8641.54013,742.031272,2.271,1.836,0.0481119973628696,40.468,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0.038,0.002
200,400,200,800,170,47,1000,0,0,2,0,588.505287,6440.30376,800.469339,0.265,0.242,0.00613856727552705,37.428,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0.002,0
200,400,200,800,162,47,1000,0,0,30,2,486.49498,7560.81277,751.982317,1.629,1.359,0.0348744836270973,39.485,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0.03,0.002
200,400,200,900,130,47,1000,0,3,601,389,298.190943,30398.328451,612.391688,25.594,17.959,0.476247686089371,52.02,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0.003,0.601,0.389
200,400,200,900,140,47,1000,0,16,732,95,326.825347,28274.87032,659.210914,19.664,12.297,0.33709621536288,56.391,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0.016,0.732,0.095
200,400,200,900,150,47,1000,0,31,333,15,370.38699,18896.64648,743.415002,9.492,6.11,0.173110345452774,49.827,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0.031,0.333,0.015
200,400,200,900,160,47,1000,0,2,59,0,430.659375,11417.14242,810.079062,3.075,2.497,0.0644102753222294,41.703,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0.002,0.059,0
200,400,200,900,170,47,1000,0,0,3,0,517.083274,9774.38996,867.011094,0.615,0.554,0.0141549129196674,37.981,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0.003,0
200,400,200,900,162,47,1000,0,0,35,0,444.047019,10656.18383,823.194374,2.366,1.921,0.0505611459816475,40.645,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0.035,0
200,400,200,1000,130,47,1000,0,4,607,384,298.22729,28725.72664,679.513216,26.832,18.913,0.502584642195642,51.84,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0.004,0.607,0.384
200,400,200,1000,140,47,1000,0,16,785,97,323.383994,28879.44766,739.808979,20.779,12.492,0.356734799186442,56.998,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0.016,0.785,0.097
200,400,200,1000,150,47,1000,0,34,414,12,356.628434,22275.94898,809.727641,11.496,7.079,0.205512031280525,52.255,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0.034,0.414,0.012
200,400,200,1000,160,47,1000,0,3,84,3,402.09325,15504.02949,873.908124,4.528,3.435,0.092976987190105,43.811,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0.003,0.084,0.003
200,400,200,1000,170,47,1000,0,0,6,1,468.553254,15035.83385,928.827606,1.049,0.932,0.0240674864856906,38.653,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0.006,0.001
200,400,200,1000,162,47,1000,0,0,56,2,413.279755,15459.63183,884.118185,3.579,2.794,0.0750142542738878,42.456,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0.056,0.002
200,400,300,400,130,47,1000,0,40,576,365,350.585642,27482.2617,374.804722,23.222,13.983,0.419178300971291,53.764,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0.04,0.576,0.365
200,400,300,400,140,47,1000,0,77,474,58,406.688406,21884.40385,424.333395,14.662,7.861,0.25286496414174,53.816,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0.077,0.474,0.058
200,400,300,400,150,47,1000,0,18,63,2,506.639113,17926.47432,501.924914,4.052,2.485,0.0790544524856973,42.86,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0.018,0.063,0.002
200,400,300,400,160,47,1000,0,0,4,1,606.994743,12230.83879,589.895102,0.534,0.394,0.0118048244631713,37.819,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0.004,0.001
200,400,300,400,170,47,1000,0,0,0,0,703.231197,7972.57121,679.617689,0.017,0.016,0.000399679487179487,37.029,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0
200,400,300,400,162,47,1000,0,0,1,0,620.594137,11275.16808,603.339938,0.263,0.221,0.00617800994347177,37.42,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0.001,0
200,400,300,500,130,47,1000,0,14,608,358,339.630417,23220.15846,413.860133,24.084,15.7,0.432988118045642,53.77,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0.014,0.608,0.358
200,400,300,500,140,47,1000,0,34,579,56,391.111816,18163.444,460.965513,15.396,8.986,0.264607979397502,54.411,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0.034,0.579,0.056
200,400,300,500,150,47,1000,0,13,116,4,483.841792,14412.33733,528.205076,4.681,3.155,0.0901952374844553,43.752,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0.013,0.116,0.004
200,400,300,500,160,47,1000,0,0,9,0,589.608894,9761.90444,605.598744,0.686,0.569,0.0149199214701774,38.065,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0.009,0
200,400,300,500,170,47,1000,0,0,0,0,689.777772,7234.28454,678.574383,0.025,0.023,0.000590356744704571,37.041,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0
200,400,300,500,162,47,1000,0,0,2,0,610.85665,9057.51126,618.230077,0.4,0.33,0.00896283394107527,37.629,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0.002,0
200,400,300,600,130,47,1000,0,10,626,353,330.543228,22011.70697,459.176314,24.571,16.974,0.44251810963965,53.319,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0.01,0.626,0.353
200,400,300,600,140,47,1000,0,31,636,85,372.787729,16612.07482,502.184398,16.556,9.98,0.285030160769911,54.846,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0.031,0.636,0.085
200,400,300,600,150,47,1000,0,12,184,5,460.936267,11657.81238,568.983262,5.583,3.861,0.105851619071397,44.937,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0.012,0.184,0.005
200,400,300,600,160,47,1000,0,0,19,0,564.100745,7489.75718,630.177284,1.022,0.824,0.0217896789931067,38.567,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0.019,0
200,400,300,600,170,47,1000,0,0,0,0,679.815906,5937.06889,695.802041,0.075,0.069,0.00177009496093166,37.122,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0
200,400,300,600,162,47,1000,0,0,7,0,583.875582,6910.31968,645.075562,0.615,0.517,0.0135706140220776,37.961,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0.007,0
200,400,300,700,130,47,1000,0,7,603,380,314.131499,21700.75456,514.753563,24.62,16.82,0.44901053311758,52.3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0.007,0.603,0.38
200,400,300,700,140,47,1000,0,42,683,80,353.222805,18037.28683,557.157899,17.917,11.067,0.306071796873755,55.904,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0.042,0.683,0.08
200,400,300,700,150,47,1000,0,8,243,5,425.032618,11795.63461,621.39048,6.915,4.801,0.129200133162819,46.698,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0.008,0.243,0.005
200,400,300,700,160,47,1000,0,0,19,0,523.342655,6677.05785,679.866996,1.318,1.115,0.0288239302594726,39.051,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0.019,0
200,400,300,700,170,47,1000,0,0,1,0,641.461184,5403.45218,735.473784,0.16,0.15,0.0037175993974889,37.258,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0.001,0
200,400,300,700,162,47,1000,0,0,10,0,542.558072,6071.26207,690.951332,0.921,0.808,0.0202863433005955,38.44,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0.01,0
200,400,300,800,130,47,1000,0,4,601,386,304.531552,24212.73413,569.180751,25.178,17.208,0.462743913785592,52.144,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0.004,0.601,0.386
200,400,300,800,140,47,1000,0,27,726,87,336.78585,21593.46226,613.768551,19.12,11.785,0.327052672162501,56.515,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0.027,0.726,0.087
200,400,300,800,150,47,1000,0,15,296,15,391.177056,13862.68216,684.136871,8.391,5.554,0.154503244659974,48.507,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0.015,0.296,0.015
200,400,300,800,160,47,1000,0,1,42,0,476.104706,7805.04788,747.879337,2.164,1.773,0.0454113822069905,40.313,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0.001,0.042,0
200,400,300,800,170,47,1000,0,0,1,0,572.803795,6388.42472,797.604441,0.299,0.271,0.00694249720455448,37.478,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0.001,0
200,400,300,800,162,47,1000,0,0,17,0,494.722857,7059.54743,756.784153,1.475,1.267,0.0322729467484769,39.294,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0.017,0
200,400,300,900,130,47,1000,0,2,625,368,300.224976,24727.550178,626.121919,26.803,18.726,0.493343246577713,52.543,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0.002,0.625,0.368
200,400,300,900,140,47,1000,0,25,772,83,326.834227,24378.39959,675.920325,20.522,12.402,0.348663522093593,57.242,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0.025,0.772,0.083
200,400,300,900,150,47,1000,0,18,376,14,366.720027,17602.11674,744.3649,10.016,6.464,0.18166521895199,50.561,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0.018,0.376,0.014
200,400,300,900,160,47,1000,0,1,52,1,425.644016,10984.54083,809.411014,3.262,2.548,0.0682592780009309,41.95,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0.001,0.052,0.001
200,400,300,900,170,47,1000,0,0,2,0,517.964696,9421.13832,862.88451,0.654,0.572,0.0149412075451589,38.036,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0.002,0
200,400,300,900,162,47,1000,0,0,31,1,441.43862,10678.69087,820.486583,2.496,2.022,0.053392187498853,40.827,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0.031,0.001
200,400,300,1000,130,47,1000,0,2,609,384,297.961261,24399.83446,680.867953,27.273,19.391,0.514361439506354,51.372,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0.002,0.609,0.384
200,400,300,1000,140,47,1000,0,26,794,100,320.718059,27753.07774,738.983493,21.686,12.922,0.371206420308753,57.312,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0.026,0.794,0.1
200,400,300,1000,150,47,1000,0,27,424,15,356.010797,21629.36832,810.975237,11.842,7.365,0.210924158533903,52.489,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0.027,0.424,0.015
200,400,300,1000,160,47,1000,0,3,70,0,401.501623,15411.00065,872.327365,4.456,3.328,0.091946043857189,43.75,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0.003,0.07,0
200,400,300,1000,170,47,1000,0,0,1,0,471.479548,15029.82222,928.623074,1.106,0.951,0.0252100254346593,38.748,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0.001,0
200,400,300,1000,162,47,1000,0,1,48,1,415.965091,14960.07201,885.747331,3.356,2.62,0.0706043506115589,42.098,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0.001,0.048,0.001
200,400,400,500,130,47,1000,0,27,651,305,341.214749,18392.76719,436.265548,25.372,14.755,0.451181426498352,54.897,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0.027,0.651,0.305
200,400,400,500,140,47,1000,0,116,523,55,391.164852,13731.15958,481.163101,17.01,8.48,0.28963526926966,55.988,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0.116,0.523,0.055
200,400,400,500,150,47,1000,0,18,106,2,483.414015,11259.75171,542.285207,5.579,3.192,0.105931717464175,44.922,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0.018,0.106,0.002
200,400,400,500,160,47,1000,0,0,6,0,590.526324,8914.62897,611.998926,0.871,0.668,0.0193052304664566,38.359,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0.006,0
200,400,400,500,170,47,1000,0,0,0,0,691.644636,6943.31191,676.613185,0.07,0.062,0.00164339693897833,37.113,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0
200,400,400,500,162,47,1000,0,0,2,0,611.500249,8703.42718,623.893592,0.656,0.489,0.0145000907089894,38.024,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0.002,0
200,400,400,600,130,47,1000,0,13,622,355,329.375934,16759.90349,481.965652,25.36,16.385,0.456311681832492,53.507,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0.013,0.622,0.355
200,400,400,600,140,47,1000,0,51,633,68,373.761365,12145.29271,526.843517,17.426,9.814,0.298108745423192,55.834,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0.051,0.633,0.068
200,400,400,600,150,47,1000,0,14,182,10,450.314002,9285.51588,576.439004,6.617,4.218,0.124167797660498,46.269,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0.014,0.182,0.01
200,400,400,600,160,47,1000,0,1,10,1,563.618431,6818.29011,636.162559,1.144,0.916,0.0248428701362996,38.768,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0.001,0.01,0.001
200,400,400,600,170,47,1000,0,0,0,0,675.649059,5953.44577,690.692363,0.106,0.097,0.00248398780489095,37.17,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0
200,400,400,600,162,47,1000,0,0,5,0,590.588447,6435.44513,647.986434,0.699,0.568,0.0155683863137654,38.097,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0.005,0
200,400,400,700,130,47,1000,0,12,633,353,315.630818,16943.72419,533.29921,26.047,17.272,0.47118233396139,53.307,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0.012,0.633,0.353
200,400,400,700,140,47,1000,0,38,680,84,355.094038,13132.76125,579.777233,18.22,10.917,0.311641580045771,56.025,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0.038,0.68,0.084
200,400,400,700,150,47,1000,0,14,236,8,426.014019,9291.39366,629.511196,7.402,4.825,0.138261387949574,47.399,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0.014,0.236,0.008
200,400,400,700,160,47,1000,0,1,20,1,522.966946,5892.2432,680.351511,1.535,1.268,0.0330212539780049,39.361,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0.001,0.02,0.001
