Min_Energy_Thresh_F,Max_Energy_Thresh_F,Min_Energy_Thresh_M,Max_Energy_Thresh_M,Foraging_Condition_Mean,Foraging_Condition_SD,N_Total,N_Success,N_Fail_Egg_Time,N_Fail_Egg_Cold,N_Fail_Parent_Dead,Overall_Mean_Energy_F,Overall_Var_Energy_F,Overall_Mean_Energy_M,Overall_Total_Neglect,Overall_Max_Neglect,Overall_Prop_Neglect,Overall_Hatch_Date,Successful_Mean_Energy_F,Successful_Var_Energy_F,Successful_Mean_Energy_M,Successful_Var_Energy_M,Successful_Total_Neglect,Successful_Max_Neglect,Successful_Prop_Neglect,Successful_Hatch_Date,Successful_Attendance_F,Successful_Prop_F,Successful_Attendance_M,Successful_Prop_M,Rate_Success,Rate_Fail_Egg_Time,Rate_Fail_Egg_Cold,Rate_Fail_Parent_Dead
200,300,400,600,140,47,1000,0,113,466,117,344.261204,10966.98691,537.677996,16.222,7.978,0.281655066187064,54.526,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0.113,0.466,0.117
200,300,400,600,150,47,1000,0,36,83,5,432.602695,8081.46978,589.844776,5.866,3.262,0.111414682161038,45.409,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0.036,0.083,0.005
200,300,400,600,160,47,1000,0,0,6,2,552.065244,5942.69159,639.682977,1.02,0.718,0.0223105428489545,38.577,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0.006,0.002
200,300,400,600,170,47,1000,0,0,0,0,670.590932,5774.1163,696.180213,0.065,0.056,0.00156266474389398,37.107,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0
200,300,400,600,162,47,1000,0,1,3,0,583.388348,5820.48647,653.833307,0.602,0.461,0.0135366009496827,37.941,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0.001,0.003,0
200,300,400,700,130,47,1000,0,27,528,432,291.21071,15201.55205,550.190909,23.79,13.893,0.445094662860708,51.197,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0.027,0.528,0.432
200,300,400,700,140,47,1000,0,111,511,118,322.288417,11365.55758,596.414916,17.22,8.626,0.298333458373649,55.13,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0.111,0.511,0.118
200,300,400,700,150,47,1000,0,42,147,19,393.421509,7536.13129,646.470396,7.359,4.215,0.138111966438449,47.234,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0.042,0.147,0.019
200,300,400,700,160,47,1000,0,0,6,2,510.745238,4688.60587,695.52951,1.347,0.998,0.0298016536375592,39.087,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0.006,0.002
200,300,400,700,170,47,1000,0,0,0,0,646.592761,4860.66095,734.346842,0.18,0.144,0.00415689433008109,37.29,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0
200,300,400,700,162,47,1000,0,0,2,2,538.963193,4721.95598,705.943643,0.977,0.723,0.021740904257376,38.515,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0.002,0.002
200,300,400,800,130,47,1000,0,24,519,453,278.463192,16054.891576,609.523232,24.54,14.345,0.463799594740611,50.796,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0.024,0.519,0.453
200,300,400,800,140,47,1000,0,136,551,132,301.430815,13127.86313,661.231276,18.796,9.535,0.325862216060439,55.942,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0.136,0.551,0.132
200,300,400,800,150,47,1000,0,48,159,17,358.605255,8913.369348,717.463422,8.483,4.635,0.158316004539326,48.713,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0.048,0.159,0.017
200,300,400,800,160,47,1000,0,2,14,2,452.359821,5920.91335,764.694395,2.317,1.584,0.0493993992122868,40.539,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0.002,0.014,0.002
200,300,400,800,170,47,1000,0,0,0,0,577.449847,6478.9215,807.384105,0.301,0.258,0.00712095400707274,37.482,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0
200,300,400,800,162,47,1000,0,0,6,0,470.389018,5605.59523,773.630785,1.668,1.218,0.0368640781673527,39.6,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0.006,0
200,300,400,900,130,47,1000,0,17,516,463,276.12931,17554.220823,658.975574,24.748,14.568,0.477315901801007,49.656,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0.017,0.516,0.463
200,300,400,900,140,47,1000,0,131,590,128,292.050663,16397.52092,724.314455,20.126,9.83,0.347163476847622,56.492,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0.131,0.59,0.128
200,300,400,900,150,47,1000,0,80,189,23,333.403,12391.2047,784.791909,10.147,5.146,0.184106760533254,50.702,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0.08,0.189,0.023
200,300,400,900,160,47,1000,0,0,13,1,402.778468,9052.95471,837.303147,3.295,2.123,0.0698189086825325,42.029,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0.013,0.001
200,300,400,900,170,47,1000,0,0,0,0,504.304424,9702.28296,879.487496,0.618,0.489,0.0144349260891259,37.984,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0
200,300,400,900,162,47,1000,0,2,10,1,414.763819,8826.26716,845.296915,2.641,1.822,0.0569537804105244,41.04,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0.002,0.01,0.001
200,300,400,1000,130,47,1000,0,10,522,467,273.62031,17745.35107,711.680889,26.293,15.437,0.512874199910778,49.654,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0.01,0.522,0.467
200,300,400,1000,140,47,1000,0,143,619,146,286.471327,20536.03982,779.949967,21.501,10.241,0.371096906260448,56.724,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0.143,0.619,0.146
200,300,400,1000,150,47,1000,0,124,246,30,317.210415,16501.7441,851.811056,12.308,5.896,0.220077574635675,53.036,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0.124,0.246,0.03
200,300,400,1000,160,47,1000,0,5,37,3,372.03738,14431.39049,907.242085,4.579,2.817,0.0940547286119714,43.896,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0.005,0.037,0.003
200,300,400,1000,170,47,1000,0,0,1,0,449.117305,16178.95687,950.702019,1.109,0.87,0.0256112075213534,38.763,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0.001,0
200,300,400,1000,162,47,1000,0,3,21,2,385.063568,14273.66571,914.907105,3.447,2.226,0.0729946116982765,42.224,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0.003,0.021,0.002
200,300,500,600,130,47,1000,0,53,498,441,306.14426,12578.7765,512.332076,24.124,13.281,0.448678610719222,51.799,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0.053,0.498,0.441
200,300,500,600,140,47,1000,0,211,414,88,343.715438,8058.57196,555.57506,17.378,7.697,0.2987341972113,55.858,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0.211,0.414,0.088
200,300,500,600,150,47,1000,0,39,73,16,431.778103,6229.7961,597.075583,6.3,3.304,0.120305029309472,46.002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0.039,0.073,0.016
200,300,500,600,160,47,1000,0,1,4,0,553.562281,5681.77439,642.236329,1.194,0.812,0.0263023841582367,38.844,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0.001,0.004,0
200,300,500,600,170,47,1000,0,0,0,0,672.94759,5904.01101,698.533324,0.088,0.072,0.00209847418057732,37.142,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0
200,300,500,600,162,47,1000,0,1,1,0,579.029083,5617.31592,653.265957,0.772,0.552,0.0173111077026623,38.204,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0.001,0.001,0
200,300,500,700,130,47,1000,0,30,536,423,290.717261,11562.53279,571.681427,24.303,13.704,0.455454937846049,51.347,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0.03,0.536,0.423
200,300,500,700,140,47,1000,0,145,510,116,322.686523,8235.10631,612.655245,18.301,8.793,0.315307765627684,55.758,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0.145,0.51,0.116
200,300,500,700,150,47,1000,0,58,132,16,392.685293,5730.06661,653.677538,7.882,4.171,0.146651953735964,47.909,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0.058,0.132,0.016
200,300,500,700,160,47,1000,0,1,8,0,505.168433,4370.21785,695.000572,1.565,1.109,0.0341768812351665,39.423,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0.001,0.008,0
200,300,500,700,170,47,1000,0,0,0,0,633.98371,5138.20729,740.389373,0.118,0.102,0.00278490178109563,37.187,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0
200,300,500,700,162,47,1000,0,1,4,0,526.721747,4518.19664,703.053717,1.216,0.868,0.0268277354281851,38.899,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0.001,0.004,0
200,300,500,800,130,47,1000,0,23,506,468,280.044379,12526.33617,626.093172,24.324,13.873,0.463198064501739,50.01,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0.023,0.506,0.468
200,300,500,800,140,47,1000,0,148,567,114,302.84292,10379.74439,675.419952,19.11,9.18,0.327882773858167,56.398,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0.148,0.567,0.114
200,300,500,800,150,47,1000,0,70,153,23,361.087708,7626.63403,722.88301,8.851,4.632,0.163641831464971,48.995,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0.07,0.153,0.023
200,300,500,800,160,47,1000,0,0,9,1,449.221199,5549.16661,765.743428,2.41,1.639,0.0519200288317984,40.704,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0.009,0.001
200,300,500,800,170,47,1000,0,0,0,0,572.859591,6147.93684,806.890582,0.282,0.237,0.00658817336526603,37.458,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0
200,300,500,800,162,47,1000,0,3,3,3,477.209598,5405.63093,776.566531,1.621,1.128,0.0354473726371993,39.489,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0.003,0.003,0.003
200,300,500,900,130,47,1000,0,21,519,457,275.57073,14196.852773,673.9678,25.786,14.862,0.492361412798605,50.267,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0.021,0.519,0.457
200,300,500,900,140,47,1000,0,143,602,131,290.477876,13280.26604,735.239188,20.543,9.835,0.352560257370244,56.777,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0.143,0.602,0.131
200,300,500,900,150,47,1000,0,74,192,19,334.058576,10622.8144,792.670282,10.454,5.284,0.189750111167391,51.008,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0.074,0.192,0.019
200,300,500,900,160,47,1000,0,3,20,5,402.855741,8988.53364,838.349987,3.369,2.142,0.0712011544897748,42.065,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0.003,0.02,0.005
200,300,500,900,170,47,1000,0,0,1,0,506.896798,9866.18248,882.945213,0.595,0.479,0.0139089484997805,37.948,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0.001,0
200,300,500,900,162,47,1000,0,3,9,2,415.855206,8917.77912,847.13351,2.68,1.822,0.0579493867244225,41.107,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0.003,0.009,0.002
200,300,500,1000,130,47,1000,0,15,502,481,274.487643,15586.97735,715.430992,26.612,15.895,0.517855797676211,49.542,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0.015,0.502,0.481
200,300,500,1000,140,47,1000,0,138,620,149,287.931457,18219.05938,792.191897,21.577,10.243,0.373645347296887,56.622,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0.138,0.62,0.149
200,300,500,1000,150,47,1000,0,122,246,21,318.789929,15694.78319,858.735898,12.026,5.808,0.214086011776907,52.806,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0.122,0.246,0.021
200,300,500,1000,160,47,1000,0,7,30,2,370.276543,14060.36225,905.741507,4.559,2.714,0.0936427509166927,43.853,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0.007,0.03,0.002
200,300,500,1000,170,47,1000,0,0,0,1,445.563453,16124.49602,948.227463,1.195,0.902,0.0273787674249522,38.883,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0.001
200,300,500,1000,162,47,1000,0,1,12,1,387.407884,14391.8862,916.243623,3.28,2.111,0.0703211130204807,42.018,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0.001,0.012,0.001
200,300,600,700,130,47,1000,0,48,525,419,291.089915,8880.83894,593.044624,25.302,13.095,0.472952592022437,51.717,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0.048,0.525,0.419
200,300,600,700,140,47,1000,0,226,470,118,320.005218,5698.29058,633.05485,19.7,8.32,0.338526783566304,56.638,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0.226,0.47,0.118
200,300,600,700,150,47,1000,0,71,115,10,397.978108,4348.93392,668.402505,8.305,3.986,0.15314657253838,48.412,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0.071,0.115,0.01
200,300,600,700,160,47,1000,0,2,6,1,506.932951,3955.39605,699.479367,1.893,1.206,0.0411911975232497,39.904,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0.002,0.006,0.001
200,300,600,700,170,47,1000,0,0,0,0,631.465439,5202.84947,739.029277,0.218,0.167,0.00512009080039161,37.35,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0
200,300,600,700,162,47,1000,0,2,2,0,532.224679,4143.9986,708.658061,1.459,0.922,0.0314340653307373,39.243,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0.002,0.002,0
200,300,600,800,130,47,1000,0,21,537,437,278.792437,9957.86215,642.335987,25.645,13.946,0.484447932825219,50.845,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0.021,0.537,0.437
200,300,600,800,140,47,1000,0,158,521,141,303.411773,7065.79669,696.18173,19.478,9.026,0.338104531063777,55.911,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0.158,0.521,0.141
200,300,600,800,150,47,1000,0,99,145,20,356.236275,5867.79967,733.672697,9.697,4.743,0.177728115836793,50.155,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0.099,0.145,0.02
200,300,600,800,160,47,1000,0,1,11,0,446.92473,5089.62769,768.251805,2.675,1.744,0.0569720046563496,41.098,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0.001,0.011,0
200,300,600,800,170,47,1000,0,0,0,0,568.595665,6230.88138,806.847262,0.335,0.265,0.00782153857218493,37.54,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0
200,300,600,800,162,47,1000,0,0,8,2,476.522015,5101.62142,777.541752,1.725,1.202,0.0375079474865763,39.652,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0.008,0.002
200,300,600,900,130,47,1000,0,17,535,446,274.335101,11863.61601,683.677236,26.619,14.82,0.506616604634728,50.749,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0.017,0.535,0.446
200,300,600,900,140,47,1000,0,150,597,132,290.494771,10613.67121,750.285705,21.276,9.759,0.364770723647006,57.178,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0.15,0.597,0.132
200,300,600,900,150,47,1000,0,94,205,21,331.825486,9419.03565,797.879855,10.913,5.349,0.196650503286234,51.582,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0.094,0.205,0.021
200,300,600,900,160,47,1000,0,4,28,5,401.431486,8776.27993,840.378448,3.669,2.29,0.0764097107520111,42.503,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0.004,0.028,0.005
200,300,600,900,170,47,1000,0,0,0,0,512.774765,9903.82327,883.837658,0.584,0.46,0.0136362242865309,37.931,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0
200,300,600,900,162,47,1000,0,0,9,2,419.402953,8648.01767,849.325921,2.488,1.666,0.0539891434869573,40.8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0.009,0.002
200,300,600,1000,130,47,1000,0,12,554,433,274.776504,14268.916464,728.801226,27.188,15.436,0.517609611430949,50.66,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0.012,0.554,0.433
200,300,600,1000,140,47,1000,0,128,637,138,287.609339,15322.10152,807.08345,22.174,10.253,0.381954700259868,56.985,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0.128,0.637,0.138
200,300,600,1000,150,47,1000,0,127,216,25,319.138792,14193.24546,864.259411,12.135,5.787,0.216893444156657,52.816,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0.127,0.216,0.025
200,300,600,1000,160,47,1000,0,5,19,2,372.038912,13874.20706,908.712271,4.468,2.717,0.0925853422459711,43.756,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0.005,0.019,0.002
200,300,600,1000,170,47,1000,0,0,0,0,454.852674,15447.20714,951.762118,1.021,0.797,0.0237801079800358,38.625,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0
200,300,600,1000,162,47,1000,0,6,11,4,386.700256,13941.1481,916.758079,3.57,2.257,0.075613063848795,42.403,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0.006,0.011,0.004
200,300,700,800,130,47,1000,0,37,515,446,281.140711,7726.830703,664.767512,26.316,13.924,0.501831933337702,50.692,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0.037,0.515,0.446
200,300,700,800,140,47,1000,0,253,475,130,303.679527,5347.61039,716.945178,20.617,8.371,0.355885315487197,56.683,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0.253,0.475,0.13
200,300,700,800,150,47,1000,0,134,125,16,356.463704,4323.33774,748.808883,10.562,4.562,0.190924566621135,51.215,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0.134,0.125,0.016
200,300,700,800,160,47,1000,0,4,6,0,446.813387,4588.81079,776.554492,2.915,1.677,0.06140417591735,41.454,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0.004,0.006,0
200,300,700,800,170,47,1000,0,0,0,0,576.371102,6036.63738,809.133204,0.355,0.268,0.00838571413401216,37.569,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0
200,300,700,800,162,47,1000,0,0,3,0,474.731347,4783.7305,782.019299,1.988,1.254,0.043494246366662,40.083,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0.003,0
200,300,700,900,130,47,1000,0,17,531,452,277.551616,9828.839868,705.332006,26.73,14.69,0.511892518842858,50.326,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0.017,0.531,0.452
200,300,700,900,140,47,1000,0,186,589,128,291.840006,8467.89023,770.536654,21.86,9.654,0.374540168608446,57.294,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0.186,0.589,0.128
200,300,700,900,150,47,1000,0,124,188,23,332.946105,7597.4044,809.760004,11.446,5.219,0.204644121314516,52.18,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0.124,0.188,0.023
200,300,700,900,160,47,1000,0,2,13,5,405.028211,7907.46211,845.854135,3.589,2.187,0.0751563480259352,42.409,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0.002,0.013,0.005
200,300,700,900,170,47,1000,0,0,0,0,504.731223,9520.442,880.890102,0.766,0.57,0.0177906306820517,38.216,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0
200,300,700,900,162,47,1000,0,0,9,1,415.874891,8138.12183,852.069301,2.677,1.767,0.0578188035521916,41.126,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0.009,0.001
200,300,700,1000,130,47,1000,0,10,525,464,275.495852,12620.33315,734.901606,27.222,15.885,0.527200548863276,49.718,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0.01,0.525,0.464
200,300,700,1000,140,47,1000,0,135,643,147,286.963663,13299.04032,817.999882,22.753,10.387,0.392941827626227,57.05,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0.135,0.643,0.147
200,300,700,1000,150,47,1000,0,133,226,27,319.931692,12838.85133,873.468093,12.33,5.682,0.219590788787905,53.167,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0.133,0.226,0.027
200,300,700,1000,160,47,1000,0,7,23,2,369.562325,13552.84549,911.290658,4.905,2.831,0.100080634767517,44.373,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0.007,0.023,0.002
200,300,700,1000,170,47,1000,0,0,0,0,449.667697,15927.00334,952.38302,1.243,0.926,0.0283912922784181,38.966,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0
200,300,700,1000,162,47,1000,0,3,9,0,384.868169,13846.37223,919.183403,3.651,2.299,0.0774068216354325,42.597,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0.003,0.009,0
200,300,800,900,130,47,1000,0,37,523,440,279.175618,8269.13913,741.667161,27.876,14.152,0.535700969822675,50.461,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0.037,0.523,0.44
200,300,800,900,140,47,1000,0,249,525,140,299.487613,6082.4821,806.597539,22.757,8.989,0.39214068837158,57.317,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0.249,0.525,0.14
200,300,800,900,150,47,1000,0,171,139,15,350.731624,5374.40635,841.908048,12.1,4.781,0.216019856468073,52.985,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0.171,0.139,0.015
200,300,800,900,160,47,1000,0,5,6,1,442.571431,5570.9085,870.487671,4.136,2.18,0.0875947326780197,43.416,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0.005,0.006,0.001
200,300,800,900,170,47,1000,0,0,0,0,571.052107,7725.74449,906.371853,1.536,1.18,0.0371793565077142,39.744,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0
200,300,800,900,162,47,1000,0,2,3,2,464.07814,5762.84443,873.994936,3.367,1.876,0.0735254301578127,42.297,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0.002,0.003,0.002
200,300,800,1000,130,47,1000,0,24,490,486,277.673635,10050.54404,776.808952,27.701,14.622,0.543009984575106,49.448,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0.024,0.49,0.486
200,300,800,1000,140,47,1000,0,217,584,140,290.255773,9684.724201,857.112482,23.413,9.75,0.403440579399909,57.385,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0.217,0.584,0.14
200,300,800,1000,150,47,1000,0,195,190,19,326.106563,9401.01543,902.913779,13.237,5.465,0.232772552008283,54.102,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0.195,0.19,0.019
200,300,800,1000,160,47,1000,0,11,30,0,393.547847,9792.7204,939.261493,5.253,2.769,0.107777737961817,44.975,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0.011,0.03,0
200,300,800,1000,170,47,1000,0,0,0,1,501.291521,11889.27314,980.721319,1.754,1.31,0.0417848664597155,40.062,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0.001
