Min_Energy_Thresh_F,Max_Energy_Thresh_F,Min_Energy_Thresh_M,Max_Energy_Thresh_M,Foraging_Condition_Mean,Foraging_Condition_SD,Foraging_Condition_Kick,Egg_Neglect_Max,Did_Hatch,N,End_Energy_F,Mean_Energy_F,Var_Energy_F,End_Energy_M,Mean_Energy_M,Var_Energy_M,Total_Neglect,Max_Neglect,Season_Length,Scaled_Entropy,Scaled_Entropy_N_Adjusted
400,800,600,900,150,47,0,7,FALSE,726,632.5800812672177,621.5043636363637,18087.37637741047,760.731955922865,736.3322754820937,12180.54564738292,19.739669421487605,11.100550964187327,59.81404958677686,0.9749437344520148,1.4801165929768314
400,800,600,900,160,47,0,1,TRUE,103,628.2307281553398,684.5563300970874,11680.707766990292,771.9736601941747,778.2196601941747,10049.144563106796,0.6601941747572816,0.5242718446601942,38.20388349514563,0.6674952029707218,0.6819185276021424
400,800,600,900,160,47,0,1,FALSE,897,659.4833879598663,658.0426856187291,15927.680011148272,795.4400958751394,761.434254180602,11960.454080267558,8.722408026755852,5.868450390189521,49.78037904124861,0.9075264353982959,1.1048666801050226
400,800,600,900,160,47,0,2,TRUE,183,632.9617158469946,681.8431693989071,11740.076721311476,785.8930983606557,773.7070874316939,10198.275956284153,1.5683060109289617,1.0655737704918034,39.54644808743169,0.7145705666408414,0.7489928437322508
400,800,600,900,160,47,0,2,FALSE,817,658.8532190942473,654.292870257038,15743.108384332925,789.2569596083231,758.9723782129743,11763.086621787026,9.50061199510404,6.252141982864137,50.80905752753978,0.9199559138987236,1.1359491293138457
400,800,600,900,160,47,0,3,TRUE,288,630.0213368055555,675.75109375,12864.240833333333,785.1652256944444,769.3379131944445,10662.951666666666,2.7743055555555554,1.8402777777777777,41.375,0.7678964681017939,0.8282124126315821
400,800,600,900,160,47,0,3,FALSE,712,671.7493398876404,658.0680814606742,15978.993539325842,803.1152359550562,762.7693441011236,12047.188146067416,9.765449438202246,6.547752808988764,51.24016853932584,0.9244145633974454,1.1453961499743703
400,800,600,900,160,47,0,4,TRUE,441,623.0488390022675,664.749596371882,13996.376485260771,792.5540272108843,764.0666258503402,10965.053922902494,3.9183673469387754,2.5147392290249435,43.058956916099774,0.8082790423093019,0.8954131617154768
400,800,600,900,160,47,0,4,FALSE,559,668.5571699463327,655.8396654740608,16066.500411449017,800.7486923076923,762.6490858676208,12071.193059033989,10.554561717352415,7.094812164579606,52.379248658318424,0.9355882022530031,1.1742938748322156
400,800,600,900,160,47,0,5,TRUE,556,624.4229010791366,664.9328758992806,13959.823525179856,794.8165881294964,763.0125557553957,11131.330521582733,4.9640287769784175,3.0971223021582732,44.60071942446043,0.8316980154529671,0.9426528631214458
400,800,600,900,160,47,0,5,FALSE,444,672.7757274774775,652.8392094594594,16903.203806306305,803.2596914414414,762.1443783783784,12331.070315315315,11.777027027027026,7.86036036036036,53.927927927927925,0.947022440887041,1.2146934740167175
400,800,600,900,160,47,0,6,TRUE,680,637.2119676470588,662.9098029411765,14675.864955882353,792.1137852941176,762.1419558823529,11423.428397058824,5.594117647058823,3.6441176470588235,45.50588235294118,0.8471282306030324,0.9719606125601433
400,800,600,900,160,47,0,6,FALSE,320,692.951221875,653.02065625,17408.56525,801.050371875,761.07,12336.11146875,12.6,8.6625,54.853125,0.9526638347422143,1.2408332535003692
400,800,600,900,160,47,0,7,TRUE,782,641.8499603580563,661.7136035805627,14453.805204603581,790.8196598465473,763.5528695652174,11156.613273657289,6.194373401534527,4.08312020460358,46.37851662404092,0.8602100548709511,0.9985850638931412
400,800,600,900,160,47,0,7,FALSE,218,693.4400779816514,649.5042935779817,17362.340917431193,804.7377752293578,760.1487110091743,12611.804403669725,13.853211009174313,9.302752293577981,56.137614678899084,0.9594525755634895,1.278256216202373
400,800,600,900,170,47,0,1,TRUE,460,707.0763782608695,718.6571565217391,9695.831978260869,831.3148826086956,804.571602173913,9639.338826086956,0.3347826086956522,0.2847826086956522,37.62391304347826,0.6203258253193303,0.6268242557043632
400,800,600,900,170,47,0,1,FALSE,540,712.6211129629629,680.6874703703704,15166.812925925926,835.6137666666667,777.5154759259259,12108.298796296296,5.012962962962963,3.966666666666667,44.675925925925924,0.8453317240511053,0.9545059392553414
400,800,600,900,170,47,0,2,TRUE,584,704.4221232876712,708.2454726027397,10696.46625,824.9398082191781,796.218551369863,10039.117226027398,0.934931506849315,0.7414383561643836,38.534246575342465,0.663671671596207,0.682855039449358
400,800,600,900,170,47,0,2,FALSE,416,726.0390576923077,685.1455456730769,15001.862475961538,839.762454326923,781.9151394230769,11982.862067307693,5.810096153846154,4.735576923076923,45.89663461538461,0.8643297764727107,0.9914801490270163
400,800,600,900,170,47,0,3,TRUE,732,697.3418046448087,702.8504617486338,11156.008702185793,830.5510819672131,792.6284344262295,10448.075409836065,1.424863387978142,1.0819672131147542,39.314207650273225,0.6895232289282651,0.7193928179822604
400,800,600,900,170,47,0,3,FALSE,268,742.2925708955224,685.4709402985075,16185.541082089552,853.4736865671641,783.352802238806,12706.949776119403,6.593283582089552,5.354477611940299,46.98134328358209,0.8801028720638273,1.0250311701668957
400,800,600,900,170,47,0,4,TRUE,820,701.6279597560975,698.8762463414635,11500.129195121952,820.6619146341463,788.4962097560975,10628.825463414634,1.9158536585365853,1.5109756097560976,40.05,0.7147493613988238,0.7551727081487772
400,800,600,900,170,47,0,4,FALSE,180,732.0495944444444,681.1788277777778,16088.495277777778,855.9551111111111,790.3474055555556,13312.900777777777,7.105555555555555,5.933333333333334,47.78888888888889,0.8940276759272202,1.051160066335524
400,800,600,900,170,47,0,5,TRUE,898,708.81120155902,699.6767683741648,11981.538619153675,827.7246492204899,791.3091046770602,10680.084365256125,2.2661469933184857,1.8307349665924275,40.577951002227174,0.7288003714526244,0.7773675563470123
400,800,600,900,170,47,0,5,FALSE,102,753.9871666666667,685.8145098039216,17517.090980392157,859.3102549019608,786.7034901960784,14090.059215686275,8.156862745098039,7.078431372549019,49.18627450980392,0.9073072961834472,1.0881825308023139
400,800,600,900,170,47,0,6,TRUE,961,706.9872695109261,699.2567513007284,12141.993683662851,835.4319448491156,790.9599906347555,10775.863059313215,2.5005202913631632,1.9968782518210197,40.91883454734651,0.7345813469944569,0.7884282547537204
400,800,600,900,170,47,0,6,FALSE,39,743.8974871794871,682.6316923076923,17202.445128205127,891.6689230769231,793.7127435897436,14071.120256410257,9.128205128205128,8,50.61538461538461,0.9102787288947424,1.111025359408883
400,800,600,900,170,47,0,7,TRUE,979,707.2375669050051,697.6416864147089,12250.673013278856,831.97108886619,789.6747201225741,10950.776802860062,2.5699693564862103,2.0224719101123596,41.0194075587334,0.735864370181166,0.7911919648866008
400,800,600,900,170,47,0,7,FALSE,21,732.2859523809524,660.5432857142857,17491.709523809524,865.8342857142857,780.8130952380952,12453.71238095238,10.476190476190476,8.904761904761905,52.38095238095238,0.9343602639653713,1.1680816758289077
400,900,400,700,130,47,0,1,FALSE,1000,562.27385716,614.740998,25065.18829,426.2128571392,454.481014,17356.91375,37.017,27.433,59.027,0.7666254548656921,2.190359898768399
400,900,400,700,130,47,0,2,FALSE,1000,552.1557573,611.400611,25654.82836,425.708923015,453.296757,17566.68458,37.022,27.156,59.442,0.7707433634295324,2.187279412698406
400,900,400,700,130,47,0,3,FALSE,1000,543.602430505,609.906987,26709.23743,410.711200562,451.620222,17845.67144,36.505,26.61,59.137,0.7811631611674387,2.1794353575099894
400,900,400,700,130,47,0,4,FALSE,1000,549.854895196,613.852714,24860.57777,406.567960241,452.80833,17964.1621,36.869,27.085,59.026,0.7687405308290687,2.1879121380912596
400,900,400,700,130,47,0,5,FALSE,1000,539.14373709,607.715359,25691.37052,421.3365785236,457.325973,17825.61193,37.142,27.243,59.286,0.7687550006760633,2.1907558464402763
400,900,400,700,130,47,0,6,FALSE,1000,526.00325891,606.652897,26385.01365,427.2014439626,453.508612,17541.0694,36.759,27.185,59.243,0.7718701779404257,2.176763008437316
400,900,400,700,130,47,0,7,FALSE,1000,544.6349758,607.025049,27054.50734,439.041467382,460.75146,17077.18402,36.744,27.146,59.586,0.783209537024253,2.1778903259374256
400,900,400,700,140,47,0,1,FALSE,1000,647.29694372,658.811714,24268.2926,515.4372219,518.338845,14068.57948,26.19,16.133,60.43,0.9425773064837665,1.7323780545725018
400,900,400,700,140,47,0,2,TRUE,1,409.542,732.31,22795.7,737.779,606.685,11548,2,2,40,0.7497820113685955,0.7892442224932584
400,900,400,700,140,47,0,2,FALSE,999,640.2550085085085,663.084984984985,23745.246886886885,512.2258914914914,515.2165305305306,14507.357567567567,26.184184184184183,16.33833833833834,60.308308308308305,0.9401134684222883,1.7349727707222198
400,900,400,700,140,47,0,3,TRUE,3,639.262,770.9373333333333,13243.85,502.8333333333333,564.1726666666667,11813.456666666667,4,2,43,0.8039227342523448,0.8937840810056505
400,900,400,700,140,47,0,3,FALSE,997,631.1075055165496,660.3691003009027,23812.728284854562,516.3786537612839,516.955520561685,14291.13962888666,26.235707121364094,16.425275827482448,60.586760280842526,0.9443618748436183,1.7351241294087087
400,900,400,700,140,47,0,4,TRUE,7,504.11442857142856,703.5618571428572,25685.162857142856,501.1502857142857,565.6141428571428,12082.814285714287,3.4285714285714284,2.2857142857142856,42.285714285714285,0.8004914425468874,0.8803517799359998
400,900,400,700,140,47,0,4,FALSE,993,643.8629948741188,661.4271440080564,23900.692688821753,513.3080237260825,517.0227250755287,14316.747311178247,26.187311178247736,16.278952668680766,60.49848942598187,0.9446373203845485,1.7326676607634024
400,900,400,700,140,47,0,5,TRUE,13,525.704076923077,708.2614615384615,23396.096153846152,533.199,542.689923076923,12855.166923076924,8.846153846153847,4.384615384615385,50.23076923076923,0.916064934929069,1.1178030453576144
400,900,400,700,140,47,0,5,FALSE,987,641.5475364235056,659.2518865248227,24117.629260385005,517.8374377912867,514.9403870314084,14418.381013171225,26.631205673758867,16.56737588652482,60.627152988855116,0.9422020244189712,1.747242205899984
400,900,400,700,140,47,0,6,TRUE,26,628.3188076923077,732.1041538461538,19811.813461538462,479.1623076923077,555.0158461538462,12826.352307692308,7.3076923076923075,4.269230769230769,47.84615384615385,0.8989760937624863,1.067267062449807
400,900,400,700,140,47,0,6,FALSE,974,643.7284316221766,660.9170903490759,23773.286498973306,509.79304587268996,517.3861622176591,14324.662412731006,26.55441478439425,16.51129363449692,60.74229979466119,0.9450367383298781,1.7434125107015048
400,900,400,700,140,47,0,7,TRUE,24,604.2125416666667,696.1046666666666,22336.101666666666,526.0383333333333,550.1018750000001,12476.76625,8.791666666666666,5.125,50.083333333333336,0.9213464711885218,1.1239254653373854
400,900,400,700,140,47,0,7,FALSE,976,649.2665563934427,660.637975409836,23947.084395491802,519.3620187643443,514.4702694672131,14616.315399590165,26.807377049180328,16.47643442622951,60.59426229508197,0.9416995440149488,1.7582934387362963
400,900,400,700,150,47,0,1,TRUE,28,624.8016428571428,762.41225,16961.8675,561.113,587.8467142857143,10878.329642857143,0.8214285714285714,0.5714285714285714,38.392857142857146,0.6831216163399626,0.7002592693178644
400,900,400,700,150,47,0,1,FALSE,972,698.6946666666666,708.0366111111111,20757.97945473251,561.9873950617284,551.7703631687243,12841.205802469136,15.313786008230453,9.700617283950617,56.30246913580247,0.9613445218004191,1.3403410245316871
400,900,400,700,150,47,0,2,TRUE,46,600.1294565217391,745.9269565217392,17097.62217391304,541.2910869565218,584.901347826087,10806.94304347826,1.326086956521739,0.8913043478260869,39.130434782608695,0.7137160664976306,0.7457813743960595
400,900,400,700,150,47,0,2,FALSE,954,697.1741750524109,706.9814245283019,21095.093312368972,556.3046310272537,549.6691247379455,13159.087096436058,15.778825995807129,9.9937106918239,56.70335429769392,0.9641615051941059,1.3550243884376
400,900,400,700,150,47,0,3,TRUE,63,592.166253968254,728.6364603174603,19132.881904761904,507.24771428571427,567.7520317460318,11920.860952380952,2.5714285714285716,1.7142857142857142,41.06349206349206,0.7778313946608869,0.838561913802293
400,900,400,700,150,47,0,3,FALSE,937,693.8123020277482,706.842681963714,20890.044951974385,557.1718836712913,549.3433532550694,13198.544802561366,15.707577374599786,9.915688367129135,56.896478121664884,0.9669733704927498,1.3527772878998523
400,900,400,700,150,47,0,4,TRUE,123,630.2066991869918,736.6505121951219,17771.70861788618,549.3668455284553,568.5033333333333,11915.315040650406,4.073170731707317,2.7154471544715446,43.292682926829265,0.8297396013118343,0.9226940289808794
400,900,400,700,150,47,0,4,FALSE,877,689.7772231470924,702.8593112884835,21783.6081299886,556.6466465222348,549.7063557582668,12912.017286202965,16.267958950969213,10.20866590649943,57.530216647662485,0.9717189747705803,1.3728428107926562
400,900,400,700,150,47,0,5,TRUE,171,656.5651871345029,735.65816374269,18030.46602339181,552.6270994152047,565.1733216374269,12021.56649122807,5.374269005847953,3.4210526315789473,45.198830409356724,0.8546977877727521,0.9769178997629957
400,900,400,700,150,47,0,5,FALSE,829,705.9886369119421,704.5588624849216,21518.55062726176,558.8549457177322,550.0714475271411,12985.321266586248,16.744270205066346,10.599517490952955,57.97587454764777,0.9737988296020174,1.38799117928861
400,900,400,700,150,47,0,6,TRUE,274,653.3521715328467,729.4147737226277,18800.673357664233,564.8491167883212,564.1512189781022,12137.024452554744,6.850364963503649,4.2299270072992705,47.29197080291971,0.8812282843162149,1.0372145854029373
400,900,400,700,150,47,0,6,FALSE,726,709.8586418732782,703.7997933884297,21506.161143250687,568.3332589531681,548.7546404958678,13162.449159779615,17.381542699724516,11.162534435261708,58.40909090909091,0.9752263969874316,1.4087208146953085
400,900,400,700,150,47,0,7,TRUE,336,655.3274464285714,728.6780386904762,19015.66636904762,552.9064970238095,562.4506755952381,12345.789970238095,7.473214285714286,4.970238095238095,48.208333333333336,0.8998178566483577,1.0709394885339092
400,900,400,700,150,47,0,7,FALSE,664,702.8811039156626,699.0522138554217,21740.761927710842,564.9055346385542,547.5802243975903,13260.044518072289,18.06777108433735,11.341867469879517,59.07379518072289,0.977502869603939,1.4291768129400495
400,900,400,700,160,47,0,1,TRUE,217,713.017529953917,792.2891843317973,12714.850368663594,584.4068110599078,610.1535161290323,9622.324930875577,0.4055299539170507,0.31336405529953915,37.723502304147466,0.6494219828913464,0.6590032972792453
400,900,400,700,160,47,0,1,FALSE,783,743.9343575989783,743.7611008939974,17655.14007662835,593.2671851851852,572.1966679438059,12228.99042145594,7.484035759897829,5.650063856960409,48.157088122605366,0.8983795422654912,1.067462600820577
400,900,400,700,160,47,0,2,TRUE,309,707.0043980582524,779.8571423948221,12896.682556634305,582.4413365695793,598.8378867313916,10068.024951456311,1.0194174757281553,0.8220064724919094,38.63430420711974,0.6908136144295478,0.7131263227396202
400,900,400,700,160,47,0,2,FALSE,691,759.7534052098408,741.5342243125905,18650.708784370476,589.1539247467439,570.9266497829233,12409.095991316932,8.573082489146165,6.451519536903039,49.65412445730825,0.9170612736184395,1.1122450425511157
400,900,400,700,160,47,0,3,TRUE,404,706.1868935643564,772.3348613861386,13645.375321782178,564.3099925742574,592.230198019802,10518.114282178218,1.7846534653465347,1.3465346534653466,39.851485148514854,0.7263398935600603,0.7657450932223879
400,900,400,700,160,47,0,3,FALSE,596,764.7968389261745,745.318654362416,18335.795469798657,595.2412785234899,574.4210234899328,12301.060654362416,8.664429530201343,6.753355704697986,49.83557046979866,0.9220892480733635,1.1184642352539873
400,900,400,700,160,47,0,4,TRUE,529,718.7045746691872,768.3355349716446,14041.910926275992,573.7545009451795,590.5699867674858,10613.278714555765,2.4688090737240076,1.8638941398865785,40.87712665406427,0.7569981127719251,0.8113392424747735
400,900,400,700,160,47,0,4,FALSE,471,764.2301698513801,737.7869129511678,19111.08380042463,599.1715732484076,572.6176602972399,12283.475371549894,9.804670912951167,7.450106157112526,51.382165605095544,0.9362288891302231,1.1592285402914169
400,900,400,700,160,47,0,5,TRUE,606,737.3535610561056,762.8017178217822,14776.653316831684,583.6293151815181,585.5718250825082,11190.600148514852,3.4818481848184817,2.542904290429043,42.38778877887789,0.7904182098507425,0.8680765601393174
400,900,400,700,160,47,0,5,FALSE,394,769.6639796954315,736.34717258883245,20014.128299492386,606.0846802030457,572.1026243654823,12854.274670050761,10.609137055837563,8.182741116751268,52.46700507614213,0.9447230398411528,1.1860459117562925
400,900,400,700,160,47,0,6,TRUE,705,728.7493021276596,761.7763914893617,15371.985617021277,587.1843687943262,584.680665248227,11202.353361702128,4.089361702127659,3.0411347517730496,43.263829787234044,0.8087347828951675,0.9004866302539188
400,900,400,700,160,47,0,6,FALSE,295,761.0780644067796,731.5560711864407,20139.002711864407,598.1434237288136,572.650786440678,12644.717762711865,11.39322033898305,8.76271186440678,53.48474576271187,0.9531364590405529,1.214195982496328
400,900,400,700,160,47,0,7,TRUE,805,737.9660658385093,757.6607080745341,15754.491788819876,581.5952559006212,581.1884111801243,11432.868149068323,4.6745341614906835,3.4708074534161493,44.13913043478261,0.822395134531293,0.9273132965943014
400,900,400,700,160,47,0,7,FALSE,195,793.1823230769231,731.9628717948718,20620.201025641025,599.1553282051282,573.2201025641026,12564.324256410257,12.738461538461538,9.671794871794871,54.97948717948718,0.9625947317550118,1.2563110814283462
400,900,400,700,170,47,0,1,TRUE,631,812.6021996830428,829.5854199683042,9454.452202852615,640.6330839936609,642.7503803486529,8112.058304278922,0.16798732171156894,0.15530903328050713,37.323296354992074,0.6147163514624688,0.6181577563714787
400,900,400,700,170,47,0,1,FALSE,369,822.0647371273712,773.7143360433604,15533.03972899729,626.4803089430894,589.7532791327914,12274.443685636856,4.523035230352304,3.986449864498645,43.951219512195124,0.8455145817773986,0.9443364093934953
400,900,400,700,170,47,0,2,TRUE,721,801.8758418862691,817.8143675450763,10125.998890429959,627.8144909847434,630.4816185852982,8873.601789181692,0.5020804438280166,0.43411927877947293,37.8377253814147,0.6443462881205942,0.654962427350528
400,900,400,700,170,47,0,2,FALSE,279,821.1419211469535,767.5879964157706,16252.07964157706,638.9482544802868,589.6101684587813,12335.776129032258,5.516129032258065,4.759856630824372,45.45161290322581,0.872811440062113,0.9948226165495886
400,900,400,700,170,47,0,3,TRUE,827,817.182130592503,817.8114945586457,10233.363083434098,628.49861547763,628.6655489721886,8746.510278113665,0.7956469165659008,0.6928657799274486,38.30713422007255,0.6596041901014654,0.6764636318672465
400,900,400,700,170,47,0,3,FALSE,173,832.5804219653179,768.0776705202312,17069.11294797688,650.438838150289,594.8960404624278,12178.010751445086,6.22543352601156,5.485549132947977,46.49132947976879,0.8893290249806097,1.0276648246677125
400,900,400,700,170,47,0,4,TRUE,874,801.1871533180778,809.4358695652174,11053.141967963387,632.1802643020595,621.3867196796339,9255.21647597254,1.139588100686499,1.0045766590389016,38.81464530892448,0.680896480465353,0.7055308883015179
400,900,400,700,170,47,0,4,FALSE,126,844.2888888888889,765.6886825396825,18633.205396825397,659.8254920634921,592.2999603174603,12472.055396825397,7.190476190476191,6.277777777777778,47.87301587301587,0.9056104599844719,1.0662923144607375
400,900,400,700,170,47,0,5,TRUE,926,800.9997678185745,807.0842267818574,11075.763423326134,627.1666004319654,621.3490799136069,9606.3363174946,1.2991360691144709,1.1263498920086392,39.073434125269976,0.6867347050854701,0.714819753880836
400,900,400,700,170,47,0,5,FALSE,74,861.4153108108109,767.0326351351351,20504.874189189188,658.1632432432433,597.343972972973,13161.98445945946,7.648648648648648,6.9324324324324325,48.58108108108108,0.9137936986306776,1.0847330911168693
400,900,400,700,170,47,0,6,TRUE,953,809.0782277019937,808.578332633788,11431.622308499474,636.4033368310598,621.2850996852046,9676.560409233998,1.465897166841553,1.2780692549842603,39.32004197271773,0.6935146737081493,0.7251985098298525
400,900,400,700,170,47,0,6,FALSE,47,872.3971489361702,765.3745106382979,19515.910425531914,650.1419361702127,591.4184893617021,12756.648723404256,8.74468085106383,8.063829787234043,50.212765957446805,0.9315240862797135,1.1287004003682428
400,900,400,700,170,47,0,7,TRUE,982,809.2904541751527,805.5020050916497,11632.681150712831,627.5562494908351,619.4045254582485,9534.309063136456,1.6323828920570265,1.3930753564154785,39.56008146639511,0.6989881410117987,0.7345219859818894
400,900,400,700,170,47,0,7,FALSE,18,882.1398888888889,788.0766666666666,19952.521111111113,649.0188333333333,606.7011666666666,14588.97,9.61111111111111,9.055555555555555,51.333333333333336,0.9403569762775519,1.1569805727133606
400,900,400,800,130,47,0,1,FALSE,1000,545.77727954,608.92671,25942.80082,477.25220933,485.133625,19918.6952,37.556,28.825,59.458,0.7632048903455505,2.2232813927419817
400,900,400,800,130,47,0,2,FALSE,1000,548.32255975,602.56648,26246.1365,477.238826339,483.962826,20013.54454,37.846,29.258,59.551,0.7591700712943023,2.237007717206196
400,900,400,800,130,47,0,3,FALSE,1000,544.105856277,605.176502,25847.16529,479.2746753,481.70214,19537.36266,38.081,30.233,59.342,0.7524987366524207,2.250762504220863
400,900,400,800,130,47,0,4,FALSE,1000,549.23256756,608.026362,26682.22763,469.033047288,479.12357,20282.55856,37.789,29.309,59.141,0.7575989758361473,2.242660634324055
400,900,400,800,130,47,0,5,FALSE,1000,554.418585378,611.762145,24954.34712,467.228691252,480.552114,20650.70447,37.695,29.117,59.011,0.752054677921354,2.230781203747236
400,900,400,800,130,47,0,6,FALSE,1000,544.52098813,602.933269,26924.325458,472.211987366,485.659505,20008.34002,37.145,28.503,59.254,0.7699067317517838,2.2118375656160825
400,900,400,800,130,47,0,7,FALSE,1000,543.4397682,603.045226,26276.89408,478.89660065100003,485.656674,19634.71611,37.671,29.345,59.321,0.7572811916801157,2.2266037663890543
400,900,400,800,140,47,0,1,TRUE,1,434.327,659.443,25855.2,447.801,614.796,11838.5,1,1,39,0.7798495000337319,0.8220035270625823
400,900,400,800,140,47,0,1,FALSE,999,631.6728236236236,649.2474314314314,25123.05974974975,577.7070752752753,558.114055055055,19137.785285285285,26.924924924924923,17.94194194194194,60.453453453453456,0.9342564034902433,1.7599318359299607
400,900,400,800,140,47,0,2,TRUE,2,576.5405000000001,700.9105,20469.050000000003,673.3295,655.106,12020.6,2,2,40,0.7557481035637748,0.7955243195408156
400,900,400,800,140,47,0,2,FALSE,998,635.3657988977956,648.1700180360722,25109.32397795591,569.2534433867736,559.9067434869739,18918.67990981964,26.642284569138276,17.465931863727455,60.50801603206413,0.9381305911014571,1.7476131761312517
400,900,400,800,140,47,0,3,TRUE,4,429.2235,695.06875,29316.850000000002,673.66525,618.7455,16443.85,1.5,1.25,39.5,0.7229739260825545,0.7543335639993948
400,900,400,800,140,47,0,3,FALSE,996,636.3537699799197,649.3672650602409,24649.725722891566,575.4453697690763,556.6627479919679,19108.523012048194,26.971887550200805,17.836345381526105,60.49899598393574,0.9358964462497448,1.7618875468366224
400,900,400,800,140,47,0,4,TRUE,3,555.7456666666667,704.1013333333334,31919.2,504.32300000000004,604.763,18763.033333333333,3.6666666666666665,2.6666666666666665,42.666666666666664,0.8132805451497885,0.8925271510406017
400,900,400,800,140,47,0,4,FALSE,997,630.6616710130392,649.4526820461384,25132.055636910733,574.6739140320963,558.0262347041123,19022.498044132397,26.921765295887663,17.54062186559679,60.601805416248745,0.9364705326197235,1.761795598923712
400,900,400,800,140,47,0,5,TRUE,7,554.7645714285715,652.5551428571429,29248.14285714286,489.4532857142857,631.0361428571429,13847.075714285715,5.285714285714286,2.7142857142857144,45,0.8565304980641428,0.9840075090672172
400,900,400,800,140,47,0,5,FALSE,993,629.8052173212487,649.565306143001,25050.210866062436,566.6918252900302,556.9179345417925,19306.241993957705,26.84994964753273,18.046324269889226,60.56495468277946,0.9384639796042525,1.7548624351757813
400,900,400,800,140,47,0,6,TRUE,19,463.59326315789474,670.5906315789474,25894.27894736842,585.785052631579,594.8536842105264,18343.3,8,4.2105263157894735,48.8421052631579,0.9079300826346816,1.0925881319049118
400,900,400,800,140,47,0,6,FALSE,981,632.2222671151886,645.1754362895005,25607.578022426096,575.5480374108053,558.9557675840979,18798.187981651376,27.046890927624872,18.155963302752294,60.70234454638124,0.9386410773774116,1.762632052109529
400,900,400,800,140,47,0,7,TRUE,26,597.3733076923077,681.2063461538462,24186.165384615386,543.6085384615385,602.9525769230769,16886.544615384617,7.461538461538462,4.538461538461538,48.23076923076923,0.8895372403590188,1.060862596815157
400,900,400,800,140,47,0,7,FALSE,974,630.6501603696098,648.8269271047228,25458.56660164271,575.3938275462012,557.4528932238193,18718.425410677617,27.35523613963039,18.299794661190965,60.718685831622174,0.9360050884907561,1.773491164257044
400,900,400,800,150,47,0,1,TRUE,26,610.0776538461538,725.156076923077,19286.33576923077,607.1477692307692,639.5786153846154,14097.348846153845,0.5384615384615384,0.46153846153846156,38,0.6693776106695343,0.6814368835561505
400,900,400,800,150,47,0,1,FALSE,974,669.073998973306,684.3014414784394,23384.883059548254,605.790976386037,598.9622566735113,17979.09907597536,15.331622176591376,10.28747433264887,56.34599589322382,0.960662189650209,1.3385834148969986
400,900,400,800,150,47,0,2,TRUE,53,586.9580943396227,711.0419622641509,19632.606226415093,598.3498301886792,626.0242452830189,16053.434339622641,1.490566037735849,1.1320754716981132,39.37735849056604,0.7313479047815926,0.7649939853066208
400,900,400,800,150,47,0,2,FALSE,947,675.618419218585,683.817272439282,23701.43202745512,605.5081436114044,599.2782492080254,17704.07796198522,15.469904963041182,10.424498416050687,56.5649419218585,0.9643903542473298,1.3455452549886817
400,900,400,800,150,47,0,3,TRUE,73,593.4089726027397,708.6230821917808,20615.302191780822,591.4229315068493,623.8947808219178,15568.12808219178,2.4794520547945207,1.5616438356164384,40.9041095890411,0.765029954001185,0.8207122204352124
400,900,400,800,150,47,0,3,FALSE,927,677.086312837109,681.1179773462783,23929.30170442287,614.5127745415318,598.1144368932039,17901.291305285868,16.12621359223301,10.777777777777779,56.980582524271846,0.9667226297807164,1.3684074151405308
400,900,400,800,150,47,0,4,TRUE,110,614.9519818181818,697.7095454545455,21712.78190909091,591.6552818181818,612.7062181818181,16341.924545454545,4.009090909090909,2.5727272727272728,43.20909090909091,0.8287007483679025,0.9215522749276746
400,900,400,800,150,47,0,4,FALSE,890,673.5996831460674,682.251297752809,23781.880056179776,608.2407853932584,596.2838483146068,18007.673988764043,16.732584269662922,11.206741573033709,57.62808988764045,0.970551384214451,1.3896115173835906
400,900,400,800,150,47,0,5,TRUE,177,622.9834802259887,694.9015310734463,22258.85395480226,580.1661242937853,612.3761920903955,16987.554124293787,5.338983050847458,3.3220338983050848,45.112994350282484,0.8562647042907479,0.9775587908652571
400,900,400,800,150,47,0,5,FALSE,823,678.3418712029162,686.2596634264885,23956.783414337788,604.5702332928311,596.2472721749697,18264.18466585662,16.855407047387608,11.223572296476306,58.09720534629405,0.9744677838272469,1.389811399567741
400,900,400,800,150,47,0,6,TRUE,225,610.0890755555556,689.1087377777778,22744.569066666667,590.7221822222223,606.8046088888889,17474.645466666665,6.875555555555556,4.293333333333333,47.333333333333336,0.8933278638461936,1.051519060319856
400,900,400,800,150,47,0,6,FALSE,775,683.4298696774193,682.7790348387097,23952.57061935484,613.9651019354839,596.2228658064516,18070.97403870968,17.291612903225808,11.567741935483872,58.501935483870966,0.975904746901421,1.404119999326074
400,900,400,800,150,47,0,7,TRUE,300,645.07703,687.88827,22963.695766666668,579.49043,606.88049,17312.261766666667,7.51,4.64,48.26,0.8989243073260409,1.0707267420741358
400,900,400,800,150,47,0,7,FALSE,700,679.0877871428571,681.75658,24065.751,610.33121,594.6862814285714,18439.93932857143,18.222857142857144,12.312857142857142,59.104285714285716,0.9777499842254813,1.4349468353471835
400,900,400,800,160,47,0,1,TRUE,198,681.8609747474748,749.4134444444444,15395.900808080809,613.5857373737374,654.9111464646464,12280.659292929293,0.25757575757575757,0.23232323232323232,37.48989898989899,0.6455448806492685,0.6522768417570258
