Min_Energy_Thresh_F,Max_Energy_Thresh_F,Min_Energy_Thresh_M,Max_Energy_Thresh_M,Foraging_Condition_Mean,Foraging_Condition_SD,Foraging_Condition_Kick,Egg_Neglect_Max,Did_Hatch,N,End_Energy_F,Mean_Energy_F,Var_Energy_F,End_Energy_M,Mean_Energy_M,Var_Energy_M,Total_Neglect,Max_Neglect,Season_Length,Scaled_Entropy,Scaled_Entropy_N_Adjusted
400,700,400,700,160,47,0,7,TRUE,910,593.8452989010989,634.7265054945055,10239.23953846154,596.1437483516484,631.4709824175824,9762.753637362637,3.38021978021978,2.498901098901099,42.19010989010989,0.7556009212398971,0.8307089168944192
400,700,400,700,160,47,0,7,FALSE,90,603.6647777777778,593.6533333333333,12656.687666666667,628.5142,595.2568888888889,12531.346444444445,12.411111111111111,9.5,54.75555555555555,0.9505546675382053,1.2322520115431936
400,700,400,700,170,47,0,1,TRUE,809,682.9122150803461,714.320825710754,6748.066885043263,694.2285735475896,707.4030407911001,6550.941718170581,0.10135970333745364,0.08529048207663782,37.19035846724351,0.5695890587343666,0.5718759349665502
400,700,400,700,170,47,0,1,FALSE,191,637.2355602094241,626.7858586387434,11188.46162303665,651.4020314136126,622.014109947644,11069.362041884817,4.282722513089006,3.7591623036649215,43.602094240837694,0.8248077802864102,0.9168684129460422
400,700,400,700,170,47,0,2,TRUE,877,684.9306989737743,710.3300980615735,7185.3981755986315,681.4684264538198,698.4252098061573,6796.279760547321,0.24629418472063855,0.21436716077537057,37.40820980615735,0.5821717033507824,0.5874792539721891
400,700,400,700,170,47,0,2,FALSE,123,643.9988130081301,622.6420487804878,11400.450406504066,639.4350406504064,618.7661138211382,11014.776829268292,4.8617886178861784,4.105691056910569,44.552845528455286,0.84689581459384,0.9529904616566954
400,700,400,700,170,47,0,3,TRUE,934,670.8671820128479,698.9258533190579,7396.768811563169,673.2487762312634,692.0240246252677,6915.736241970021,0.3875802997858672,0.32441113490364026,37.63276231263383,0.5946340369421622,0.6030451852062301
400,700,400,700,170,47,0,3,FALSE,66,651.1238787878788,616.8374242424243,11861.911363636364,657.093696969697,625.3956212121212,11728.15,5.96969696969697,5.090909090909091,46,0.86956874398441,1.000452552079069
400,700,400,700,170,47,0,4,TRUE,964,672.5798184647302,704.2352385892116,7562.9965871369295,677.046994813278,692.6664854771784,6945.841867219917,0.4782157676348548,0.4221991701244813,37.77074688796681,0.5973107419255045,0.6076618152229113
400,700,400,700,170,47,0,4,FALSE,36,662.9874166666666,622.3141944444444,12407.51888888889,674.7680555555555,624.7452222222222,12761.414166666667,7,6.277777777777778,47.72222222222222,0.8823207008328282,1.0344731397427165
400,700,400,700,170,47,0,5,TRUE,979,674.5414811031665,702.7543748723186,7581.410255362615,671.7686016343207,691.2613697650664,6965.228406537283,0.6220633299284984,0.5372829417773238,38.00510725229827,0.607027895307336,0.6202617694912155
400,700,400,700,170,47,0,5,FALSE,21,691.7761428571429,630.514238095238,11025.895238095238,673.845,627.2430476190476,11106.391904761906,7.095238095238095,6.476190476190476,47.666666666666664,0.8813523078304667,1.0357279175475023
400,700,400,700,170,47,0,6,TRUE,991,681.4052310797175,702.8245539858729,7664.6774772956605,675.0230575176589,692.4342684157417,7030.950443995964,0.7507568113017155,0.6326942482341069,38.1765893037336,0.6104465611082711,0.6268213710939213
400,700,400,700,170,47,0,6,FALSE,9,653.6876666666667,598.2686666666667,11926.781111111111,613.7766666666666,586.8163333333333,12510.17,10.88888888888889,7.888888888888889,53.111111111111114,0.945828802205948,1.1931886602384605
