iterations,maxEnergyThresh,minEnergyThresh,foragingMean,numSuccess,numAllFail,numParentFail,numEggTimeFail,numEggColdFail,hatchDays,totNeglect,maxNeglect,endEnergy_F,meanEnergy_F,varEnergy_F,endEnergy_M,meanEnergy_M,varEnergy_M,meanIncBout_F,varIncBout_F,meanForagingBout_F,varForagingBout_F,meanIncBout_M,varIncBout_M,meanForagingBout_M,varForagingBout_M
10000,150,100,136,6,9740,10,196,48,60.9933,29.4884,10.3508,62.5061,150.435,35501.9,62.4032,167.093,44706.7,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
10000,150,100,139,26,9502,35,365,72,60.9808,27.2059,8.5661,76.9427,160.194,33716,76.9954,177.065,42722.9,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
10000,150,100,142,70,9107,101,634,88,60.9399,25.1042,7.2821,88.2861,167.271,32498.4,90.1631,185.29,41551.4,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
10000,150,100,145,161,8488,219,1028,104,60.8656,23.2406,6.3028,97.2912,174.446,31944.5,97.6393,190.931,40584.6,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
10000,150,100,148,403,7620,442,1450,85,60.6737,21.4526,5.5304,104.898,179.962,31554.6,104.76,196.535,39880,3.0594,7.51346,4.73316,11.5056,3.16121,9.29624,4.61923,10.8833
10000,150,100,151,818,6461,783,1851,87,60.3576,19.846,4.903,111.545,184.823,30972.4,110.284,201.399,39781.6,3.02853,7.14319,4.23934,8.25723,3.14888,9.15538,4.22428,8.13047
10000,150,100,154,1509,5210,1181,2040,60,59.843,18.2093,4.3465,116.169,189.716,31025.9,115.873,206.748,39738.6,3.04387,7.0949,3.90598,6.25769,3.15604,9.02699,3.84948,5.94116
10000,150,100,157,2412,3846,1582,2118,42,59.0566,16.7004,3.891,120.65,194.647,31314.8,121.636,211.951,39937.4,3.07844,7.20984,3.61136,4.74744,3.18686,9.06812,3.57146,4.51405
10000,150,100,160,3340,2879,1849,1912,20,58.1823,15.4076,3.5456,126.118,199.534,31582.5,125.201,216.749,40357.4,3.11796,7.29384,3.37993,3.60787,3.21978,9.13905,3.35161,3.55175
10000,200,0,130,0,9995,5,0,0,60.9986,34.9501,22.0631,-16.2801,92.9871,48872.1,-18.3629,112.021,59637.7,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
10000,200,0,133,0,9991,9,0,0,60.9977,32.4427,18.551,14.2346,109.325,45400.8,15.2909,129.477,55264.7,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
10000,200,0,136,0,9976,24,0,0,60.9905,30.1072,15.7746,35.4366,122.199,43166.3,35.7077,142.077,52351.6,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
10000,200,0,139,0,9903,97,0,0,60.9591,27.7136,13.4885,50.3775,133.163,41176.6,51.153,152.598,50455.4,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
10000,200,0,142,0,9802,198,0,0,60.8979,25.6506,11.7517,60.944,141.815,39855.6,59.9572,159.848,49235.2,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
10000,200,0,145,0,9538,462,0,0,60.771,23.6973,10.3045,70.5798,148.214,39298.5,69.2317,166.296,48247.8,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
