iterations,maxEnergyThresh,minEnergyThresh,foragingMean,numSuccess,numAllFail,numParentFail,numEggTimeFail,numEggColdFail,hatchDays,totNeglect,maxNeglect,endEnergy_M,meanEnergy_M,varEnergy_M,endEnergy_F,meanEnergy_F,varEnergy_F
20000,0,500,160,18993,15,990,2,0,41.0279,1.9482,0.5109,417.445,567.779,19676.3,617.232,658.594,9294.2
20000,0,550,130,622,17713,1628,37,0,59.5807,25.1852,8.89485,-74.824,201.156,77146.8,349.439,454.548,23886.1
20000,0,550,133,1348,15677,2869,106,0,58.4085,21.4941,6.49775,-38.371,233.269,71122.6,390.264,483.271,20933.7
20000,0,550,136,2742,12785,4301,172,0,56.6261,17.7032,4.63105,-1.15727,271.529,65063.6,422.395,507.724,18839.9
20000,0,550,139,4550,9583,5612,255,0,54.5991,14.4171,3.3185,37.1836,307.534,59055.6,456.544,533.054,16772.2
20000,0,550,142,7206,6306,6209,279,0,52.129,11.2886,2.27885,80.9982,349.294,52026.3,489.787,559.872,15007.5
20000,0,550,145,10000,3653,6053,294,0,49.7689,8.7881,1.61525,131.043,389.922,45413.9,511.959,577.214,13704.8
20000,0,550,148,12827,1788,5193,192,0,47.4539,6.7037,1.1798,186.453,433.291,38999.5,533.099,593.802,12595.1
20000,0,550,151,15197,677,3980,146,0,45.5076,5.12185,0.91075,246.628,471.864,32665.1,559.136,614.443,11607.7
20000,0,550,154,16982,232,2709,77,0,43.8984,3.9313,0.74845,304.348,507.29,27624.9,578.935,630.56,10724.7
20000,0,550,157,18368,62,1542,28,0,42.5134,2.9537,0.63395,368.502,543.38,22568,599.353,645.77,9918.13
20000,0,550,160,19126,15,852,7,0,41.3325,2.1517,0.5382,432.286,579.337,18490.9,618.51,659.915,9220.17
20000,0,600,130,633,17715,1599,53,0,59.6065,25.1526,8.6479,-74.2989,208.169,77985.5,346.909,452.554,23896.7
20000,0,600,133,1413,15647,2798,142,0,58.3738,21.4633,6.29,-37.0242,242.129,71862.3,392.677,484.434,20907.6
20000,0,600,136,2691,12849,4229,231,0,56.7767,17.9511,4.5832,-1.77563,277.151,65648.2,429.652,512.647,18523.9
20000,0,600,139,4645,9715,5325,315,0,54.7561,14.5894,3.2272,38.6348,314.893,59347.6,459.431,535.491,16658.5
20000,0,600,142,7198,6397,5965,440,0,52.3827,11.5252,2.213,84.1762,359.505,52078.7,489.065,559.086,15207.2
20000,0,600,145,10215,3678,5699,408,0,50.0859,9.03375,1.56315,137.536,401.936,44896.1,512.301,577.619,13747.5
20000,0,600,148,13073,1776,4821,330,0,47.7067,6.8885,1.14785,197.388,445.009,38139.4,531.675,594.003,12650.7
20000,0,600,151,15504,687,3620,189,0,45.7854,5.3163,0.9093,255.669,483.212,32040,556.973,613.148,11560.9
20000,0,600,154,17372,257,2262,109,0,44.31,4.21955,0.75225,318.516,519.083,26458.6,578.609,629.263,10680.7
20000,0,600,157,18533,70,1352,45,0,42.8922,3.21475,0.653,381.227,555.076,21634.1,598.29,644.648,9971.1
20000,0,600,160,19262,14,713,11,0,41.7732,2.4454,0.5679,444.981,588.365,17787.3,623.356,662.764,9200.89
20000,0,650,130,622,17764,1524,90,0,59.6465,25.2979,8.5346,-72.3354,215.512,78709.4,353.951,457.375,23622.3
20000,0,650,133,1406,15682,2693,219,0,58.4925,21.6276,6.22745,-35.6921,250.094,72625.1,394.008,485.615,20778.9
20000,0,650,136,2667,12828,4191,314,0,56.7884,17.9216,4.43635,0.781258,286.488,66462.5,423.23,506.948,18777.7
20000,0,650,139,4725,9611,5180,484,0,54.8403,14.6562,3.11705,42.1065,326.758,59536.6,459.78,534.775,16797.1
20000,0,650,142,7306,6389,5739,566,0,52.586,11.6767,2.1613,88.2928,368.249,52466.4,492.005,561.717,14996.8
20000,0,650,145,10407,3543,5445,605,0,50.1855,9.11995,1.5024,145.918,414.267,44913.5,512.318,578.184,13694.4
20000,0,650,148,13325,1746,4508,421,0,48.1823,7.24135,1.1447,203.191,452.831,37868,537.898,597.529,12470.6
20000,0,650,151,15856,714,3146,284,0,46.1733,5.60355,0.8927,270.162,496.664,30953.8,557.736,613.482,11554.4
20000,0,650,154,17628,207,2005,160,0,44.4937,4.34275,0.7496,335.54,533.592,25315,576.649,628.764,10728.2
20000,0,650,157,18717,72,1142,69,0,43.2317,3.44805,0.6627,396.95,567.179,20829.1,602.774,647.64,9788.84
20000,0,650,160,19403,15,564,18,0,41.9954,2.59615,0.5763,463.119,602.541,16645.5,619.228,660.48,9189.98
20000,0,700,130,650,17654,1588,108,0,59.6123,25.2272,8.25475,-70.7055,223.07,79386.8,349.097,453.675,23739.9
20000,0,700,133,1406,15586,2744,264,0,58.4313,21.5983,6.06175,-34.4411,258.097,73750.2,391.884,482.915,20917.3
20000,0,700,136,2680,12901,4004,415,0,56.9273,18.121,4.35225,-0.203724,292.287,67430.1,429.86,512.463,18532.3
20000,0,700,139,4764,9557,5055,624,0,54.9385,14.7735,3.01745,43.7014,335.786,60440.3,464.476,538.547,16501.4
20000,0,700,142,7513,6283,5450,754,0,52.6339,11.7585,2.0957,92.51,378.18,53040.6,488.459,558.985,15000.2
20000,0,700,145,10489,3510,5266,735,0,50.4832,9.3545,1.47045,149.624,422.325,45201.9,515.022,578.525,13678.2
20000,0,700,148,13431,1662,4252,655,0,48.2926,7.33575,1.0944,212.22,466.027,37758.4,536.504,596.775,12535.5
20000,0,700,151,16072,652,2854,422,0,46.4739,5.82895,0.8798,282.84,508.841,30527.2,558.892,613.404,11594
20000,0,700,154,17731,218,1845,206,0,44.8372,4.59155,0.74695,345.387,545.141,25218.7,578.37,630.084,10712.9
20000,0,700,157,18784,69,1044,103,0,43.5468,3.6707,0.6652,410.195,579.254,20390.9,601.891,647.734,9942.12
20000,0,700,160,19471,18,490,21,0,42.3987,2.87045,0.59535,476.345,614.179,16216.5,623.362,662.626,9155.79
20000,0,750,130,661,17661,1549,129,0,59.5966,25.2325,8.2303,-69.4251,228.452,80610.8,352.406,454.7,23509.6
20000,0,750,133,1407,15746,2576,271,0,58.5795,21.8088,5.9914,-35.3067,261.126,74516.6,394.589,484.793,20659.6
20000,0,750,136,2652,12768,4011,569,0,56.9474,18.0955,4.2416,2.84342,300.443,67952,429.103,512.351,18464.3
20000,0,750,139,4815,9435,4970,780,0,54.9213,14.8003,2.96035,45.9395,342.661,60920.3,460.331,536.382,16779
20000,0,750,142,7497,6209,5287,1007,0,52.8246,11.9451,2.0399,96.3361,386.578,53056.8,491.478,560.206,14954.7
20000,0,750,145,10535,3577,4909,979,0,50.7004,9.56755,1.4455,155.033,431.77,45303.8,516.898,580.21,13555.9
20000,0,750,148,13585,1731,3903,781,0,48.6296,7.60835,1.0845,218.027,475.898,37769.7,538.834,598.846,12561.2
20000,0,750,151,16077,638,2793,492,0,46.799,6.0569,0.87225,288.086,516.828,30886.9,558.787,613.668,11548.2
20000,0,750,154,17826,212,1669,293,0,45.235,4.8722,0.7465,354.585,554.295,24971,577.655,630.405,10728.1
20000,0,750,157,18885,63,927,125,0,43.9386,3.9378,0.67065,424.9,592.892,19842.9,601.736,647.621,9869.1
20000,0,750,160,19507,12,437,44,0,42.7868,3.13645,0.61085,491.58,626.509,15827.5,626.021,665.004,9181.33
20000,0,800,130,654,17593,1569,184,0,59.6139,25.316,8.2587,-70.563,230.429,81233.3,351.45,455.167,23555.1
20000,0,800,133,1425,15588,2647,340,0,58.5087,21.7175,5.9157,-32.264,266.294,74753.3,394.976,486.649,20673
20000,0,800,136,2791,12587,4017,605,0,56.825,18.0368,4.18,5.42575,305.915,68228.3,430.477,512.017,18412.9
20000,0,800,139,4801,9390,4887,922,0,55.0093,14.8323,2.9019,46.2665,347.093,61277.4,464.127,537.882,16526.9
20000,0,800,142,7473,6198,5198,1131,0,52.9815,12.1076,2.0289,99.5163,391.03,53518.7,492.57,560.699,14944.2
20000,0,800,145,10523,3490,4917,1070,0,50.8173,9.63245,1.4303,158.145,437.429,45513.8,517.673,580.955,13752.1
20000,0,800,148,13577,1634,3856,933,0,48.7719,7.71725,1.0623,224.755,481.64,37769.1,541.687,599.781,12404.1
20000,0,800,151,16156,650,2586,608,0,46.9987,6.21575,0.872,295.909,525.296,30592.6,558.523,613.977,11568.1
