Min_Energy_Thresh_F,Max_Energy_Thresh_F,Min_Energy_Thresh_M,Max_Energy_Thresh_M,Foraging_Condition_Mean,Foraging_Condition_SD,Foraging_Condition_Kick,Success,Fail_Dead_Parent,Fail_Egg_Neglect_Max,Fail_Egg_Neglect_Cumulative
200,900,700,1000,160,47,0,0.664,0,0.322,0.014
200,900,700,1000,160,47,1,0.174,0.084,0.71,0.032
200,900,700,1000,170,47,0,0.946,0,0.054,0
200,900,700,1000,170,47,1,0.573,0.018,0.407,0.002
200,900,800,900,130,47,0,0,0.088,0.909,0.003
200,900,800,900,130,47,1,0,0.245,0.755,0
200,900,800,900,140,47,0,0.007,0.007,0.887,0.099
200,900,800,900,140,47,1,0,0.116,0.876,0.008
200,900,800,900,150,47,0,0.244,0.001,0.422,0.333
200,900,800,900,150,47,1,0.014,0.05,0.789,0.147
200,900,800,900,160,47,0,0.799,0,0.102,0.099
200,900,800,900,160,47,1,0.257,0.014,0.466,0.263
200,900,800,900,170,47,0,0.986,0,0.013,0.001
200,900,800,900,170,47,1,0.749,0.001,0.212,0.038
200,900,800,1000,130,47,0,0,0.097,0.903,0
200,900,800,1000,130,47,1,0,0.278,0.722,0
200,900,800,1000,140,47,0,0.006,0.023,0.947,0.024
200,900,800,1000,140,47,1,0,0.17,0.829,0.001
200,900,800,1000,150,47,0,0.181,0.002,0.702,0.115
200,900,800,1000,150,47,1,0.017,0.107,0.828,0.048
200,900,800,1000,160,47,0,0.709,0,0.233,0.058
200,900,800,1000,160,47,1,0.237,0.045,0.619,0.099
200,900,800,1000,170,47,0,0.957,0,0.039,0.004
200,900,800,1000,170,47,1,0.702,0.002,0.27,0.026
200,900,900,1000,130,47,0,0,0.1,0.896,0.004
200,900,900,1000,130,47,1,0,0.31,0.69,0
200,900,900,1000,140,47,0,0.006,0.008,0.923,0.063
200,900,900,1000,140,47,1,0,0.166,0.83,0.004
200,900,900,1000,150,47,0,0.124,0,0.59,0.286
200,900,900,1000,150,47,1,0.005,0.122,0.779,0.094
200,900,900,1000,160,47,0,0.679,0,0.199,0.122
200,900,900,1000,160,47,1,0.214,0.032,0.521,0.233
200,900,900,1000,170,47,0,0.956,0,0.035,0.009
200,900,900,1000,170,47,1,0.677,0.007,0.257,0.059
200,1000,200,300,130,47,0,0.004,0.474,0.508,0.014
200,1000,200,300,130,47,1,0,0.944,0.056,0
200,1000,200,300,140,47,0,0.159,0.144,0.56,0.137
200,1000,200,300,140,47,1,0.001,0.855,0.135,0.009
200,1000,200,300,150,47,0,0.613,0.024,0.257,0.106
200,1000,200,300,150,47,1,0.059,0.74,0.147,0.054
200,1000,200,300,160,47,0,0.964,0.001,0.03,0.005
200,1000,200,300,160,47,1,0.286,0.59,0.104,0.02
200,1000,200,300,170,47,0,0.999,0,0.001,0
200,1000,200,300,170,47,1,0.592,0.373,0.033,0.002
200,1000,200,400,130,47,0,0.004,0.364,0.629,0.003
200,1000,200,400,130,47,1,0,0.921,0.079,0
200,1000,200,400,140,47,0,0.102,0.116,0.755,0.027
200,1000,200,400,140,47,1,0.006,0.737,0.253,0.004
200,1000,200,400,150,47,0,0.528,0.017,0.429,0.026
200,1000,200,400,150,47,1,0.066,0.648,0.27,0.016
200,1000,200,400,160,47,0,0.939,0.004,0.056,0.001
200,1000,200,400,160,47,1,0.335,0.464,0.193,0.008
200,1000,200,400,170,47,0,0.997,0,0.003,0
200,1000,200,400,170,47,1,0.658,0.292,0.05,0
200,1000,200,500,130,47,0,0.005,0.334,0.661,0
200,1000,200,500,130,47,1,0.001,0.892,0.107,0
200,1000,200,500,140,47,0,0.085,0.067,0.84,0.008
200,1000,200,500,140,47,1,0.001,0.657,0.34,0.002
200,1000,200,500,150,47,0,0.411,0.012,0.57,0.007
200,1000,200,500,150,47,1,0.053,0.406,0.534,0.007
200,1000,200,500,160,47,0,0.861,0.002,0.137,0
200,1000,200,500,160,47,1,0.299,0.278,0.418,0.005
200,1000,200,500,170,47,0,0.989,0,0.011,0
200,1000,200,500,170,47,1,0.673,0.159,0.168,0
200,1000,200,600,130,47,0,0.002,0.311,0.687,0
200,1000,200,600,130,47,1,0,0.907,0.093,0
200,1000,200,600,140,47,0,0.058,0.064,0.878,0
200,1000,200,600,140,47,1,0.003,0.618,0.379,0
200,1000,200,600,150,47,0,0.339,0.016,0.644,0.001
200,1000,200,600,150,47,1,0.035,0.299,0.666,0
200,1000,200,600,160,47,0,0.781,0,0.219,0
200,1000,200,600,160,47,1,0.261,0.175,0.562,0.002
200,1000,200,600,170,47,0,0.982,0,0.018,0
200,1000,200,600,170,47,1,0.655,0.095,0.25,0
200,1000,200,700,130,47,0,0,0.272,0.728,0
200,1000,200,700,130,47,1,0,0.898,0.102,0
200,1000,200,700,140,47,0,0.043,0.081,0.875,0.001
200,1000,200,700,140,47,1,0.001,0.604,0.395,0
200,1000,200,700,150,47,0,0.314,0.01,0.675,0.001
200,1000,200,700,150,47,1,0.033,0.28,0.686,0.001
200,1000,200,700,160,47,0,0.783,0.002,0.215,0
200,1000,200,700,160,47,1,0.219,0.111,0.668,0.002
200,1000,200,700,170,47,0,0.97,0,0.03,0
200,1000,200,700,170,47,1,0.596,0.056,0.348,0
200,1000,200,800,130,47,0,0.007,0.279,0.714,0
200,1000,200,800,130,47,1,0,0.903,0.097,0
200,1000,200,800,140,47,0,0.065,0.071,0.862,0.002
200,1000,200,800,140,47,1,0.001,0.582,0.417,0
200,1000,200,800,150,47,0,0.366,0.012,0.62,0.002
200,1000,200,800,150,47,1,0.028,0.309,0.659,0.004
200,1000,200,800,160,47,0,0.77,0.001,0.229,0
200,1000,200,800,160,47,1,0.215,0.089,0.693,0.003
200,1000,200,800,170,47,0,0.97,0,0.03,0
200,1000,200,800,170,47,1,0.555,0.029,0.416,0
200,1000,200,900,130,47,0,0.003,0.25,0.747,0
200,1000,200,900,130,47,1,0,0.892,0.108,0
200,1000,200,900,140,47,0,0.08,0.061,0.852,0.007
200,1000,200,900,140,47,1,0,0.581,0.418,0.001
200,1000,200,900,150,47,0,0.406,0.013,0.578,0.003
200,1000,200,900,150,47,1,0.015,0.277,0.706,0.002
200,1000,200,900,160,47,0,0.828,0.002,0.169,0.001
200,1000,200,900,160,47,1,0.138,0.097,0.764,0.001
200,1000,200,900,170,47,0,0.983,0,0.017,0
200,1000,200,900,170,47,1,0.527,0.042,0.431,0
200,1000,200,1000,130,47,0,0.003,0.265,0.732,0
200,1000,200,1000,130,47,1,0,0.882,0.118,0
200,1000,200,1000,140,47,0,0.052,0.056,0.892,0
200,1000,200,1000,140,47,1,0,0.595,0.405,0
200,1000,200,1000,150,47,0,0.352,0.014,0.634,0
200,1000,200,1000,150,47,1,0.013,0.279,0.708,0
200,1000,200,1000,160,47,0,0.803,0.001,0.196,0
200,1000,200,1000,160,47,1,0.114,0.114,0.772,0
200,1000,200,1000,170,47,0,0.972,0,0.028,0
200,1000,200,1000,170,47,1,0.432,0.077,0.491,0
200,1000,300,400,130,47,0,0.005,0.254,0.717,0.024
200,1000,300,400,130,47,1,0,0.885,0.115,0
200,1000,300,400,140,47,0,0.099,0.026,0.726,0.149
200,1000,300,400,140,47,1,0.001,0.71,0.274,0.015
200,1000,300,400,150,47,0,0.558,0.002,0.284,0.156
200,1000,300,400,150,47,1,0.057,0.575,0.288,0.08
200,1000,300,400,160,47,0,0.946,0,0.035,0.019
200,1000,300,400,160,47,1,0.358,0.415,0.187,0.04
200,1000,300,400,170,47,0,0.997,0,0.003,0
200,1000,300,400,170,47,1,0.651,0.254,0.092,0.003
200,1000,300,500,130,47,0,0.001,0.196,0.8,0.003
200,1000,300,500,130,47,1,0,0.782,0.218,0
200,1000,300,500,140,47,0,0.077,0.032,0.86,0.031
200,1000,300,500,140,47,1,0,0.501,0.494,0.005
200,1000,300,500,150,47,0,0.488,0.005,0.468,0.039
200,1000,300,500,150,47,1,0.082,0.349,0.525,0.044
200,1000,300,500,160,47,0,0.891,0,0.104,0.005
200,1000,300,500,160,47,1,0.381,0.244,0.351,0.024
200,1000,300,500,170,47,0,0.993,0,0.007,0
200,1000,300,500,170,47,1,0.704,0.155,0.14,0.001
200,1000,300,600,130,47,0,0.001,0.154,0.845,0
200,1000,300,600,130,47,1,0,0.707,0.292,0.001
200,1000,300,600,140,47,0,0.059,0.024,0.911,0.006
200,1000,300,600,140,47,1,0.001,0.367,0.628,0.004
200,1000,300,600,150,47,0,0.367,0.001,0.619,0.013
200,1000,300,600,150,47,1,0.054,0.185,0.746,0.015
200,1000,300,600,160,47,0,0.812,0,0.187,0.001
200,1000,300,600,160,47,1,0.327,0.11,0.556,0.007
200,1000,300,600,170,47,0,0.97,0,0.03,0
200,1000,300,600,170,47,1,0.673,0.112,0.215,0
200,1000,300,700,130,47,0,0.001,0.154,0.845,0
200,1000,300,700,130,47,1,0,0.709,0.291,0
200,1000,300,700,140,47,0,0.028,0.026,0.944,0.002
200,1000,300,700,140,47,1,0.002,0.372,0.626,0
200,1000,300,700,150,47,0,0.26,0.002,0.738,0
200,1000,300,700,150,47,1,0.023,0.125,0.849,0.003
200,1000,300,700,160,47,0,0.757,0,0.243,0
200,1000,300,700,160,47,1,0.221,0.08,0.694,0.005
200,1000,300,700,170,47,0,0.963,0,0.037,0
200,1000,300,700,170,47,1,0.601,0.04,0.359,0
200,1000,300,800,130,47,0,0,0.159,0.841,0
200,1000,300,800,130,47,1,0,0.729,0.271,0
200,1000,300,800,140,47,0,0.017,0.032,0.951,0
200,1000,300,800,140,47,1,0,0.337,0.662,0.001
200,1000,300,800,150,47,0,0.228,0.003,0.769,0
200,1000,300,800,150,47,1,0.021,0.122,0.854,0.003
200,1000,300,800,160,47,0,0.661,0,0.338,0.001
200,1000,300,800,160,47,1,0.16,0.056,0.783,0.001
200,1000,300,800,170,47,0,0.944,0,0.056,0
200,1000,300,800,170,47,1,0.522,0.023,0.455,0
200,1000,300,900,130,47,0,0.001,0.153,0.846,0
200,1000,300,900,130,47,1,0,0.71,0.29,0
200,1000,300,900,140,47,0,0.025,0.035,0.939,0.001
200,1000,300,900,140,47,1,0,0.363,0.636,0.001
200,1000,300,900,150,47,0,0.23,0.009,0.758,0.003
200,1000,300,900,150,47,1,0.017,0.126,0.857,0
200,1000,300,900,160,47,0,0.677,0,0.323,0
200,1000,300,900,160,47,1,0.137,0.065,0.797,0.001
200,1000,300,900,170,47,0,0.954,0,0.046,0
200,1000,300,900,170,47,1,0.478,0.032,0.49,0
200,1000,300,1000,130,47,0,0,0.166,0.834,0
200,1000,300,1000,130,47,1,0,0.709,0.291,0
200,1000,300,1000,140,47,0,0.038,0.027,0.933,0.002
200,1000,300,1000,140,47,1,0,0.352,0.648,0
200,1000,300,1000,150,47,0,0.285,0.004,0.708,0.003
200,1000,300,1000,150,47,1,0.011,0.124,0.864,0.001
200,1000,300,1000,160,47,0,0.75,0,0.249,0.001
200,1000,300,1000,160,47,1,0.098,0.087,0.811,0.004
200,1000,300,1000,170,47,0,0.967,0,0.033,0
200,1000,300,1000,170,47,1,0.388,0.084,0.528,0
200,1000,400,500,130,47,0,0.004,0.125,0.859,0.012
200,1000,400,500,130,47,1,0,0.723,0.277,0
200,1000,400,500,140,47,0,0.057,0.009,0.81,0.124
200,1000,400,500,140,47,1,0.001,0.43,0.545,0.024
200,1000,400,500,150,47,0,0.475,0,0.334,0.191
200,1000,400,500,150,47,1,0.065,0.255,0.56,0.12
200,1000,400,500,160,47,0,0.919,0,0.061,0.02
200,1000,400,500,160,47,1,0.412,0.122,0.393,0.073
200,1000,400,500,170,47,0,0.999,0,0.001,0
200,1000,400,500,170,47,1,0.794,0.055,0.149,0.002
200,1000,400,600,130,47,0,0,0.133,0.863,0.004
200,1000,400,600,130,47,1,0,0.674,0.326,0
200,1000,400,600,140,47,0,0.034,0.011,0.926,0.029
200,1000,400,600,140,47,1,0,0.298,0.7,0.002
200,1000,400,600,150,47,0,0.377,0.001,0.557,0.065
200,1000,400,600,150,47,1,0.044,0.157,0.76,0.039
200,1000,400,600,160,47,0,0.844,0,0.147,0.009
200,1000,400,600,160,47,1,0.336,0.103,0.531,0.03
200,1000,400,600,170,47,0,0.988,0,0.012,0
200,1000,400,600,170,47,1,0.711,0.051,0.236,0.002
200,1000,400,700,130,47,0,0.002,0.125,0.873,0
200,1000,400,700,130,47,1,0,0.607,0.393,0
200,1000,400,700,140,47,0,0.029,0.013,0.954,0.004
200,1000,400,700,140,47,1,0.002,0.224,0.774,0
200,1000,400,700,150,47,0,0.234,0.001,0.751,0.014
200,1000,400,700,150,47,1,0.042,0.089,0.863,0.006
200,1000,400,700,160,47,0,0.729,0,0.268,0.003
200,1000,400,700,160,47,1,0.258,0.05,0.673,0.019
200,1000,400,700,170,47,0,0.965,0,0.035,0
200,1000,400,700,170,47,1,0.651,0.03,0.318,0.001
200,1000,400,800,130,47,0,0,0.128,0.872,0
200,1000,400,800,130,47,1,0,0.605,0.395,0
200,1000,400,800,140,47,0,0.022,0.02,0.956,0.002
200,1000,400,800,140,47,1,0.001,0.215,0.784,0
200,1000,400,800,150,47,0,0.214,0.003,0.781,0.002
200,1000,400,800,150,47,1,0.014,0.084,0.901,0.001
200,1000,400,800,160,47,0,0.645,0,0.355,0
200,1000,400,800,160,47,1,0.159,0.048,0.79,0.003
200,1000,400,800,170,47,0,0.936,0,0.064,0
200,1000,400,800,170,47,1,0.491,0.03,0.479,0
200,1000,400,900,130,47,0,0.001,0.146,0.853,0
200,1000,400,900,130,47,1,0,0.595,0.405,0
200,1000,400,900,140,47,0,0.011,0.034,0.953,0.002
200,1000,400,900,140,47,1,0,0.256,0.744,0
200,1000,400,900,150,47,0,0.157,0.006,0.836,0.001
200,1000,400,900,150,47,1,0.016,0.077,0.904,0.003
200,1000,400,900,160,47,0,0.585,0.001,0.413,0.001
200,1000,400,900,160,47,1,0.12,0.059,0.815,0.006
200,1000,400,900,170,47,0,0.908,0,0.092,0
200,1000,400,900,170,47,1,0.401,0.042,0.556,0.001
200,1000,400,1000,130,47,0,0,0.151,0.849,0
200,1000,400,1000,130,47,1,0,0.633,0.367,0
200,1000,400,1000,140,47,0,0.012,0.031,0.957,0
200,1000,400,1000,140,47,1,0,0.189,0.811,0
200,1000,400,1000,150,47,0,0.139,0.007,0.854,0
200,1000,400,1000,150,47,1,0.007,0.087,0.904,0.002
200,1000,400,1000,160,47,0,0.564,0,0.434,0.002
200,1000,400,1000,160,47,1,0.104,0.07,0.824,0.002
200,1000,400,1000,170,47,0,0.927,0,0.073,0
200,1000,400,1000,170,47,1,0.325,0.069,0.606,0
200,1000,500,600,130,47,0,0,0.083,0.912,0.005
200,1000,500,600,130,47,1,0,0.495,0.503,0.002
200,1000,500,600,140,47,0,0.037,0.009,0.815,0.139
200,1000,500,600,140,47,1,0,0.156,0.819,0.025
200,1000,500,600,150,47,0,0.361,0,0.374,0.265
200,1000,500,600,150,47,1,0.043,0.045,0.746,0.166
200,1000,500,600,160,47,0,0.882,0,0.071,0.047
200,1000,500,600,160,47,1,0.377,0.011,0.461,0.151
200,1000,500,600,170,47,0,0.994,0,0.004,0.002
200,1000,500,600,170,47,1,0.802,0.001,0.179,0.018
200,1000,500,700,130,47,0,0,0.106,0.893,0.001
200,1000,500,700,130,47,1,0,0.422,0.578,0
200,1000,500,700,140,47,0,0.027,0.008,0.948,0.017
200,1000,500,700,140,47,1,0,0.133,0.865,0.002
200,1000,500,700,150,47,0,0.302,0.001,0.631,0.066
200,1000,500,700,150,47,1,0.026,0.038,0.884,0.052
200,1000,500,700,160,47,0,0.792,0,0.19,0.018
200,1000,500,700,160,47,1,0.276,0.015,0.637,0.072
200,1000,500,700,170,47,0,0.984,0,0.015,0.001
200,1000,500,700,170,47,1,0.749,0.001,0.241,0.009
200,1000,500,800,130,47,0,0,0.105,0.895,0
200,1000,500,800,130,47,1,0,0.398,0.602,0
200,1000,500,800,140,47,0,0.011,0.016,0.968,0.005
200,1000,500,800,140,47,1,0,0.102,0.897,0.001
200,1000,500,800,150,47,0,0.231,0.001,0.753,0.015
200,1000,500,800,150,47,1,0.026,0.039,0.928,0.007
200,1000,500,800,160,47,0,0.695,0,0.298,0.007
200,1000,500,800,160,47,1,0.197,0.028,0.755,0.02
200,1000,500,800,170,47,0,0.943,0,0.057,0
200,1000,500,800,170,47,1,0.598,0.016,0.385,0.001
200,1000,500,900,130,47,0,0,0.089,0.911,0
200,1000,500,900,130,47,1,0,0.422,0.578,0
200,1000,500,900,140,47,0,0.01,0.021,0.968,0.001
200,1000,500,900,140,47,1,0,0.089,0.91,0.001
200,1000,500,900,150,47,0,0.181,0.004,0.812,0.003
200,1000,500,900,150,47,1,0.012,0.06,0.922,0.006
200,1000,500,900,160,47,0,0.613,0,0.384,0.003
200,1000,500,900,160,47,1,0.152,0.049,0.789,0.01
200,1000,500,900,170,47,0,0.919,0,0.081,0
200,1000,500,900,170,47,1,0.457,0.033,0.51,0
200,1000,500,1000,130,47,0,0,0.11,0.89,0
200,1000,500,1000,130,47,1,0,0.418,0.582,0
200,1000,500,1000,140,47,0,0.007,0.02,0.973,0
200,1000,500,1000,140,47,1,0,0.11,0.89,0
200,1000,500,1000,150,47,0,0.14,0.004,0.854,0.002
200,1000,500,1000,150,47,1,0.006,0.058,0.932,0.004
200,1000,500,1000,160,47,0,0.527,0,0.471,0.002
200,1000,500,1000,160,47,1,0.092,0.091,0.811,0.006
200,1000,500,1000,170,47,0,0.868,0,0.132,0
200,1000,500,1000,170,47,1,0.347,0.061,0.59,0.002
200,1000,600,700,130,47,0,0,0.071,0.925,0.004
200,1000,600,700,130,47,1,0,0.355,0.644,0.001
200,1000,600,700,140,47,0,0.021,0.011,0.85,0.118
200,1000,600,700,140,47,1,0.001,0.055,0.926,0.018
200,1000,600,700,150,47,0,0.312,0,0.398,0.29
200,1000,600,700,150,47,1,0.029,0.009,0.81,0.152
200,1000,600,700,160,47,0,0.843,0.001,0.076,0.08
200,1000,600,700,160,47,1,0.329,0.006,0.46,0.205
200,1000,600,700,170,47,0,0.993,0,0.007,0
200,1000,600,700,170,47,1,0.784,0.001,0.186,0.029
200,1000,600,800,130,47,0,0,0.061,0.939,0
200,1000,600,800,130,47,1,0,0.299,0.701,0
200,1000,600,800,140,47,0,0.015,0.014,0.936,0.035
200,1000,600,800,140,47,1,0,0.053,0.944,0.003
200,1000,600,800,150,47,0,0.244,0.001,0.641,0.114
200,1000,600,800,150,47,1,0.023,0.021,0.912,0.044
200,1000,600,800,160,47,0,0.769,0,0.2,0.031
200,1000,600,800,160,47,1,0.277,0.009,0.607,0.107
200,1000,600,800,170,47,0,0.978,0,0.021,0.001
200,1000,600,800,170,47,1,0.728,0.002,0.261,0.009
200,1000,600,900,130,47,0,0,0.097,0.903,0
200,1000,600,900,130,47,1,0,0.266,0.734,0
200,1000,600,900,140,47,0,0.009,0.015,0.969,0.007
200,1000,600,900,140,47,1,0,0.061,0.939,0
200,1000,600,900,150,47,0,0.151,0.001,0.826,0.022
200,1000,600,900,150,47,1,0.019,0.036,0.935,0.01
200,1000,600,900,160,47,0,0.662,0,0.324,0.014
200,1000,600,900,160,47,1,0.201,0.027,0.741,0.031
200,1000,600,900,170,47,0,0.938,0,0.062,0
200,1000,600,900,170,47,1,0.614,0.01,0.374,0.002
200,1000,600,1000,130,47,0,0,0.084,0.916,0
200,1000,600,1000,130,47,1,0,0.268,0.732,0
200,1000,600,1000,140,47,0,0.011,0.021,0.965,0.003
200,1000,600,1000,140,47,1,0,0.072,0.928,0
200,1000,600,1000,150,47,0,0.143,0.001,0.849,0.007
200,1000,600,1000,150,47,1,0.007,0.055,0.937,0.001
200,1000,600,1000,160,47,0,0.551,0,0.441,0.008
200,1000,600,1000,160,47,1,0.119,0.048,0.821,0.012
200,1000,600,1000,170,47,0,0.861,0,0.139,0
200,1000,600,1000,170,47,1,0.499,0.032,0.466,0.003
200,1000,700,800,130,47,0,0,0.053,0.936,0.011
200,1000,700,800,130,47,1,0,0.233,0.767,0
200,1000,700,800,140,47,0,0.004,0.007,0.856,0.133
200,1000,700,800,140,47,1,0,0.038,0.951,0.011
200,1000,700,800,150,47,0,0.206,0.003,0.446,0.345
200,1000,700,800,150,47,1,0.015,0.01,0.811,0.164
200,1000,700,800,160,47,0,0.79,0,0.104,0.106
200,1000,700,800,160,47,1,0.286,0.001,0.469,0.244
200,1000,700,800,170,47,0,0.991,0,0.008,0.001
200,1000,700,800,170,47,1,0.783,0,0.171,0.046
200,1000,700,900,130,47,0,0,0.056,0.944,0
200,1000,700,900,130,47,1,0,0.198,0.802,0
200,1000,700,900,140,47,0,0.013,0.012,0.949,0.026
200,1000,700,900,140,47,1,0,0.04,0.955,0.005
200,1000,700,900,150,47,0,0.165,0.001,0.71,0.124
200,1000,700,900,150,47,1,0.009,0.013,0.928,0.05
200,1000,700,900,160,47,0,0.68,0,0.275,0.045
200,1000,700,900,160,47,1,0.228,0.005,0.633,0.134
200,1000,700,900,170,47,0,0.951,0,0.047,0.002
200,1000,700,900,170,47,1,0.707,0.001,0.259,0.033
200,1000,700,1000,130,47,0,0,0.075,0.925,0
200,1000,700,1000,130,47,1,0,0.194,0.806,0
200,1000,700,1000,140,47,0,0.008,0.024,0.966,0.002
200,1000,700,1000,140,47,1,0,0.051,0.948,0.001
200,1000,700,1000,150,47,0,0.126,0.001,0.845,0.028
200,1000,700,1000,150,47,1,0.007,0.028,0.954,0.011
200,1000,700,1000,160,47,0,0.528,0,0.449,0.023
200,1000,700,1000,160,47,1,0.151,0.01,0.795,0.044
200,1000,700,1000,170,47,0,0.881,0,0.119,0
200,1000,700,1000,170,47,1,0.602,0.002,0.387,0.009
200,1000,800,900,130,47,0,0.001,0.06,0.937,0.002
200,1000,800,900,130,47,1,0,0.192,0.807,0.001
200,1000,800,900,140,47,0,0.001,0.006,0.905,0.088
200,1000,800,900,140,47,1,0,0.028,0.964,0.008
200,1000,800,900,150,47,0,0.153,0.001,0.513,0.333
200,1000,800,900,150,47,1,0.006,0.009,0.862,0.123
200,1000,800,900,160,47,0,0.678,0,0.177,0.145
200,1000,800,900,160,47,1,0.19,0.002,0.529,0.279
200,1000,800,900,170,47,0,0.956,0,0.037,0.007
200,1000,800,900,170,47,1,0.712,0,0.214,0.074
200,1000,800,1000,130,47,0,0,0.046,0.954,0
200,1000,800,1000,130,47,1,0,0.169,0.831,0
200,1000,800,1000,140,47,0,0.002,0.009,0.974,0.015
200,1000,800,1000,140,47,1,0,0.052,0.947,0.001
200,1000,800,1000,150,47,0,0.105,0.002,0.811,0.082
200,1000,800,1000,150,47,1,0.003,0.015,0.951,0.031
200,1000,800,1000,160,47,0,0.562,0,0.383,0.055
200,1000,800,1000,160,47,1,0.161,0.005,0.703,0.131
200,1000,800,1000,170,47,0,0.89,0,0.105,0.005
200,1000,800,1000,170,47,1,0.642,0,0.31,0.048
200,1000,900,1000,130,47,0,0,0.058,0.939,0.003
200,1000,900,1000,130,47,1,0,0.16,0.84,0
200,1000,900,1000,140,47,0,0.004,0.008,0.945,0.043
200,1000,900,1000,140,47,1,0,0.034,0.962,0.004
200,1000,900,1000,150,47,0,0.073,0,0.728,0.199
200,1000,900,1000,150,47,1,0.003,0.018,0.912,0.067
200,1000,900,1000,160,47,0,0.526,0,0.323,0.151
200,1000,900,1000,160,47,1,0.129,0.004,0.627,0.24
200,1000,900,1000,170,47,0,0.893,0,0.097,0.01
200,1000,900,1000,170,47,1,0.636,0.001,0.277,0.086
300,400,200,300,130,47,0,0.043,0.486,0.42,0.051
300,400,200,300,130,47,1,0,0.968,0.031,0.001
300,400,200,300,140,47,0,0.487,0.091,0.312,0.11
300,400,200,300,140,47,1,0.066,0.728,0.16,0.046
300,400,200,300,150,47,0,0.942,0.006,0.04,0.012
300,400,200,300,150,47,1,0.487,0.36,0.107,0.046
300,400,200,300,160,47,0,0.999,0.001,0,0
300,400,200,300,160,47,1,0.861,0.121,0.015,0.003
300,400,200,300,170,47,0,1,0,0,0
300,400,200,300,170,47,1,0.971,0.029,0,0
300,400,200,400,130,47,0,0.021,0.396,0.548,0.035
300,400,200,400,130,47,1,0,0.952,0.047,0.001
300,400,200,400,140,47,0,0.429,0.06,0.43,0.081
300,400,200,400,140,47,1,0.052,0.724,0.195,0.029
300,400,200,400,150,47,0,0.901,0.007,0.075,0.017
300,400,200,400,150,47,1,0.395,0.409,0.169,0.027
300,400,200,400,160,47,0,0.998,0,0.002,0
300,400,200,400,160,47,1,0.821,0.14,0.039,0
300,400,200,400,170,47,0,1,0,0,0
300,400,200,400,170,47,1,0.963,0.035,0.002,0
300,400,200,500,130,47,0,0.029,0.315,0.624,0.032
300,400,200,500,130,47,1,0,0.935,0.062,0.003
300,400,200,500,140,47,0,0.327,0.035,0.553,0.085
300,400,200,500,140,47,1,0.03,0.682,0.269,0.019
300,400,200,500,150,47,0,0.883,0.002,0.091,0.024
300,400,200,500,150,47,1,0.377,0.314,0.283,0.026
300,400,200,500,160,47,0,0.993,0,0.007,0
300,400,200,500,160,47,1,0.791,0.132,0.072,0.005
300,400,200,500,170,47,0,1,0,0,0
300,400,200,500,170,47,1,0.967,0.029,0.004,0
300,400,200,600,130,47,0,0.011,0.288,0.682,0.019
300,400,200,600,130,47,1,0,0.927,0.072,0.001
300,400,200,600,140,47,0,0.265,0.057,0.592,0.086
300,400,200,600,140,47,1,0.027,0.683,0.269,0.021
300,400,200,600,150,47,0,0.831,0.003,0.14,0.026
300,400,200,600,150,47,1,0.291,0.384,0.283,0.042
300,400,200,600,160,47,0,0.992,0,0.008,0
300,400,200,600,160,47,1,0.746,0.142,0.105,0.007
300,400,200,600,170,47,0,1,0,0,0
300,400,200,600,170,47,1,0.962,0.026,0.012,0
300,400,200,700,130,47,0,0.017,0.271,0.689,0.023
300,400,200,700,130,47,1,0,0.909,0.09,0.001
300,400,200,700,140,47,0,0.218,0.033,0.634,0.115
300,400,200,700,140,47,1,0.012,0.683,0.289,0.016
300,400,200,700,150,47,0,0.769,0.003,0.174,0.054
300,400,200,700,150,47,1,0.204,0.491,0.261,0.044
300,400,200,700,160,47,0,0.984,0,0.014,0.002
300,400,200,700,160,47,1,0.655,0.193,0.136,0.016
300,400,200,700,170,47,0,1,0,0,0
300,400,200,700,170,47,1,0.937,0.042,0.021,0
300,400,200,800,130,47,0,0.006,0.279,0.695,0.02
300,400,200,800,130,47,1,0,0.913,0.087,0
300,400,200,800,140,47,0,0.171,0.044,0.676,0.109
300,400,200,800,140,47,1,0.008,0.716,0.256,0.02
300,400,200,800,150,47,0,0.732,0,0.2,0.068
300,400,200,800,150,47,1,0.127,0.561,0.253,0.059
300,400,200,800,160,47,0,0.98,0,0.018,0.002
300,400,200,800,160,47,1,0.524,0.284,0.172,0.02
300,400,200,800,170,47,0,1,0,0,0
300,400,200,800,170,47,1,0.866,0.096,0.038,0
300,400,200,900,130,47,0,0.007,0.265,0.713,0.015
300,400,200,900,130,47,1,0,0.886,0.114,0
300,400,200,900,140,47,0,0.104,0.031,0.745,0.12
300,400,200,900,140,47,1,0.001,0.741,0.24,0.018
300,400,200,900,150,47,0,0.68,0.001,0.219,0.1
300,400,200,900,150,47,1,0.084,0.553,0.292,0.071
300,400,200,900,160,47,0,0.971,0,0.024,0.005
300,400,200,900,160,47,1,0.404,0.399,0.164,0.033
300,400,200,900,170,47,0,0.999,0,0.001,0
300,400,200,900,170,47,1,0.726,0.207,0.067,0
300,400,200,1000,130,47,0,0.001,0.216,0.769,0.014
300,400,200,1000,130,47,1,0,0.902,0.098,0
300,400,200,1000,140,47,0,0.119,0.044,0.708,0.129
300,400,200,1000,140,47,1,0.006,0.734,0.236,0.024
300,400,200,1000,150,47,0,0.547,0.002,0.29,0.161
300,400,200,1000,150,47,1,0.058,0.583,0.286,0.073
