iteration,hatchSuccess,hatchDays,neglect,maxNeglect,endEnergy_M,meanEnergy_M,varEnergy_M,endEnergy_F,meanEnergy_F,varEnergy_F,meanIncubation_M,varIncubation_M,numIncubation_M,meanForaging_M,varForaging_M,numForaging_M,meanIncubation_F,varIncubation_F,numIncubation_F,meanForaging_F,varForaging_F,numForaging_F,incubationMetabolism,foragingMetabolism,minEnergyThreshold,maxEnergyThreshold
22889,1,31,0,0,48.7927,75.6021,364.149,64.364,79.3035,171.882,1.66667,2.44444,9,1.5,1,8,1.44444,0.91358,9,1.66667,2.44444,9,10,15,15,80
22890,0,31,9,9,62.414,56.2514,735.988,35.2629,56.8403,686.105,2.75,9.1875,4,1,0,3,2.2,5.76,5,2.75,9.1875,4,10,16,15,80
22891,1,31,2,2,17.7116,68.141,548.091,37.9226,57.4181,809.65,2.28571,4.77551,7,2,5,6,1.85714,4.40816,7,1.5,1.25,6,10,17,15,80
22892,0,31,10,10,50.3956,55.4694,771.37,47.1659,58.6137,637.578,2.5,6.75,4,1,0,3,2.2,5.76,5,2.5,6.75,4,10,18,15,80
22893,0,31,9,9,38.9984,53.4376,796.614,21.9392,69.9646,263.483,2.75,6.1875,4,1,0,3,2.2,5.76,5,5,40.5,4,10,19,15,80
22894,0,31,14,8,6.36499,49.974,850.91,1.58492,27.921,789.839,4,9,2,14,0,1,4.5,12.25,2,1,0,1,10,20,15,80
22895,0,31,14,14,32.8475,50.8092,503.592,-19.9114,37.4846,1558.04,2.33333,3.55556,3,1,0,2,2.5,6.75,4,2.33333,3.55556,3,10,21,15,80
22896,0,31,21,21,-19.91,43.1453,1195.03,-60.7757,-1.40733,2726.72,1,0,1,nan,nan,0,4.5,12.25,2,1,0,1,10,22,15,80
22897,0,31,21,21,-22.0452,30.6338,1031.3,-50.0105,9.22641,1706.95,1,0,1,nan,nan,0,4.5,12.25,2,1,0,1,10,23,15,80
22898,0,31,21,21,-30.3853,20.0107,1314.01,-28.5576,30.572,1059.43,4,9,2,1,0,1,1,0,2,1,0,1,10,24,15,80
22899,0,31,21,21,-103.507,-12.3498,4010.19,-92.7205,4.0559,3178.32,4,9,2,1,0,1,1,0,2,1,0,1,10,25,15,80
22900,1,31,0,0,220.719,165.121,1477.59,228.332,161.761,1485.19,1,0,15,1,0,15,1,0,16,1,0,15,10,1,15,80
22901,1,31,0,0,223.874,166.598,1422.87,230.289,155.272,1830.08,1,0,15,1,0,15,1,0,16,1,0,15,10,2,15,80
22902,1,31,0,0,210.228,162.249,1065.02,195.19,136.52,784.822,1,0,15,1,0,15,1,0,16,1,0,15,10,3,15,80
22903,1,31,0,0,201.103,158.889,1075,178.061,127.195,936.599,1,0,15,1,0,15,1,0,16,1,0,15,10,4,15,80
22904,1,31,0,0,162.347,137.981,406.965,153.82,120.868,234.911,1,0,15,1,0,15,1,0,16,1,0,15,10,5,15,80
22905,1,31,0,0,178.74,144.095,698.469,137.83,117.723,115.877,1,0,15,1,0,15,1,0,16,1,0,15,10,6,15,80
22906,1,31,0,0,218.386,164.009,1229.23,145.113,116.521,192.003,1,0,15,1,0,15,1,0,16,1,0,15,10,7,15,80
22907,1,31,0,0,121.097,112.208,107.539,111.694,109.355,52.1228,1,0,15,1,0,15,1,0,16,1,0,15,10,8,15,80
22908,1,31,0,0,123.07,120.274,136.055,140.573,120.933,187.389,1,0,15,1,0,15,1,0,16,1,0,15,10,9,15,80
22909,1,31,0,0,74.3427,86.2652,45.4536,124.361,101.776,101.535,1,0,15,1,0,15,1,0,16,1,0,15,10,10,15,80
22910,1,31,0,0,104.296,89.6345,65.3334,78.2039,96.6002,145.405,1,0,15,1.07143,0.0663265,14,1.06667,0.0622222,15,1,0,15,10,11,15,80
22911,1,31,0,0,73.9866,81.6024,127.571,73.5732,79.0585,112.252,1.44444,0.469136,9,1.55556,0.691358,9,1.5,0.65,10,1.44444,0.469136,9,10,12,15,80
22912,1,31,0,0,73.0953,89.0545,150.77,43.0762,81.4193,142.424,1.16667,0.138889,12,1,0,11,1,0,12,1.16667,0.138889,12,10,13,15,80
22913,1,31,0,0,53.29,82.0101,232.354,59.822,76.6705,188.327,1.44444,0.469136,9,1.44444,0.91358,9,1.4,0.84,10,1.44444,0.469136,9,10,14,15,80
22914,1,31,3,3,85.928,69.238,430.604,40.6298,71.8843,774.764,1.57143,1.95918,7,2.57143,9.67347,7,2,4,8,1.57143,1.95918,7,10,15,15,80
22915,1,31,3,3,20.0592,65.7999,436.323,24.5519,55.5523,656.438,3.2,8.16,5,3.5,14.25,4,2.4,5.44,5,2,3,4,10,16,15,80
22916,1,31,3,3,37.5437,69.8204,451.87,16.7498,59.0592,748.839,2,4,5,2.8,12.96,5,2,5,6,2,4,5,10,17,15,80
22917,1,31,9,5,24.0097,62.2419,685.6,55.0361,52.1827,568.605,4.33333,6.22222,3,6,25,2,3,8,3,3,4,2,10,18,15,80
22918,0,31,11,8,20.2326,53.2472,929.883,15.0988,35.8157,963.651,3.33333,10.8889,3,6,25,2,3.33333,10.8889,3,1,0,2,10,19,15,80
22919,0,31,19,19,48.7167,67.4153,138.046,-15.5364,14.1343,2059.27,1.5,0.25,2,1,0,1,3,8,3,1.5,0.25,2,10,20,15,80
22920,0,31,16,16,13.9611,32.3374,568.83,22.0831,44.3188,652.34,7,0,1,nan,nan,0,4,9,2,7,0,1,10,21,15,80
22921,0,31,16,16,25.5437,42.5554,491.11,-11.3729,34.0378,1293.59,3,4,2,1,0,1,3,8,3,3,4,2,10,22,15,80
22922,0,31,21,21,-40.5034,10.5419,1739.57,-35.3896,26.1543,1355.62,4,9,2,1,0,1,1,0,2,1,0,1,10,23,15,80
22923,0,31,19,19,-59.3656,17.8078,2063.04,-52.2233,12.882,1952.63,4,9,2,3,0,1,2,1,2,1,0,1,10,24,15,80
22924,0,31,21,21,-60.7495,16.6018,1962.97,-71.0924,-0.14775,2426.23,1,0,1,nan,nan,0,4.5,12.25,2,1,0,1,10,25,15,80
22925,1,31,0,0,250.746,183.831,2223.32,245.044,171.75,1715.65,1,0,15,1,0,15,1,0,16,1,0,15,10,1,15,80
22926,1,31,0,0,208.78,162.645,1066.24,194.825,144.01,858.311,1,0,15,1,0,15,1,0,16,1,0,15,10,2,15,80
22927,1,31,0,0,211.291,158.503,1173.45,212.084,150.043,1096.29,1,0,15,1,0,15,1,0,16,1,0,15,10,3,15,80
22928,1,31,0,0,201.069,160.393,867.525,186.293,125.352,764.554,1,0,15,1,0,15,1,0,16,1,0,15,10,4,15,80
22929,1,31,0,0,182.881,143.591,853.021,181.015,134.866,714.625,1,0,15,1,0,15,1,0,16,1,0,15,10,5,15,80
22930,1,31,0,0,183.906,149.775,752.9,165.142,124.448,403.625,1,0,15,1,0,15,1,0,16,1,0,15,10,6,15,80
22931,1,31,0,0,135.074,131.211,176.895,169.314,126.863,351.342,1,0,15,1,0,15,1,0,16,1,0,15,10,7,15,80
22932,1,31,0,0,81.6521,93.4442,117.673,77.8298,83.3452,47.657,1.06667,0.0622222,15,1,0,14,1,0,15,1.06667,0.0622222,15,10,8,15,80
22933,1,31,0,0,143.103,131.745,227.879,91.8712,89.1232,86.5978,1,0,15,1,0,15,1,0,16,1,0,15,10,9,15,80
22934,1,31,0,0,113.645,112.798,75.4384,111.438,94.1823,62.6698,1,0,15,1,0,15,1,0,16,1,0,15,10,10,15,80
22935,1,31,0,0,74.0875,86.9535,115.681,83.1706,95.8596,92.7179,1,0,14,1.14286,0.122449,14,1.13333,0.115556,15,1,0,14,10,11,15,80
22936,1,31,0,0,72.0339,90.0721,177.111,76.8566,86.706,68.6074,1.21429,0.168367,14,1,0,13,1,0,14,1.21429,0.168367,14,10,12,15,80
22937,0,31,7,7,75.1378,60.7842,665.885,60.5786,62.9792,526.643,2.2,3.76,5,3.8,26.16,5,2.16667,4.80556,6,2.2,3.76,5,10,13,15,80
22938,1,31,2,2,78.5327,74.387,302.716,9.71264,65.7825,514.879,2,1.33333,6,3,8.33333,6,2.42857,4.53061,7,2,1.33333,6,10,14,15,80
22939,1,31,2,2,34.9238,62.2492,731.244,40.4748,65.5571,295.449,2.8,7.36,5,2.25,2.6875,4,2,2.4,5,3.2,12.16,5,10,15,15,80
22940,0,31,8,8,78.9331,62.1118,561.403,38.8435,57.5583,766.649,3.33333,6.88889,3,6.66667,44.2222,3,3.25,8.1875,4,3.33333,6.88889,3,10,16,15,80
22941,0,31,7,7,45.4215,52.9884,773.245,38.6632,64.7845,354.495,2.75,6.1875,4,2,2,3,1.75,1.6875,4,4.5,30.25,4,10,17,15,80
22942,0,31,11,11,50.1382,68.9935,285.153,70.734,57.2653,564.025,2,2,3,6.66667,64.2222,3,2.5,6.75,4,2,2,3,10,18,15,80
22943,1,31,11,6,24.4513,41.1302,1007.43,18.3757,58.2387,729.046,3.33333,10.8889,3,1,0,2,2.5,6.75,4,5,32,3,10,19,15,80
22944,0,31,13,12,24.2998,51.0691,870.588,0.731684,28.7971,912.858,3,8,3,4.5,12.25,2,3,8,3,1,0,2,10,20,15,80
22945,0,31,21,21,-0.329758,30.6605,744.756,21.7597,45.7901,567.996,4,9,2,1,0,1,1,0,2,1,0,1,10,21,15,80
22946,0,31,19,19,33.6115,59.5421,386.117,-31.5783,14.2586,2012.55,1.5,0.25,2,1,0,1,3,8,3,1.5,0.25,2,10,22,15,80
22947,0,31,20,20,-29.2762,13.682,1782.49,-30.1135,34.3318,1422.03,4.5,12.25,2,1,0,1,1,0,2,1,0,1,10,23,15,80
22948,0,31,21,21,-62.1664,-1.86258,2757.81,-9.35853,42.0053,1049.84,4,9,2,1,0,1,1,0,2,1,0,1,10,24,15,80
22949,0,31,22,22,-38.7171,26.648,1695.28,-116.057,-18.7527,4161.74,1,0,1,nan,nan,0,4,9,2,1,0,1,10,25,15,80
22950,1,31,0,0,233.056,177.004,1566.99,222.441,149.84,1248.46,1,0,15,1,0,15,1,0,16,1,0,15,10,1,15,80
22951,1,31,0,0,229.44,176.733,1464.62,213.129,153.981,1395.85,1,0,15,1,0,15,1,0,16,1,0,15,10,2,15,80
22952,1,31,0,0,189.13,143.667,999.937,187.779,138.975,586.849,1,0,15,1,0,15,1,0,16,1,0,15,10,3,15,80
22953,1,31,0,0,172.426,144.109,537.234,173.452,125.683,417.152,1,0,15,1,0,15,1,0,16,1,0,15,10,4,15,80
22954,1,31,0,0,129.059,127.92,192.734,161.634,123.006,381.229,1,0,15,1,0,15,1,0,16,1,0,15,10,5,15,80
22955,1,31,0,0,133.427,111.651,189.257,150.049,128.434,323.756,1,0,15,1,0,15,1,0,16,1,0,15,10,6,15,80
22956,1,31,0,0,171.621,137.647,467.988,161.657,111.103,695.013,1,0,15,1,0,15,1,0,16,1,0,15,10,7,15,80
22957,1,31,0,0,144.601,126.417,401.629,138.884,111.312,136.439,1,0,15,1,0,15,1,0,16,1,0,15,10,8,15,80
22958,1,31,0,0,129.853,118.909,121.937,97.3042,95.7927,63.2399,1,0,15,1,0,15,1,0,16,1,0,15,10,9,15,80
22959,1,31,0,0,60.4899,88.5939,230.903,85.7168,82.5286,58.1219,1.41667,0.409722,12,1.09091,0.0826446,11,1.08333,0.0763889,12,1.41667,0.409722,12,10,10,15,80
22960,1,31,0,0,113.08,107.602,57.5351,99.1871,90.594,62.7847,1,0,15,1,0,15,1,0,16,1,0,15,10,11,15,80
22961,1,31,0,0,30.5715,77.645,349.024,87.1342,75.084,504.178,1.77778,2.61728,9,1.625,2.73438,8,1.55556,2.46914,9,1.77778,2.61728,9,10,12,15,80
22962,1,31,0,0,46.8443,70.6928,853.455,43.1812,74.7359,143.927,2.28571,4.20408,7,1.33333,0.555556,6,1.28571,0.489796,7,2.28571,4.20408,7,10,13,15,80
22963,1,31,2,2,49.9555,61.2486,769.935,15.7693,67.1304,374.867,2.6,5.44,5,1.75,1.6875,4,2.66667,6.88889,6,3,9.6,5,10,14,15,80
22964,1,31,0,0,60.4459,79.4929,269.931,26.5736,69.9375,663.281,1.375,0.984375,8,2,5.25,8,1.88889,4.76543,9,1.375,0.984375,8,10,15,15,80
22965,1,31,5,5,27.1953,59.8868,730.891,58.3222,58.3786,518.604,2.8,4.96,5,2.75,6.1875,4,2.4,5.44,5,1.75,0.6875,4,10,16,15,80
22966,0,31,11,11,62.768,53.9592,828.021,43.9158,71.1263,209.269,5,16,2,8.5,56.25,2,2.33333,3.55556,3,10.5,90.25,2,10,17,15,80
22967,0,31,9,8,56.1411,63.193,737.851,13.541,34.7791,1304.99,2.75,9.1875,4,3.66667,14.2222,3,2.75,9.1875,4,1,0,3,10,18,15,80
22968,0,31,13,13,52.9433,47.98,600.904,23.6237,49.1673,724.516,4,9,2,1,0,1,3.33333,10.8889,3,4,9,2,10,19,15,80
22969,0,31,9,7,12.6295,38.0754,1411.62,2.22989,57.7822,1148.05,3.66667,14.2222,3,1,0,2,2.75,9.1875,4,4.33333,22.2222,3,10,20,15,80
22970,0,31,14,14,-28.3999,35.305,1627.67,-3.06775,33.5956,905.851,3,8,3,3.5,6.25,2,2.66667,5.55556,3,1,0,2,10,21,15,80
22971,0,31,13,13,-28.8443,21.4252,1481.97,-7.12223,43.2883,1185.45,4.5,12.25,2,1,0,1,3,8,3,4.5,12.25,2,10,22,15,80
22972,0,31,20,20,-46.49,13.3837,2040.54,-34.8194,25.8035,1431.3,4.5,12.25,2,1,0,1,1,0,2,1,0,1,10,23,15,80
22973,0,31,21,21,-28.2206,16.6575,1413.35,-10.8848,35.1735,765.982,4,9,2,1,0,1,1,0,2,1,0,1,10,24,15,80
22974,0,31,20,20,-121.043,-19.1655,5224.45,-78.2129,6.62334,3162.16,4.5,12.25,2,1,0,1,1,0,2,1,0,1,10,25,15,80
22975,1,31,0,0,231.871,169.916,1588.03,229.481,163.162,1576.6,1,0,15,1,0,15,1,0,16,1,0,15,10,1,15,80
22976,1,31,0,0,265.534,196.207,2422.75,231.875,153.317,1615.93,1,0,15,1,0,15,1,0,16,1,0,15,10,2,15,80
22977,1,31,0,0,201.252,168.431,935.186,223.459,158.494,1539.85,1,0,15,1,0,15,1,0,16,1,0,15,10,3,15,80
22978,1,31,0,0,207.507,153.178,812.235,173.489,138.165,478.275,1,0,15,1,0,15,1,0,16,1,0,15,10,4,15,80
22979,1,31,0,0,181.201,149.794,567.719,181.895,133.943,739.046,1,0,15,1,0,15,1,0,16,1,0,15,10,5,15,80
22980,1,31,0,0,140.184,126.332,166.829,154.091,114.799,399.203,1,0,15,1,0,15,1,0,16,1,0,15,10,6,15,80
22981,1,31,0,0,151.651,133.757,245.6,151.062,114.414,391.187,1,0,15,1,0,15,1,0,16,1,0,15,10,7,15,80
22982,1,31,0,0,151.713,132.239,327.198,99.4731,103.041,63.0327,1,0,15,1,0,15,1,0,16,1,0,15,10,8,15,80
22983,1,31,0,0,129.282,124.177,196.036,121.963,107.022,97.8577,1,0,15,1,0,15,1,0,16,1,0,15,10,9,15,80
22984,1,31,0,0,84.6315,90.6937,139.2,86.004,85.6827,58.0977,1.14286,0.122449,14,1,0,14,1,0,15,1.14286,0.122449,14,10,10,15,80
22985,1,31,0,0,113.074,105.404,98.3235,99.1366,98.7719,58.6063,1,0,15,1,0,15,1,0,16,1,0,15,10,11,15,80
22986,1,31,0,0,61.2524,83.2135,135.985,73.5789,88.7585,145.158,1.25,0.354167,12,1.18182,0.14876,11,1.16667,0.138889,12,1.25,0.354167,12,10,12,15,80
22987,1,31,0,0,45.0159,69.4844,454.133,31.8425,65.8838,695.507,1.83333,3.47222,6,2.33333,4.88889,6,2.14286,4.40816,7,1.83333,3.47222,6,10,13,15,80
22988,1,31,0,0,71.1665,81.6511,427.7,35.8886,79.0273,195.546,1.5,2.25,10,1,0,9,1,0,10,1.5,2.25,10,10,14,15,80
22989,1,31,4,4,36.0663,62.8898,731.745,74.7537,69.488,275.228,3,6.8,5,2.25,2.6875,4,2,2.4,5,3.8,17.36,5,10,15,15,80
22990,1,31,2,2,9.69479,69.5423,577.651,30.3086,62.3511,659.514,2.28571,4.20408,7,2,3.33333,6,1.85714,2.97959,7,1.5,0.583333,6,10,16,15,80
22991,1,31,6,5,12.3323,61.8419,419.944,60.369,51.3944,885.831,3.5,6.75,4,5,32,3,2.75,9.1875,4,2.33333,3.55556,3,10,17,15,80
22992,0,31,17,17,37.295,40.0384,1359.33,56.74,56.4708,324.268,3.66667,9.55556,3,1,0,2,1,0,3,1.5,0.25,2,10,18,15,80
22993,0,31,16,16,74.5714,67.8635,265.526,24.4646,42.225,924.978,1.66667,0.888889,3,1,0,2,2.5,6.75,4,1.66667,0.888889,3,10,19,15,80
22994,0,31,11,9,11.2126,53.8748,810.547,-4.33329,30.2594,1456.72,3,8,3,6,25,2,3.66667,14.2222,3,1,0,2,10,20,15,80
22995,0,31,19,19,39.2869,64.7756,190.473,-18.8195,25.2643,1392.72,1,0,2,1,0,1,3.33333,10.8889,3,1,0,2,10,21,15,80
22996,0,31,21,21,-0.902426,35.3697,771.446,-39.8123,15.6625,1292.48,1,0,1,nan,nan,0,4.5,12.25,2,1,0,1,10,22,15,80
22997,0,31,19,19,-65.2707,15.2651,2583.93,-25.8637,28.874,1855.29,3,8,3,1,0,2,1,0,3,1,0,2,10,23,15,80
22998,0,31,21,21,-51.0143,10.5724,1899.39,-14.7766,29.4904,843.242,9,0,1,nan,nan,0,1,0,1,nan,nan,0,10,24,15,80
22999,0,31,20,20,-64.0529,13.0532,2322.79,-106.897,-4.72415,3853.98,1,0,2,1,0,1,3,8,3,1,0,2,10,25,15,80
23000,1,31,0,0,223.343,168.038,1390.47,209.658,145.28,1663.06,1,0,15,1,0,15,1,0,16,1,0,15,10,1,15,80
23001,1,31,0,0,256.625,191.047,2136.96,200.459,154.159,1254.02,1,0,15,1,0,15,1,0,16,1,0,15,10,2,15,80
23002,1,31,0,0,204.917,158.639,1236.66,231.075,156.093,1548.17,1,0,15,1,0,15,1,0,16,1,0,15,10,3,15,80
23003,1,31,0,0,212.919,160.386,1297.25,158.677,122.19,340.521,1,0,15,1,0,15,1,0,16,1,0,15,10,4,15,80
23004,1,31,0,0,176.6,146.334,558.23,190.809,141.421,736.549,1,0,15,1,0,15,1,0,16,1,0,15,10,5,15,80
23005,1,31,0,0,147.035,127.508,291.471,157.871,122.76,360.718,1,0,15,1,0,15,1,0,16,1,0,15,10,6,15,80
23006,1,31,0,0,132.128,118.112,217.34,158.109,131.066,274.907,1,0,15,1,0,15,1,0,16,1,0,15,10,7,15,80
23007,1,31,0,0,143.233,121.216,219.302,147.845,114.893,154.414,1,0,15,1,0,15,1,0,16,1,0,15,10,8,15,80
23008,1,31,0,0,145.972,136.515,353.332,113.549,104.221,60.0586,1,0,15,1,0,15,1,0,16,1,0,15,10,9,15,80
23009,1,31,0,0,112.88,108.369,69.8141,87.2467,83.2619,50.9021,1.06667,0.0622222,15,1,0,14,1,0,15,1.06667,0.0622222,15,10,10,15,80
23010,1,31,0,0,87.9705,99.9072,55.3216,77.1373,86.747,68.5148,1.06667,0.0622222,15,1,0,14,1,0,15,1.06667,0.0622222,15,10,11,15,80
23011,1,31,0,0,39.2368,76.8163,282.793,43.4834,65.6766,766.078,1.5,1.25,6,2.5,6.58333,6,2.28571,5.91837,7,1.5,1.25,6,10,12,15,80
23012,1,31,0,0,49.8479,87.8904,360.701,80.7951,82.8746,94.6823,1.45455,1.33884,11,1.2,0.36,10,1.18182,0.330579,11,1.45455,1.33884,11,10,13,15,80
23013,1,31,5,5,50.6879,66.3101,832.137,79.5372,76.1057,125.307,2.5,4.58333,6,1.6,1.44,5,1.5,1.25,6,3.33333,15.5556,6,10,14,15,80
23014,1,31,5,5,38.0255,59.368,745.619,81.4617,55.4867,671.874,2.8,7.36,5,2.5,6.75,4,2.2,5.76,5,3.8,21.76,5,10,15,15,80
23015,0,31,7,7,78.1979,76.7142,228.545,46.7052,65.3367,780.934,1.28571,0.489796,7,3,20.2857,7,1.875,3.85938,8,1.28571,0.489796,7,10,16,15,80
23016,1,31,6,6,32.2146,49.6669,849.19,36.4285,67.9633,234.714,3,6,4,2,2,3,1.75,1.6875,4,4.5,24.75,4,10,17,15,80
23017,0,31,7,7,44.8185,72.0992,221.983,10.1755,49.8138,1058.32,1.75,1.6875,4,4.5,30.25,4,2.4,5.44,5,1.75,1.6875,4,10,18,15,80
23018,0,31,12,12,58.8528,64.497,493.939,16.8711,52.097,907.049,2,3,4,1,0,3,2.2,5.76,5,2,3,4,10,19,15,80
23019,0,31,13,8,17.7168,57.8309,855.788,-14.026,21.9274,1368.5,3,8,3,6.5,30.25,2,3,8,3,1,0,2,10,20,15,80
23020,0,31,17,17,9.6711,33.4743,1155.16,7.70556,39.8044,478.475,4,9,2,5,0,1,3,4,2,1,0,1,10,21,15,80
23021,0,31,20,20,-61.8887,8.47404,2729.41,43.1959,52.4108,316.562,4.5,12.25,2,1,0,1,1,0,2,1,0,1,10,22,15,80
23022,0,31,18,18,-19.5625,24.939,1732.46,-25.3339,20.193,1475.25,3,8,3,1.5,0.25,2,1.33333,0.222222,3,1,0,2,10,23,15,80
23023,0,31,20,20,-42.4823,16.6986,1985.92,37.0783,65.236,187.156,4.5,12.25,2,1,0,1,1,0,2,1,0,1,10,24,15,80
23024,0,31,22,22,-44.5982,29.4585,1880.79,-72.5324,-1.92849,2421.38,1,0,1,nan,nan,0,4,9,2,1,0,1,10,25,15,80
23025,1,31,0,0,242.957,184.495,1780.02,242.402,164.189,1952.85,1,0,15,1,0,15,1,0,16,1,0,15,10,1,15,80
23026,1,31,0,0,221.655,169.921,1446.24,223.231,158.311,1531.9,1,0,15,1,0,15,1,0,16,1,0,15,10,2,15,80
23027,1,31,0,0,260.431,203.039,2409.76,206.985,148.822,1066.93,1,0,15,1,0,15,1,0,16,1,0,15,10,3,15,80
23028,1,31,0,0,160.438,130.333,524.546,198.623,137.926,1003.68,1,0,15,1,0,15,1,0,16,1,0,15,10,4,15,80
23029,1,31,0,0,144.254,126.339,145.37,146.983,114.217,352.489,1,0,15,1,0,15,1,0,16,1,0,15,10,5,15,80
23030,1,31,0,0,109.365,112.233,49.5613,143.109,115.683,209.918,1,0,15,1,0,15,1,0,16,1,0,15,10,6,15,80
23031,1,31,0,0,103.071,107.259,43.7216,120.603,96.0443,70.3196,1,0,15,1,0,15,1,0,16,1,0,15,10,7,15,80
23032,1,31,0,0,124.28,127.599,123.24,125.466,110.178,98.8728,1,0,15,1,0,15,1,0,16,1,0,15,10,8,15,80
23033,1,31,0,0,128.192,121.064,93.3044,111.967,106.247,51.4483,1,0,15,1,0,15,1,0,16,1,0,15,10,9,15,80
23034,1,31,0,0,96.0163,99.8261,39.7039,135.952,121.518,111.21,1,0,15,1,0,15,1,0,16,1,0,15,10,10,15,80
23035,1,31,0,0,92.8605,97.3466,65.2035,68.3281,86.1,51.3476,1,0,14,1.07143,0.0663265,14,1.06667,0.0622222,15,1,0,14,10,11,15,80
23036,1,31,0,0,54.3228,84.5482,182.136,69.1847,83.7387,178.756,1.2,0.36,10,1.4,0.84,10,1.36364,0.77686,11,1.2,0.36,10,10,12,15,80
23037,1,31,0,0,69.2246,78.7784,227.824,48.7612,81.6042,122.844,1.36364,0.77686,11,1,0,10,1,0,11,1.36364,0.77686,11,10,13,15,80
23038,1,31,0,0,32.9636,66.2045,605.641,51.3912,71.1627,379.26,2.14286,4.40816,7,1.83333,2.13889,6,1.71429,1.91837,7,2.14286,4.40816,7,10,14,15,80
23039,1,31,3,2,63.3043,62.2088,648.704,23.3494,57.5435,744.35,2.5,6.75,4,4.25,16.6875,4,3,7.6,5,2.75,9.1875,4,10,15,15,80
23040,1,31,6,5,30.5561,55.9511,733.28,44.5725,49.9416,896.471,3.5,6.75,4,3.66667,14.2222,3,2.75,9.1875,4,2.33333,3.55556,3,10,16,15,80
23041,0,31,6,5,9.14505,61.5094,924.078,7.79829,43.3376,1306.48,2.6,5.44,5,3,12,4,2.4,7.84,5,1.5,0.75,4,10,17,15,80
23042,0,31,10,8,25.1172,39.4554,937.41,47.5447,58.8994,544.608,3.33333,6.88889,3,1.5,0.25,2,2.75,6.1875,4,4,12.6667,3,10,18,15,80
23043,1,31,11,6,8.19516,58.9291,683.132,21.1263,42.9311,677.724,3.33333,6.88889,3,7.5,42.25,2,3.33333,10.8889,3,1.5,0.25,2,10,19,15,80
23044,0,31,19,19,-15.5471,24.3727,1541.38,32.5488,60.7002,271.423,5,16,2,1,0,1,1,0,2,1,0,1,10,20,15,80
23045,0,31,12,10,-14.0505,22.6226,1251.87,6.51856,47.4234,1138.36,4.5,12.25,2,1,0,1,3.33333,10.8889,3,5.5,20.25,2,10,21,15,80
23046,0,31,20,20,3.37412,40.15,862.661,-10.5001,25.6854,1149.13,1,0,2,1,0,1,3,8,3,1,0,2,10,22,15,80
23047,0,31,14,14,-79.2081,1.29734,2961.22,-50.9284,26.4899,2249.9,3.5,6.25,2,1,0,1,3.33333,10.8889,3,3.5,6.25,2,10,23,15,80
23048,0,31,21,21,-101.635,-6.65601,3580.45,-69.3011,12.9312,2223.08,4,9,2,1,0,1,1,0,2,1,0,1,10,24,15,80
23049,0,31,21,21,-56.4467,2.99588,2252.49,-52.2667,21.4252,2234.94,9,0,1,nan,nan,0,1,0,1,nan,nan,0,10,25,15,80
23050,1,31,0,0,248.799,189.646,2106.31,228.777,149.437,1775.99,1,0,15,1,0,15,1,0,16,1,0,15,10,1,15,80
23051,1,31,0,0,242.644,177.516,1663.62,233.563,154.993,1865.19,1,0,15,1,0,15,1,0,16,1,0,15,10,2,15,80
23052,1,31,0,0,204.292,157.63,922.947,181.604,128.893,642.723,1,0,15,1,0,15,1,0,16,1,0,15,10,3,15,80
23053,1,31,0,0,128.874,119.016,107.65,211.261,153.75,1107.46,1,0,15,1,0,15,1,0,16,1,0,15,10,4,15,80
23054,1,31,0,0,176.966,142.7,699.496,158.898,118.058,255.675,1,0,15,1,0,15,1,0,16,1,0,15,10,5,15,80
23055,1,31,0,0,164.625,146.439,459.332,166.923,128.433,386.985,1,0,15,1,0,15,1,0,16,1,0,15,10,6,15,80
23056,1,31,0,0,149.631,132.737,221.205,117.696,100.337,76.9297,1,0,15,1,0,15,1,0,16,1,0,15,10,7,15,80
23057,1,31,0,0,131.923,128.534,173.074,171.668,134.382,698.533,1,0,15,1,0,15,1,0,16,1,0,15,10,8,15,80
23058,1,31,0,0,84.5654,106.859,104.523,98.5118,106.087,76.4926,1,0,15,1,0,15,1,0,16,1,0,15,10,9,15,80
23059,1,31,0,0,123.956,120.692,98.1709,102.182,91.0651,52.391,1,0,15,1,0,15,1,0,16,1,0,15,10,10,15,80
23060,1,31,0,0,78.6815,102.197,111.282,106.415,111.846,145.164,1,0,15,1,0,15,1,0,16,1,0,15,10,11,15,80
23061,1,31,0,0,68.1265,90.6524,260.785,43.3915,75.2548,282.557,1.44444,0.469136,9,1.55556,1.58025,9,1.5,1.45,10,1.44444,0.469136,9,10,12,15,80
23062,1,31,0,0,25.9488,69.0436,689.839,66.9738,69.9731,328.139,2.83333,4.47222,6,2,4,5,1.83333,3.47222,6,2.83333,4.47222,6,10,13,15,80
23063,1,31,0,0,28.0125,70.4817,703.813,66.8564,73.2445,164.542,2.83333,4.13889,6,2,1.2,5,1.83333,1.13889,6,2.83333,4.13889,6,10,14,15,80
23064,1,31,2,2,77.3325,71.6163,373.854,18.7287,68.3179,459.395,2.8,2.56,5,1.75,0.6875,4,2.5,4.58333,6,2.8,2.56,5,10,15,15,80
23065,1,31,4,4,63.1343,61.7849,748.007,16.5874,63.8471,592.956,2.6,5.04,5,1.5,0.25,4,2.33333,4.55556,6,2.6,5.04,5,10,16,15,80
