iteration,hatchSuccess,hatchDays,neglect,maxNeglect,endEnergy_M,meanEnergy_M,varEnergy_M,endEnergy_F,meanEnergy_F,varEnergy_F,meanIncubation_M,varIncubation_M,numIncubation_M,meanForaging_M,varForaging_M,numForaging_M,meanIncubation_F,varIncubation_F,numIncubation_F,meanForaging_F,varForaging_F,numForaging_F,incubationMetabolism,foragingMetabolism,minEnergyThreshold,maxEnergyThreshold
4666,1,31,5,5,32.5148,71.0071,557.242,60.7455,59.7214,643.043,2.25,4.6875,4,3.75,22.6875,4,2.2,5.76,5,2.25,4.6875,4,10,17,15,80
4667,0,31,8,8,72.7589,60.3216,679.659,24.2882,55.2552,908.515,2.75,9.1875,4,1,0,3,2.4,7.84,5,2.75,9.1875,4,10,18,15,80
4668,0,31,16,16,54.5214,61.3355,234.94,47.5126,49.4571,679.922,1.66667,0.888889,3,1,0,2,2.5,6.75,4,1.66667,0.888889,3,10,19,15,80
4669,0,31,18,18,33.4219,43.7788,862.439,64.3631,64.3952,134.42,3.33333,10.8889,3,1,0,2,1,0,3,1,0,2,10,20,15,80
4670,0,31,17,17,-11.3005,29.1215,1023.65,14.2049,35.2562,1132.94,2.5,2.25,2,1,0,1,3,8,3,2.5,2.25,2,10,21,15,80
4671,0,31,22,22,30.9509,54.0165,425.412,-33.3007,11.7921,1576.34,1,0,1,nan,nan,0,4,9,2,1,0,1,10,22,15,80
4672,0,31,22,22,-15.0921,31.4772,1005.38,-23.3103,19.548,970.636,1,0,1,nan,nan,0,4,9,2,1,0,1,10,23,15,80
4673,0,31,21,21,3.46512,44.0246,539.022,-69.2688,-0.47916,2432.91,1,0,1,nan,nan,0,4.5,12.25,2,1,0,1,10,24,15,80
4674,0,31,20,20,-84.4946,-2.01804,3111.84,-77.6465,1.65892,2831.93,4.5,12.25,2,1,0,1,1,0,2,1,0,1,10,25,15,80
4675,1,31,0,0,258.378,185.721,2425.78,250.016,168.184,2163.63,1,0,15,1,0,15,1,0,16,1,0,15,10,1,15,80
4676,1,31,0,0,225.054,173.511,1305.76,224.287,162.243,1468.42,1,0,15,1,0,15,1,0,16,1,0,15,10,2,15,80
4677,1,31,0,0,207.257,154.412,1073.92,220.032,149.527,1591.87,1,0,15,1,0,15,1,0,16,1,0,15,10,3,15,80
4678,1,31,0,0,220.163,165.964,1467.66,210.764,147.494,1196.66,1,0,15,1,0,15,1,0,16,1,0,15,10,4,15,80
4679,1,31,0,0,189.957,148.65,836.387,168.381,134.347,457.325,1,0,15,1,0,15,1,0,16,1,0,15,10,5,15,80
4680,1,31,0,0,139.839,124.382,141.732,142.647,118.732,250.204,1,0,15,1,0,15,1,0,16,1,0,15,10,6,15,80
4681,1,31,0,0,139.456,125.664,335.221,167.301,120.72,416.475,1,0,15,1,0,15,1,0,16,1,0,15,10,7,15,80
4682,1,31,0,0,147.847,137.019,160.248,149.086,116.097,307.342,1,0,15,1,0,15,1,0,16,1,0,15,10,8,15,80
4683,1,31,0,0,95.9324,107.517,59.1685,106.86,89.0877,45.7403,1,0,15,1,0,15,1,0,16,1,0,15,10,9,15,80
4684,1,31,0,0,105.125,106.179,50.5331,132.858,108.806,109.837,1,0,15,1,0,15,1,0,16,1,0,15,10,10,15,80
4685,1,31,0,0,106.845,94.6161,93.0397,80.9912,91.2253,49.2582,1,0,15,1.07143,0.0663265,14,1.06667,0.0622222,15,1,0,15,10,11,15,80
4686,1,31,0,0,58.1065,85.8345,344.592,68.7841,80.9415,104.682,1.6,0.84,10,1.22222,0.17284,9,1.2,0.16,10,1.6,0.84,10,10,12,15,80
4687,1,31,0,0,45.2545,77.6331,150.288,51.1909,77.0438,408.172,1.42857,0.530612,7,2.14286,2.40816,7,2,2.25,8,1.42857,0.530612,7,10,13,15,80
4688,1,31,0,0,58.1003,61.9732,509.911,27.1335,73.3412,460.014,2.6,5.44,5,2.5,1.25,4,2.2,1.36,5,2.6,5.44,5,10,14,15,80
4689,1,31,1,1,17.5761,70.6115,470.632,51.9572,57.6369,712.894,3.4,6.24,5,3.25,11.1875,4,2.6,7.44,5,2.25,1.1875,4,10,15,15,80
4690,1,31,5,5,43.7493,55.6131,898.311,29.7499,72.7254,271.751,2.4,7.84,5,1.5,0.75,4,1.4,0.64,5,3.4,23.04,5,10,16,15,80
4691,0,31,9,7,35.6174,48.6448,1121.04,42.8125,59.7483,666.404,2.75,9.1875,4,1,0,3,2.2,5.76,5,3.25,15.1875,4,10,17,15,80
4692,0,31,7,7,31.2132,59.6831,413.731,49.1821,49.4678,707.174,2.33333,3.55556,3,5.66667,34.8889,3,2.75,6.1875,4,2.33333,3.55556,3,10,18,15,80
4693,0,31,12,12,6.58167,47.6409,1008.82,32.7018,43.2229,819.338,2.5,6.75,4,2.66667,5.55556,3,2.25,4.6875,4,1,0,3,10,19,15,80
4694,0,31,19,19,67.6689,63.2588,199.971,-34.8543,20.0894,1602.03,1,0,2,1,0,1,3.33333,10.8889,3,1,0,2,10,20,15,80
4695,0,31,18,18,8.74897,38.6114,630.728,-14.9224,26.1906,1554.52,2,1,2,1,0,1,3,8,3,2,1,2,10,21,15,80
4696,0,31,18,18,-15.4922,27.7908,1642.79,-22.8431,41.4549,1238.86,3.33333,10.8889,3,1,0,2,1,0,3,1,0,2,10,22,15,80
4697,0,31,21,21,-47.8527,10.3063,1832.94,-24.7325,35.3925,1418.02,4,9,2,1,0,1,1,0,2,1,0,1,10,23,15,80
4698,0,31,22,22,4.29183,35.7145,734.376,-92.8677,0.0366759,2383.77,1,0,1,nan,nan,0,4,9,2,1,0,1,10,24,15,80
4699,0,31,20,20,-82.6369,1.83187,2841.35,-107.309,2.75643,3503.8,4.5,12.25,2,1,0,1,1,0,2,1,0,1,10,25,15,80
4700,1,31,0,0,235.202,175.22,1654.1,215.297,147.826,1031.88,1,0,15,1,0,15,1,0,16,1,0,15,10,1,15,80
4701,1,31,0,0,226.105,178.308,1273.05,191.273,138.775,830.112,1,0,15,1,0,15,1,0,16,1,0,15,10,2,15,80
4702,1,31,0,0,212.686,162.331,1070.05,213.188,143.712,1140.33,1,0,15,1,0,15,1,0,16,1,0,15,10,3,15,80
4703,1,31,0,0,187.238,146.875,826.82,173.785,135.417,740.62,1,0,15,1,0,15,1,0,16,1,0,15,10,4,15,80
4704,1,31,0,0,187.747,148.483,884.012,189.952,127.027,782.691,1,0,15,1,0,15,1,0,16,1,0,15,10,5,15,80
4705,1,31,0,0,204.025,170.421,1044.54,172.125,136.247,543.558,1,0,15,1,0,15,1,0,16,1,0,15,10,6,15,80
4706,1,31,0,0,164.504,135.802,468.684,179.482,136.617,726.641,1,0,15,1,0,15,1,0,16,1,0,15,10,7,15,80
4707,1,31,0,0,142.773,130.555,176.892,138.978,119.854,240.488,1,0,15,1,0,15,1,0,16,1,0,15,10,8,15,80
4708,1,31,0,0,128.44,112.025,141.172,111.354,102.786,86.1016,1,0,15,1,0,15,1,0,16,1,0,15,10,9,15,80
4709,1,31,0,0,81.1527,98.2392,94.0236,81.6176,92.0581,39.3882,1,0,15,1.07143,0.0663265,14,1.06667,0.0622222,15,1,0,15,10,10,15,80
4710,1,31,0,0,78.6279,92.8824,72.6548,86.086,91.7821,42.0976,1,0,15,1,0,15,1,0,16,1,0,15,10,11,15,80
4711,1,31,0,0,90.1632,88.5332,96.5733,60.1613,83.9437,114.53,1.07692,0.0710059,13,1.15385,0.130178,13,1.14286,0.122449,14,1.07692,0.0710059,13,10,12,15,80
4712,1,31,0,0,45.9217,84.7531,571.31,71.4622,77.4815,90.2544,1.88889,1.87654,9,1.375,0.484375,8,1.33333,0.444444,9,1.88889,1.87654,9,10,13,15,80
4713,1,31,0,0,20.9127,75.8045,490.254,81.1658,72.3605,422.42,2.28571,4.20408,7,2.16667,3.47222,6,2,3.14286,7,2.28571,4.20408,7,10,14,15,80
4714,1,31,0,0,10.7754,69.2608,1128.69,45.9094,78.7563,142.898,1.77778,3.50617,9,1.125,0.109375,8,1.11111,0.0987654,9,1.77778,3.50617,9,10,15,15,80
4715,0,31,9,8,33.5373,47.9934,870.94,45.9666,60.2352,740.394,2.75,9.1875,4,1,0,3,2.2,5.76,5,3,12,4,10,16,15,80
4716,0,31,11,11,75.2105,68.2713,188.089,48.6206,57.9855,714.758,1.33333,0.222222,3,1,0,2,2.75,9.1875,4,3.75,17.6875,4,10,17,15,80
4717,1,31,6,6,23.5908,63.4024,980.975,46.4448,57.1798,711.854,2.8,7.36,5,2.5,6.75,4,2.2,5.76,5,1.5,0.75,4,10,18,15,80
4718,0,31,8,6,3.49643,58.7979,538.803,13.0019,41.9803,1084.13,3.25,6.1875,4,5,32,3,2.5,6.75,4,2,2,3,10,19,15,80
4719,0,31,20,20,34.3787,53.9073,304.165,31.7542,36.1902,811.175,1,0,2,1,0,1,3,8,3,1,0,2,10,20,15,80
4720,0,31,15,15,-43.962,9.68431,1987.02,41.4719,66.4617,141.039,4.5,12.25,2,1,0,1,1,0,2,12,121,2,10,21,15,80
4721,0,31,19,19,-22.7859,21.9258,1841.96,36.721,49.9711,398.799,5,16,2,1,0,1,1,0,2,1,0,1,10,22,15,80
4722,0,31,21,21,4.46407,46.1458,479.906,-54.9176,-1.84242,2478.22,1,0,1,nan,nan,0,4.5,12.25,2,1,0,1,10,23,15,80
4723,0,31,20,20,-43.2248,32.7191,1552.51,-83.4245,-0.375167,3171.99,1,0,2,1,0,1,3,8,3,1,0,2,10,24,15,80
4724,0,31,20,20,-99.7068,-8.92103,3935.52,-107.836,-7.38105,3776.49,4.5,12.25,2,1,0,1,1,0,2,1,0,1,10,25,15,80
4725,1,31,0,0,211.02,164.861,1309.8,218.46,155.061,1176.23,1,0,15,1,0,15,1,0,16,1,0,15,10,1,15,80
4726,1,31,0,0,256.553,178.993,2649.9,236.808,164.457,1627.44,1,0,15,1,0,15,1,0,16,1,0,15,10,2,15,80
4727,1,31,0,0,164.654,140.949,486.991,215.325,157.461,1274.24,1,0,15,1,0,15,1,0,16,1,0,15,10,3,15,80
4728,1,31,0,0,182.221,146.213,631.088,201.394,143.018,1175.45,1,0,15,1,0,15,1,0,16,1,0,15,10,4,15,80
4729,1,31,0,0,170.692,149.475,406.232,189.387,151.557,813.253,1,0,15,1,0,15,1,0,16,1,0,15,10,5,15,80
4730,1,31,0,0,164.882,131.828,441.211,181.827,140.371,778.011,1,0,15,1,0,15,1,0,16,1,0,15,10,6,15,80
4731,1,31,0,0,152.167,139.213,190.606,151.458,127.687,349.245,1,0,15,1,0,15,1,0,16,1,0,15,10,7,15,80
4732,1,31,0,0,154.904,128.109,386.616,118.486,108.229,120.814,1,0,15,1,0,15,1,0,16,1,0,15,10,8,15,80
4733,1,31,0,0,102.292,108.517,46.3065,123.744,113.089,74.4069,1,0,15,1,0,15,1,0,16,1,0,15,10,9,15,80
4734,1,31,0,0,82.9411,103.114,193.485,73.8875,93.7217,155.464,1.21429,0.596939,14,1,0,13,1,0,14,1.21429,0.596939,14,10,10,15,80
4735,1,31,0,0,104.113,110.219,50.7968,99.67,91.5639,66.6592,1,0,15,1,0,15,1,0,16,1,0,15,10,11,15,80
4736,1,31,0,0,94.2695,98.9961,35.9936,82.4709,86.7314,59.1447,1.06667,0.0622222,15,1,0,14,1,0,15,1.06667,0.0622222,15,10,12,15,80
4737,1,31,0,0,70.3444,93.4008,166.341,88.4979,89.8797,61.6798,1.15385,0.130178,13,1.08333,0.0763889,12,1.07692,0.0710059,13,1.15385,0.130178,13,10,13,15,80
4738,1,31,1,1,73.6557,76.585,459.578,11.0926,73.598,483.949,1.44444,1.58025,9,1.88889,4.76543,9,1.7,3.21,10,1.44444,1.58025,9,10,14,15,80
4739,1,31,0,0,12.7796,78.5387,919.632,74.6996,74.1628,252.36,2.25,3.9375,8,1.42857,1.10204,7,1.375,0.984375,8,2.25,3.9375,8,10,15,15,80
4740,1,31,4,4,57.1806,55.2396,862.098,42.6797,62.2168,469.16,3.25,8.1875,4,2,2,3,2.8,5.76,5,3.25,8.1875,4,10,16,15,80
4741,1,31,4,4,38.4343,57.5051,806.671,30.3245,66.7274,382.978,2.4,5.44,5,2,3,4,1.8,2.56,5,3.2,15.36,5,10,17,15,80
4742,1,31,7,6,9.9114,66.0903,498.094,54.1769,49.7452,775.222,3.5,8.25,4,5,32,3,2.5,6.75,4,2,2,3,10,18,15,80
4743,0,31,15,15,37.796,39.5272,844.321,68.5983,74.7461,89.6693,3,8,3,1.5,0.25,2,1.33333,0.222222,3,8,98,3,10,19,15,80
4744,0,31,19,19,68.7089,64.6736,157.698,14.1435,35.6325,911.347,1.5,0.25,2,1,0,1,3,8,3,1.5,0.25,2,10,20,15,80
4745,0,31,20,20,-11.0489,31.6872,1033.93,58.676,61.4004,147.591,4.5,12.25,2,1,0,1,1,0,2,1,0,1,10,21,15,80
4746,0,31,17,17,16.1603,37.5801,819.51,-7.44489,31.4052,1408.5,2.5,2.25,2,1,0,1,3,8,3,2.5,2.25,2,10,22,15,80
4747,0,31,21,21,-9.00271,38.1222,941.483,-66.0221,-2.92637,2733.89,1,0,1,nan,nan,0,4.5,12.25,2,1,0,1,10,23,15,80
4748,0,31,21,21,-12.0681,42.682,1101.39,-39.9876,3.20135,1827.03,1,0,1,nan,nan,0,4.5,12.25,2,1,0,1,10,24,15,80
4749,0,31,21,21,-41.6946,29.4435,1505.64,-85.2229,-1.89877,2632.93,1,0,1,nan,nan,0,4.5,12.25,2,1,0,1,10,25,15,80
4750,1,31,0,0,228.28,171.208,1620.87,233.299,157.69,1916.17,1,0,15,1,0,15,1,0,16,1,0,15,10,1,15,80
4751,1,31,0,0,230.871,175.174,1909.16,210.612,144.761,1102.67,1,0,15,1,0,15,1,0,16,1,0,15,10,2,15,80
4752,1,31,0,0,199.408,161.837,1128.88,207.914,144.827,981.288,1,0,15,1,0,15,1,0,16,1,0,15,10,3,15,80
4753,1,31,0,0,185.376,147.243,488.642,195.427,130.031,905.327,1,0,15,1,0,15,1,0,16,1,0,15,10,4,15,80
4754,1,31,0,0,198.137,145.823,845.723,177.786,135.487,520.816,1,0,15,1,0,15,1,0,16,1,0,15,10,5,15,80
4755,1,31,0,0,131.452,123.669,182.08,117.271,106.994,57.0245,1,0,15,1,0,15,1,0,16,1,0,15,10,6,15,80
4756,1,31,0,0,140.394,130.243,332.641,181.476,130.818,743.189,1,0,15,1,0,15,1,0,16,1,0,15,10,7,15,80
4757,1,31,0,0,138.046,126.94,163.818,154.935,119.93,456.937,1,0,15,1,0,15,1,0,16,1,0,15,10,8,15,80
4758,1,31,0,0,102.579,97.7066,52.4476,121.28,112.017,106.309,1,0,15,1,0,15,1,0,16,1,0,15,10,9,15,80
4759,1,31,0,0,103.368,113.389,65.4795,88.4414,87.0463,39.3763,1,0,15,1,0,15,1,0,16,1,0,15,10,10,15,80
4760,1,31,0,0,92.0388,87.9825,86.4707,77.0836,85.3891,52.0941,1.06667,0.0622222,15,1,0,14,1,0,15,1.06667,0.0622222,15,10,11,15,80
4761,1,31,0,0,63.7393,89.2012,420.593,44.9966,78.4383,110.283,1.36364,0.77686,11,1,0,10,1,0,11,1.36364,0.77686,11,10,12,15,80
4762,1,31,0,0,92.4361,87.2475,108.861,73.092,94.5197,73.8457,1,0,15,1.07143,0.0663265,14,1.06667,0.0622222,15,1,0,15,10,13,15,80
4763,1,31,3,3,43.8904,70.8678,427.065,12.7193,55.2581,1237.57,2,4,5,3,16,5,2.16667,6.80556,6,2,4,5,10,14,15,80
4764,0,31,11,11,59.9679,61.7651,307.203,43.1442,55.971,919.467,2,3,4,1.33333,0.222222,3,2.4,5.44,5,2,3,4,10,15,15,80
4765,0,31,7,7,54.5961,58.1727,573.41,56.2715,62.0446,500.442,2.5,6.75,4,2,2,3,2.8,5.76,5,2.5,6.75,4,10,16,15,80
4766,1,31,6,6,20.7282,70.6522,393.128,56.1586,60.1934,685.306,2.16667,4.80556,6,3.4,23.04,5,2,5,6,1.2,0.16,5,10,17,15,80
4767,0,31,11,11,46.0894,53.6996,657.163,77.5852,70.7536,209.201,3,6,4,2.33333,3.55556,3,2,3,4,5.75,50.6875,4,10,18,15,80
4768,0,31,15,15,26.6441,49.9388,843.537,75.1206,66.845,183.114,3.66667,6.22222,3,2,1,2,1.66667,0.888889,3,2,1,2,10,19,15,80
4769,0,31,19,19,60.3556,70.3317,135.663,-4.3742,25.1084,1339.91,3,0,1,nan,nan,0,4.5,12.25,2,3,0,1,10,20,15,80
4770,0,31,14,14,-13.5873,30.8151,1724.64,-38.4978,34.0128,1826.81,2.33333,3.55556,3,1,0,2,2.5,6.75,4,2.33333,3.55556,3,10,21,15,80
4771,0,31,20,20,-26.0523,17.148,1464.01,-24.5944,44.7838,1002.35,4.5,12.25,2,1,0,1,1,0,2,1,0,1,10,22,15,80
4772,0,31,19,19,-1.51146,44.7793,745.044,-52.5821,12.8955,2267.87,1,0,2,1,0,1,3.33333,10.8889,3,1,0,2,10,23,15,80
4773,0,31,21,21,-12.4196,40.0121,775.169,-98.2212,-18.0191,3988.56,1,0,1,nan,nan,0,4.5,12.25,2,1,0,1,10,24,15,80
4774,0,31,21,21,-112.034,-9.68673,3696.64,-120.609,-21.4861,4826.83,9,0,1,nan,nan,0,1,0,1,nan,nan,0,10,25,15,80
4775,1,31,0,0,243.527,184.127,2027.4,218.196,150.108,1142.41,1,0,15,1,0,15,1,0,16,1,0,15,10,1,15,80
4776,1,31,0,0,211.13,159.711,1062.69,215.467,154.047,1380.34,1,0,15,1,0,15,1,0,16,1,0,15,10,2,15,80
4777,1,31,0,0,198.107,153.852,992.898,236.379,155.204,1584.09,1,0,15,1,0,15,1,0,16,1,0,15,10,3,15,80
4778,1,31,0,0,178.55,149.605,470.891,191.605,140.276,964.945,1,0,15,1,0,15,1,0,16,1,0,15,10,4,15,80
4779,1,31,0,0,181.112,148.498,746.8,178.324,141.683,488.556,1,0,15,1,0,15,1,0,16,1,0,15,10,5,15,80
4780,1,31,0,0,177.335,148.153,699.954,168.232,129.573,378.651,1,0,15,1,0,15,1,0,16,1,0,15,10,6,15,80
4781,1,31,0,0,139.405,122.122,174.219,139.997,114.017,182.785,1,0,15,1,0,15,1,0,16,1,0,15,10,7,15,80
4782,1,31,0,0,114.186,113.679,67.3945,119.392,112.731,119.088,1,0,15,1,0,15,1,0,16,1,0,15,10,8,15,80
4783,1,31,0,0,116.973,118.088,55.2351,101.899,92.3735,68.3164,1,0,15,1,0,15,1,0,16,1,0,15,10,9,15,80
4784,1,31,0,0,111.853,108.074,73.8871,106.87,91.2109,171.677,1.21429,0.311224,14,1,0,13,1,0,14,1.21429,0.311224,14,10,10,15,80
4785,1,31,0,0,74.3359,95.2787,73.9947,97.3056,98.5991,40.5588,1,0,15,1,0,15,1,0,16,1,0,15,10,11,15,80
4786,1,31,0,0,83.6581,101.819,89.5938,89.0161,89.0161,35.1303,1,0,15,1,0,15,1,0,16,1,0,15,10,12,15,80
4787,1,31,0,0,64.0924,86.7405,225.293,76.7329,84.225,65.702,1.33333,0.722222,12,1.09091,0.0826446,11,1.08333,0.0763889,12,1.33333,0.722222,12,10,13,15,80
4788,1,31,5,5,34.0446,56.0517,631.759,75.0126,58.0642,506.278,5,2.66667,3,5,9,2,3.66667,9.55556,3,4,1,2,10,14,15,80
4789,1,31,2,2,68.1485,64.4613,447.048,14.4671,65.4543,456.892,2.33333,4.55556,6,1.4,0.64,5,2.14286,4.40816,7,2.33333,4.55556,6,10,15,15,80
4790,1,31,4,2,19.0119,64.2183,607.016,68.4308,59.9791,531.674,4,6.5,4,4,12.6667,3,2.75,6.1875,4,2.66667,1.55556,3,10,16,15,80
4791,0,31,7,4,60.5433,53.2143,918.297,12.1268,59.8067,759.897,2.75,9.1875,4,1.33333,0.222222,3,2.6,7.44,5,3.5,18.75,4,10,17,15,80
4792,0,31,10,8,66.5021,62.7635,679.381,6.15143,63.3228,520.775,3.33333,10.8889,3,1,0,2,2.75,9.1875,4,6,50,3,10,18,15,80
4793,0,31,14,10,34.6329,29.8267,840.73,22.1972,52.455,787.921,9,0,1,nan,nan,0,4,9,2,13,0,1,10,19,15,80
4794,0,31,19,19,17.6466,35.7556,939.087,63.0103,71.5729,110.24,3,8,3,1,0,2,1,0,3,1,0,2,10,20,15,80
4795,0,31,17,17,41.9554,47.4767,692.716,36.7623,57.6046,262.934,3,8,3,2,1,2,1.66667,0.888889,3,1,0,2,10,21,15,80
4796,0,31,19,19,-10.9749,23.6022,1432.93,2.20031,34.5655,758.197,4.5,12.25,2,2,0,1,1.5,0.25,2,1,0,1,10,22,15,80
4797,0,31,19,19,33.7597,59.5382,359.818,-85.245,1.23266,3591.16,1.5,0.25,2,1,0,1,3,8,3,1.5,0.25,2,10,23,15,80
4798,0,31,20,20,-2.99083,32.7907,1087.96,-82.4902,-1.84969,3134.27,1,0,1,nan,nan,0,5,16,2,1,0,1,10,24,15,80
4799,0,31,21,21,-64.7656,3.09974,2429.5,-57.0099,19.0084,2055.25,4,9,2,1,0,1,1,0,2,1,0,1,10,25,15,80
4800,1,31,0,0,226.228,174.129,1498.81,244.404,163.62,1686.5,1,0,15,1,0,15,1,0,16,1,0,15,10,1,15,80
4801,1,31,0,0,186.608,146.902,553.033,207.205,155.469,1398.18,1,0,15,1,0,15,1,0,16,1,0,15,10,2,15,80
4802,1,31,0,0,197.289,152.723,714.247,224.525,158.097,1130.02,1,0,15,1,0,15,1,0,16,1,0,15,10,3,15,80
4803,1,31,0,0,176.154,148.944,538.348,203.066,144.369,1017.09,1,0,15,1,0,15,1,0,16,1,0,15,10,4,15,80
4804,1,31,0,0,196.835,155.821,726.753,163.632,130.952,376.201,1,0,15,1,0,15,1,0,16,1,0,15,10,5,15,80
4805,1,31,0,0,162.25,134.105,436.29,148.154,124.41,399.966,1,0,15,1,0,15,1,0,16,1,0,15,10,6,15,80
4806,1,31,0,0,139.602,117.695,163.606,140.442,107.803,173.718,1,0,15,1,0,15,1,0,16,1,0,15,10,7,15,80
4807,1,31,0,0,124.417,119.331,62.8584,142.308,119.045,187.882,1,0,15,1,0,15,1,0,16,1,0,15,10,8,15,80
4808,1,31,0,0,113.052,100.37,88.1148,79.0202,90.1552,71.0239,1.06667,0.0622222,15,1,0,14,1,0,15,1.06667,0.0622222,15,10,9,15,80
4809,1,31,0,0,88.7343,102.762,38.9286,123.732,101.801,119.866,1,0,15,1,0,15,1,0,16,1,0,15,10,10,15,80
4810,1,31,0,0,90.4623,92.4393,47.3621,115.444,99.8003,52.1492,1,0,15,1,0,15,1,0,16,1,0,15,10,11,15,80
4811,1,31,0,0,86.9572,84.0671,141.046,73.5061,81.1337,79.1074,1.27273,0.198347,11,1.36364,0.413223,11,1.33333,0.388889,12,1.27273,0.198347,11,10,12,15,80
4812,1,31,0,0,70.2545,75.7847,325.67,44.2015,73.1691,425.473,1.71429,1.34694,7,2.14286,4.40816,7,2,4,8,1.71429,1.34694,7,10,13,15,80
4813,1,31,2,2,20.3015,66.5311,572.317,72.4333,64.7663,633.735,2.28571,4.77551,7,2,5,6,1.85714,4.40816,7,1.5,1.25,6,10,14,15,80
4814,1,31,0,0,26.7188,73.0993,476.959,47.0637,66.2415,772.744,1.5,1.25,6,2.33333,3.22222,6,2.14286,2.97959,7,1.5,1.25,6,10,15,15,80
4815,1,31,2,1,36.4696,61.034,784.363,10.4622,64.0663,517.74,2.6,5.44,5,2,3,4,2.66667,5.88889,6,2.8,7.36,5,10,16,15,80
4816,1,31,5,5,56.0147,66.0402,594.254,16.6434,62.7499,686.977,2.4,2.24,5,1.5,0.75,4,2.33333,4.88889,6,2.4,2.24,5,10,17,15,80
4817,1,31,10,5,49.0541,51.4616,667.641,31.1776,60.306,588.865,3.33333,6.88889,3,1.5,0.25,2,2.75,6.1875,4,5,24.6667,3,10,18,15,80
4818,0,31,9,9,20.1356,64.8718,294.952,61.601,54.1786,582.16,3,6,4,6,50,3,2.5,6.75,4,1.66667,0.888889,3,10,19,15,80
4819,0,31,20,20,32.2085,41.017,737.445,36.2614,58.5623,398.655,4.5,12.25,2,1,0,1,1,0,2,1,0,1,10,20,15,80
4820,0,31,20,20,1.78422,25.7389,1200.07,39.0872,61.8,293.176,4.5,12.25,2,1,0,1,1,0,2,1,0,1,10,21,15,80
4821,0,31,21,21,-18.8151,40.8339,1145.34,-71.2199,1.15432,2727.21,1,0,1,nan,nan,0,4.5,12.25,2,1,0,1,10,22,15,80
4822,0,31,20,20,-71.0216,-0.803386,2817.64,-4.38774,43.3853,828.139,4.5,12.25,2,1,0,1,1,0,2,1,0,1,10,23,15,80
4823,0,31,20,20,-16.671,23.5688,1203.5,-60.9343,29.3958,2081.29,4.5,12.25,2,1,0,1,1,0,2,1,0,1,10,24,15,80
4824,0,31,21,21,-76.562,5.06874,2495.04,-106.551,-14.189,3792.86,1,0,1,nan,nan,0,4.5,12.25,2,1,0,1,10,25,15,80
4825,1,31,0,0,228.631,174.49,1361.36,221.193,153.355,1163.47,1,0,15,1,0,15,1,0,16,1,0,15,10,1,15,80
4826,1,31,0,0,243.121,174.966,1969.47,219.672,154.666,1679.81,1,0,15,1,0,15,1,0,16,1,0,15,10,2,15,80
4827,1,31,0,0,188.78,155.178,787.951,214.151,150.644,1283.2,1,0,15,1,0,15,1,0,16,1,0,15,10,3,15,80
4828,1,31,0,0,190.417,158.757,875.432,188.676,139.681,711.409,1,0,15,1,0,15,1,0,16,1,0,15,10,4,15,80
4829,1,31,0,0,203.951,162.596,986.404,184.727,138.938,729.516,1,0,15,1,0,15,1,0,16,1,0,15,10,5,15,80
4830,1,31,0,0,155.031,135.94,276.642,146.981,116.866,296.031,1,0,15,1,0,15,1,0,16,1,0,15,10,6,15,80
4831,1,31,0,0,136.784,126.041,201.563,155.06,123.617,420.806,1,0,15,1,0,15,1,0,16,1,0,15,10,7,15,80
4832,1,31,0,0,131.395,131.325,175.001,118.886,89.3147,100.299,1,0,15,1,0,15,1,0,16,1,0,15,10,8,15,80
4833,1,31,0,0,118.769,105.243,51.3232,77.3896,83.4293,75.6321,1.06667,0.0622222,15,1,0,14,1,0,15,1.06667,0.0622222,15,10,9,15,80
4834,1,31,0,0,80.4293,89.0779,57.5048,96.2789,91.9125,83.1901,1.07143,0.0663265,14,1.07143,0.0663265,14,1.06667,0.0622222,15,1.07143,0.0663265,14,10,10,15,80
4835,1,31,0,0,94.4962,108.579,64.1745,89.2117,87.7777,50.3599,1,0,15,1,0,15,1,0,16,1,0,15,10,11,15,80
4836,1,31,0,0,78.0028,98.5679,142.953,93.8122,88.271,58.0882,1,0,15,1,0,15,1,0,16,1,0,15,10,12,15,80
4837,1,31,0,0,50.6155,85.0663,180.933,59.6756,81.041,196.722,1.18182,0.14876,11,1.18182,0.330579,11,1.16667,0.305556,12,1.18182,0.14876,11,10,13,15,80
4838,1,31,0,0,34.6764,60.303,757.536,26.9234,69.4165,385.748,2.33333,4.88889,6,1.8,2.56,5,1.66667,2.22222,6,2.33333,4.88889,6,10,14,15,80
4839,1,31,3,2,53.3677,58.284,893.301,18.428,59.5193,627.574,2.4,7.84,5,2,3,4,2.66667,5.88889,6,2.6,10.24,5,10,15,15,80
4840,0,31,7,7,28.8824,69.716,367.913,80.6333,56.7752,674.324,2.4,3.84,5,4.25,31.6875,4,2.2,5.76,5,3.8,21.76,5,10,16,15,80
4841,1,31,7,5,22.449,61.7314,527.753,83.2495,58.1283,666.698,3,6,4,5,32,3,2.75,9.1875,4,4.75,29.1875,4,10,17,15,80
4842,0,31,7,7,30.163,63.246,413.539,19.6761,45.6365,964.802,2.66667,5.55556,3,5.33333,37.5556,3,2.5,6.75,4,2.66667,5.55556,3,10,18,15,80
